title,released,gf_score,metascore,genre,description,cover_art_url
NetHack,1987-07-28,4.4,N/A,Role-Playing - Roguelike,"NetHack is a single-player roguelike video game originally released in 1987 with ASCII graphics. It is a descendant of an earlier game called Hack (1982), which is a clone of Rogue (1980). Comparing it with Rogue, Engadget's Justin Olivetti wrote that it took its exploration aspect and ""made it far richer with an encyclopedia of objects, a larger vocabulary, a wealth of pop culture mentions, and a puzzler's attitude."" In 2000, Salon described it as ""one of the finest gaming experiences the computing world has to offer"".",https://i.postimg.cc/6qXytQVH/co1syp.jpg
Umineko When They Cry: Question Arc,2016-07-08,4.4,N/A,Adventure - Visual Novel,"Umineko: When They Cry is a Japanese doujin soft visual novel series produced by 07th Expansion. The first game in the series, Legend of the Golden Witch, was first released at Comiket 72 on August 17, 2007 playable on Windows; the game sold out in thirty minutes. The story focuses on a group of eighteen people on a secluded island for a period of two days, and the mysterious murders that befall them. Readers are challenged to discern whether the murders were committed by a human or of some other supernatural source, as well as the method and motive behind them. Umineko is the third title in the When They Cry series, preceded by Higurashi no Naku Koro ni and Higurashi no Naku Koro ni Kai, and followed by Umineko no Naku Koro ni Chiru.",https://i.postimg.cc/q7D5PhrT/2853671-350717937-umineko-thumbnail.jpg
Half-Life 2,2004-11-16,4.4,96,Action - Shooter - First-Person - Arcade,"Half-Life 2 is a first-person shooter video game developed and published by Valve Corporation. It is the sequel to 1998's Half-Life and was released in November 2004 following a five-year $40 million development. During development, a substantial part of the project was leaked and distributed on the Internet. The game was developed alongside Valve's Steam software and the Source engine.",https://i.postimg.cc/RVxDxxkN/0859aba1-5ac3-4758-a0a8-e0d325562805.jpg
Muv-Luv Alternative,2017-09-18,4.39,83,Adventure - Visual Novel,"Muv-Luv is a Japanese visual novel developed by âge and originally released as an adult game for Windows on February 28, 2003. Consisting of two parts, Muv-Luv Extra and Muv-Luv Unlimited, the gameplay in Muv-Luv follows a linear plot line, which offers pre-determined scenarios and courses of interaction, and focuses on the differing scenarios of the female main characters.",https://i.postimg.cc/PqJ6QXwF/ae150dfb-75de-4c14-85c2-ad3d173c03e5.jpg
Civilization II Multiplayer Gold Edition,1997-12-31,4.39,N/A,Strategy - Turn-Based - 4X,"Sid Meier's Civilization II is a turn-based strategy video game in the Civilization series, developed and published by MicroProse. It was released in 1996 for the PC and later ported to the PlayStation by Activision.",https://i.postimg.cc/TYcC8Lj4/5c4a7dff-514e-4a06-8bb5-b5a48a0722ae.jpg
Star Control II,1905-06-14,4.39,N/A,Strategy - General,"Star Control II: The Ur-Quan Masters is a science fiction video game, a sequel to Star Control. It was developed by Toys for Bob (Fred Ford and Paul Reiche III) and originally published by Accolade in 1992 for MS-DOS.",https://i.postimg.cc/d3YmpwhF/840998d9-923b-41bf-bed8-1a1f2f18ae3d.jpg
Dust n Wheels.,2018-06-22,4.39,N/A,Racing - Simulation - Automobile,"Return to old-school arcade racing with Dust n Wheels. Bring on your A-game as you experience the thrill of white-knuckle racing. Winding paths through forests, narrow mountain tracks, death defying cliffs and drop-offs, ensure it is a fight for survival between you vs. the beastly road. Are you ready to challenge yourself and the world?",https://i.postimg.cc/hGnDXYQj/image.jpg
Master of Orion II: Battle at Antares,1905-06-18,4.39,84,Strategy - Turn-Based - 4X,"Master of Orion II: Battle at Antares is a 4X turn-based strategy game set in space, designed by Steve Barcia and Ken Burd, and developed by Simtex, who developed its predecessor Master of Orion. The PC version was published by MicroProse in 1996, and the Apple Macintosh version a year later by MacSoft, in partnership with MicroProse. The game has retained a large fan base, and is still played online.",https://i.postimg.cc/02mrrDXV/f5108823-bb30-4a16-9c4b-542dfc948c4a.jpg
Final Fantasy VII,1998-05-31,4.39,N/A,Role-Playing - Japanese-Style,"Final Fantasy VII is a 1997 role-playing video game developed by Square for the PlayStation console. It is the seventh main installment in the Final Fantasy series. Published in Japan by Square, it was released in other regions by Sony Computer Entertainment and became the first in the main series to see a PAL release. The game's story follows Cloud Strife, a mercenary who joins an eco-terrorist organization to stop a world-controlling megacorporation from using the planet's life essence as an energy source. Events send Cloud and his allies in pursuit of Sephiroth, a superhuman intent on destroying their planet. During the journey, Cloud builds close friendships with his party members, including Aerith Gainsborough, who holds the secret to saving their world.",https://images.launchbox-app.com/4fd6a09c-1244-42bf-9f03-4150564c9300.png
Phantasy Star Online: Blue Burst,2005-06-23,4.43,N/A,Role-Playing - Action RPG,"Phantasy Star Online is an online role-playing game (RPG) developed by Sonic Team and published by Sega in 2000 for the Dreamcast. It was the first online RPG for game consoles; players adventure with up to three others over the internet to complete quests, collect items, and fight enemies in real-time action RPG combat. The story is unrelated to previous games in the Phantasy Star series.",https://i.postimg.cc/R0bvgZb3/dd9971fd-7785-4be0-b0d8-cbe9dc8f5bfa.jpg
Star Wars TIE Fighter: Collector's CD-ROM,1995-10-31,4.39,N/A,Simulation - Space - Combat3,"Star Wars: TIE Fighter is a 1994 Star Wars space flight simulator and space combat video game, a sequel in the Star Wars: X-Wing series. It places the player in the role of an Imperial starfighter pilot during events that occur between The Empire Strikes Back and Return of the Jedi.",https://i.postimg.cc/5y819q9v/216b00d6-ccc9-4c61-977d-e318e4739c5f.jpg
The Secret of Monkey Island,1990-10-01,4.38,N/A,Adventure - Point-and-Click,"The Secret of Monkey Island (alternatively known as Monkey Island I) is a 1990 point-and-click graphic adventure game developed and published by Lucasfilm Games. It takes place in a fantastic version of the Caribbean during the age of piracy. The player assumes the role of Guybrush Threepwood, a young man who dreams of becoming a pirate and explores fictional islands while solving puzzles.",https://i.postimg.cc/2SkmmZsb/13730659-df45-4574-9f6f-302cd1fb1ad9.jpg
The Witcher 3: Wild Hunt - Complete Edition,2016-08-30,4.38,N/A,Role-Playing - Action RPG,"The Witcher 3: Wild Hunt is a 2015 action role-playing game developed and published by CD Projekt, based on The Witcher series of fantasy novels by Andrzej Sapkowski. It is the sequel to the 2011 game The Witcher 2: Assassins of Kings. Played in an open world with a third-person perspective, players control protagonist Geralt of Rivia, a monster hunter known as a witcher, who is looking for his missing adopted daughter on the run from the Wild Hunt: an otherworldly force determined to capture and use her powers. Players battle the game's many dangers with weapons and magic, interact with non-player characters, and complete main-story and side quests to acquire experience points and gold, which are used to increase Geralt's abilities and purchase equipment. Its central story has several endings, determined by the player's choices at certain points in the game.",https://i.postimg.cc/y8bG53sz/392214-the-witcher-3-wild-hunt-xbox-one-front-cover.jpg
Twinsen's Odyssey,1997-06-30,4.38,89,Adventure - General,"After freeing the world of Twinsun from its evil dictator in the previous game, the hero Twinsen has since gotten married, is planning to have a child and has settled down at home. One day, Twinsen finds out that his friend, a creature known as the Dino-Fly, is struck by lightning and hurt. Further investigation reveals that there is something strange going on in the skies on Twinsun; and indeed, visitors from outer space have arrived. Do they come in peace, or is there a sinister goal behind their appearance?",https://i.postimg.cc/ZnH7LCV2/639ddd79-07ac-475e-9eaf-e07cea595e64.jpg
Homeworld: Cataclysm,2000-09-07,4.38,N/A,Strategy - Real-Time - General,"Homeworld: Cataclysm was originally developed in 2000 as an expansion of Homeworld, but was released as a stand-alone game. It was published by Sierra Studios, as was the original, but it was developed by Barking Dog Studios. The game reappeared on the gaming website GOG.com in June 2017 as Homeworld: Emergence, as the name ""Cataclysm"" was trade marked by Blizzard Entertainment for its third expansion to World of Warcraft.",https://images.launchbox-app.com/6ff2ea13-9bb1-4580-a223-f271fc60f640.jpg
Ever17: Out of Infinity,2005-12-20,4.38,N/A,Adventure - Visual Novel,"Ever 17: The Out of Infinity is a visual novel video game developed by KID. It is the second entry in the Infinity series; it is preceded by Never 7: The End of Infinity, and followed by Remember 11: The Age of Infinity, 12Riven: The Psi-Climinal of Integral, and Code_18. It was originally released in Japan on August 29, 2002 for the PlayStation 2 and Dreamcast, and was later ported to Microsoft Windows, PlayStation Portable, Android, and iOS. A localization of the Microsoft Windows version was released by Hirameki International in North America in 2005.",https://images.launchbox-app.com/0b82b4c7-216b-4578-87b1-d0ab50d936dd.jpg
Jagged Alliance 2,1999-06-30,4.38,N/A,Strategy - Turn-Based - Tactics,"Jagged Alliance 2 is a tactical role-playing game for PC, released in 1999 for Microsoft Windows and later ported to Linux by Tribsoft. It is the third entry in the Jagged Alliance series. The game was followed by the expansion Unfinished Business in 2000. Two commercial versions of the mod Wildfire were released in 2004 in the form of expansion packs. The core game and the Unfinished Business expansion were combined and released under the title Jagged Alliance 2 Gold Pack in 2002.",https://images.launchbox-app.com/15590fd6-9824-4cd3-95fc-b1ee04e1b230.jpg
Danganronpa 2: Goodbye Despair,2016-04-18,4.38,83,Adventure - Visual Novel,"Danganronpa 2: Goodbye Despair is a visual novel adventure game developed by Spike Chunsoft. It is the second game in the Danganronpa franchise, following 2010's Danganronpa: Trigger Happy Havoc. It was first released in Japan for the PlayStation Portable in July 2012, with a port released for the PlayStation Vita in Japan in October 2013, and worldwide by NIS America in September 2014. A port for personal computers was also released in April 2016, as well as a bundle containing the first Danganronpa for the PlayStation 4 in March 2017, called Danganronpa 1-2 Reload.",https://images.launchbox-app.com/55717e88-4890-4bd7-aa4e-d86489f7d746.jpg
Fallout: New Vegas - Ultimate Edition,2012-02-07,4.38,N/A,Role-Playing - Western-Style,"Fallout: New Vegas is a post-apocalyptic action role-playing video game. It is a spin-off of the Fallout series and was developed by Obsidian Entertainment and published by Bethesda Softworks. It was announced in April 2009 and released for Microsoft Windows, PlayStation 3 and Xbox 360 on October 19, 2010. The game is set in a post-apocalyptic open world environment that encompasses a region consisting of parts of Nevada, California, and Arizona. It is set in a world that deviated onto an alternate timeline thanks to atomic age technology, which eventually led to its devastation by a nuclear apocalypse in the year 2077 in an event referred to as ""The Great War"". This war was caused by a major international conflict between the United States and China over natural resources. The main story of New Vegas takes place in the year 2281, four years after the events of Fallout 3. It is not a direct sequel, but it does mark the return of a number of elements found in the Black Isle Studios-developed Fallout 2.",https://images.launchbox-app.com/de87522a-7905-4f29-8114-ed8351b70495.jpg
Operation Flashpoint: Cold War Crisis,2001-08-30,4.38,85,Action - Shooter - First-Person - Tactical,"Operation Flashpoint: Cold War Crisis is a tactical shooter and battlefield simulator video game developed by Bohemia Interactive Studio and published by Codemasters in 2001. In 2011, Bohemia Interactive re-released the game under the title ARMA: Cold War Assault.",https://images.launchbox-app.com/96683716-27d5-49b4-b8a7-dc9602be4ca5.jpg
Katawa Shoujo,2012-01-04,4.37,N/A,Adventure - Visual Novel,"Katawa Shoujo (Japanese: かたわ少女 Hepburn: Katawa Shōjo, lit. ""Cripple Girls"", translated ""Disability Girls"") is a bishōjo-style visual novel by Four Leaf Studios that tells the story of a young man and five young women living with varying disabilities. The game uses a traditional text and sprite-based visual novel model with an ADV-style text box running on the Ren'Py visual novel engine. The game is licensed under the Creative Commons CC-BY-NC-ND",https://images.launchbox-app.com/f3b9ce13-c2b9-41f6-85ec-ed3041c986fb.jpg
Dwarf Fortress,2006-08-08,4.37,N/A,Simulation - General,"Dwarf Fortress (officially called Slaves to Armok: God of Blood Chapter II: Dwarf Fortress) is a part construction and management simulation, part roguelike, indie video game created by Tarn and Zach Adams. Freeware and in development since 2002, its first alpha version was released in 2006 and it received attention for being a two-member project surviving solely on donations. The primary game mode is set in a procedurally generated fantasy world in which the player indirectly controls a group of dwarves, and attempts to construct a successful and wealthy underground fortress. Critics praised its complex, emergent gameplay but had mixed reactions to its difficulty. The game influenced Minecraft and was selected among other games to be featured in the Museum of Modern Art to show the history of video gaming in 2012.",https://images.launchbox-app.com/2aba25ce-4f83-479d-8443-ded4fa975418.png
Laxius Force - Heroes Never Die,2008-08-19,4.37,N/A,Role-Playing - General,"Laxius Force is a role-playing video game trilogy developed by Aldorlea Games on RPG Maker XP. The first game in the series was released in August 2008 and the last one in August 2010. It is the second commercial game to be released with this engine after Aveyond, and the first by Aldorlea Games.",
Heroes of Might and Magic III Complete,1905-06-22,4.37,N/A,Strategy - General,"Heroes of Might and Magic III: The Restoration of Erathia (commonly referred to as Heroes of Might & Magic 3, or simply Heroes 3) is a turn-based strategy game developed by Jon Van Caneghem through New World Computing originally released for Microsoft Windows by the 3DO Company in 1999. Its ports to several computer and console systems followed in 1999-2000. It is the third installment of the Heroes of Might and Magic series. The game's story is first referenced throughout Might and Magic VI: The Mandate of Heaven and serves as a prequel to Might and Magic VII: For Blood and Honor. The player can choose to play through seven different campaigns telling the story, or play in a scenario against computer or human opponents.",https://images.launchbox-app.com/2354b4b2-9775-4edb-9429-ca39c7b8b745.jpg
Grand Theft Auto V,2015-04-14,4.37,96,Action Adventure - Open-World,"Grand Theft Auto V is an action-adventure video game developed by Rockstar North and published by Rockstar Games. It was released in September 2013 for PlayStation 3 and Xbox 360, in November 2014 for PlayStation 4 and Xbox One, and in April 2015 for Microsoft Windows. It is the first main entry in the Grand Theft Auto series since 2008's Grand Theft Auto IV. Set within the fictional state of San Andreas, based on Southern California, the single-player story follows three criminals and their efforts to commit heists while under pressure from a government agency. The open world design lets players freely roam San Andreas' open countryside and the fictional city of Los Santos, based on Los Angeles.",https://images.launchbox-app.com/8a3eafb7-189a-4837-8273-8321e312dd21.jpg
X-COM: UFO Defense,1905-06-16,4.37,N/A,Strategy - Turn-Based - Tactics,"UFO: Enemy Unknown (marketed as X-COM: UFO Defense in North America) is a science fiction strategy video game developed by Mythos Games and MicroProse. It was published by MicroProse in 1994 for MS-DOS and Amiga computers and the Amiga CD32 console, and in 1995 for the PlayStation. Its European PlayStation release is titled X-COM: Enemy Unknown.",https://images.launchbox-app.com/509a7b59-594e-4836-a7fc-b2bcbadb0532.jpg
Iji,2008-09-01,4.37,N/A,Action - Platformer - 2D,"Iji is a freeware 2008 video game featuring platform and shooting elements, developed by Daniel Remar using Game Maker over a period of four years. In the game, the player controls Iji Kataiser, a young woman enhanced with nanotechnology, as she navigates a research facility on modern day Earth in the wake of an invasion by the Tasen, an alien species. Awakening after an aerial bombardment, Iji finds herself enhanced with nanotechnology and, learning of the Tasen and their invasion, resolves to convince the aliens' leader to retreat from the planet, guided by her brother Dan via the complex's loudspeaker system. Iji was generally well received. Reviews praised the replay value, the player's ability to guide Iji on different moral paths, and that it was created by a single developer.",https://images.launchbox-app.com/cc662638-b192-49e0-a0ac-ae17cd874d40.jpg
Fate/Stay Night,2004-01-30,4.37,N/A,Adventure - Visual Novel,"Fate/stay night (Japanese: フェイト/ステイナイト Hepburn: Feito/Sutei Naito) is a Japanese visual novel developed by Type-Moon, which was originally released as an adult game for Windows. A version of Fate/stay night rated for ages 15 and up titled Fate/stay night Réalta Nua (Irish for ""new stars""), which features the Japanese voice actors from the anime series, was released for the PlayStation 2 and later for download on Windows as a trilogy covering the three main story lines. Réalta Nua was also ported to the PlayStation Vita. The plot focuses on a young mage named Shirou Emiya who becomes a warrior in a battle between ""Servants"" known as the Holy Grail War. Through each route, Shirou bonds with a heroine and confronts different mages who participate in the war.",https://images.launchbox-app.com/26bcf214-1dde-4653-981c-be595b8d07b1.jpg
Star Wars: Knights of the Old Republic,2003-11-18,4.37,93,Role-Playing - General,"Star Wars: Knights of the Old Republic (sometimes known simply as Knights of the Old Republic or KOTOR) is a role-playing video game set in the Star Wars universe. Developed by BioWare and published by LucasArts, the game was released for the Xbox on July 15, 2003, and for Microsoft Windows on November 19, 2003. The game was later ported to Mac OS X, iOS, and Android by Aspyr, and it is playable on the Xbox 360 and Xbox One via their respective backwards-compatibility features.",https://images.launchbox-app.com/a070bc5b-6758-40da-9d28-7ca644da8008.jpg
The Curse of Monkey Island,1997-10-31,4.37,89,Adventure - Point-and-Click,"The Curse of Monkey Island is an adventure game developed and published by LucasArts, and the third game in the Monkey Island series. It was released in 1997 and followed the successful games The Secret of Monkey Island and Monkey Island 2: LeChuck's Revenge. The game is the twelfth and last LucasArts game to use the SCUMM engine, which was extensively upgraded for its last outing before being replaced by the GrimE engine for the next game in the series, Escape from Monkey Island. The Curse of Monkey Island is the first Monkey Island game to include voice acting, and has a more cartoon-ish graphic style than the earlier games.",https://images.launchbox-app.com/2b684121-dfec-4098-bfd0-526cb2a74a86.jpg
Teeworlds,2015-08-24,4.37,N/A,Action - Platformer - 2D,"Teeworlds is a free, open-source sidescrolling multiplayer shooting game originally created by Swedish developer Magnus Auvinen and now maintained by the community. It features simple cartoon-themed graphics and physics and relies heavily on classic shooter weaponry and gameplay. Currently there are official versions for Microsoft Windows, Linux, Mac OS X and it has been available via digital distributor Steam since 2015. The source code is publicly available on github.",https://images.launchbox-app.com/367ae0a2-f2ec-433b-a56c-93f948e71037.jpg
Torrente,2004-12-06,4.37,36,Action - Shooter - First-Person - Arcade,,https://images.launchbox-app.com/9bca64b8-0ab8-4348-99f2-02851befae9d.jpg
The Ultimate DOOM,1995-04-30,4.36,91,Action - Shooter - First-Person - Arcade,"Doom (typeset as DOOM in official documents and stylized as DooM in other media) is a 1993 first-person shooter (FPS) video game developed by id Software for MS-DOS. It is considered one of the most significant and influential titles in video game history for having helped to pioneer, along with the 1992 game Wolfenstein 3D, the now-ubiquitous FPS gameplay type, and has been frequently cited as one of the greatest video games of all time. The original game was divided into three nine-level episodes and was distributed via shareware and mail order. The Ultimate Doom, an updated version featuring a fourth episode, was released in 1995 and sold at retail.",https://images.launchbox-app.com/4858224e-5720-427a-b025-4eaa89c1c715.jpg
StarCraft Battle Chest,1905-06-21,4.36,N/A,Strategy - Real-Time - Command,"StarCraft is a military science fiction media franchise, created by Chris Metzen and James Phinney and owned by Blizzard Entertainment. The series, set in the beginning of the 26th century, centers on a galactic struggle for dominance among four species—the adaptable and mobile Terrans, the ever-evolving insectoid Zerg, the powerfully enigmatic Protoss, and the ""god-like"" Xel'Naga creator race—in a distant part of the Milky Way galaxy known as the Koprulu Sector. The series debuted with the video game StarCraft in 1998. It has grown to include a number of other games as well as eight novelizations, two Amazing Stories articles, a board game, and other licensed merchandise such as collectible statues and toys.",
FreeSpace 2,1999-09-30,4.36,N/A,Simulation - Space - Combat,"FreeSpace 2 is a 1999 space combat simulation computer game developed by Volition as the sequel to Descent: FreeSpace – The Great War. It was completed ahead of schedule in less than a year, and released to very positive reviews. However, the game became a commercial failure, and was described by certain critics as one of 1999's most unfairly overlooked titles.",https://images.launchbox-app.com/68f01ae8-fcb5-4dc3-8671-58fcacf2f141.jpg
Master of Magic,1905-06-16,4.36,N/A,Strategy - Turn-Based - 4X,"Master of Magic is a single-player, fantasy turn-based strategy 4X developed by Simtex and published by MicroProse for MS-DOS in 1994. The player plays as a wizard attempting to dominate two linked worlds. From a small settlement, the player manages resources, builds cities and armies, and researches spells, growing an empire and fighting the other wizards.",https://images.launchbox-app.com/5cd345b0-2f8f-44b3-9714-b83757dc538f.jpg
Quest For Glory I: So You Want To Be A Hero,1905-06-11,4.36,N/A,Adventure - General,"Quest for Glory: So You Want to Be a Hero (originally known as Hero's Quest: So You Want to Be a Hero) is a 1989 adventure game/role-playing game hybrid, designed by Lori Ann Cole and published by Sierra On-Line for MS-DOS. It is the first game in the Quest for Glory series, and has been credited for being a genre-defining game, as it tried to mix graphical adventure gaming with role-playing-like elements such as statistic building (strength, intelligence, health) that would actually affect the ability to accomplish certain parts of the game. The game has a satirical and silly tone. Ports for the Amiga, Atari ST, and NEC PC-9801 were released in the early 1990s. A VGA remake, titled Quest for Glory I: So You Want To Be A Hero, was released in 1992 for DOS and later in 1994 for Mac OS.",https://images.launchbox-app.com/7e8ca384-ec91-49a5-b2e7-149a350b14d6.jpg
Sid Meier's Civilization V: The Complete Edition,2014-02-11,4.36,N/A,Strategy - Turn-Based - 4X,"Sid Meier's Civilization V is a 4X video game in the Civilization series developed by Firaxis Games. The game was released on Microsoft Windows in September 2010, on OS X on November 23, 2010, and on Linux on June 10, 2014.",https://images.launchbox-app.com/de285b73-0018-4d9c-b41c-6ae423d0690f.jpg
The Legend of Heroes: Trails in the Sky SC,2015-10-29,4.35,80,Role-Playing - Japanese-Style,"The Legend of Heroes: Trails in the Sky SC is a role-playing video game developed by Nihon Falcom, the second in the Trails in the Sky trilogy. Initially released in Japan in 2006 for Microsoft Windows and 2007 for the PlayStation Portable, the game did not see an English release on Windows until 2015, due to the large amount of text needed to be translated. Japanese-only high-definition versions were also released, including a HD port to the PlayStation 3 in 2013, and a HD remake for the Vita in 2015.",https://images.launchbox-app.com/bc620b7c-b9ea-4946-896d-defbf6d0dd6b.jpg
Thief II: The Metal Age,2000-02-29,4.35,87,Action Adventure - General,"Thief II: The Metal Age is a 2000 stealth video game developed by Looking Glass Studios and published by Eidos Interactive. Like its predecessor Thief: The Dark Project, the game follows Garrett, a master thief who works in and around a steampunk metropolis called the City. The player assumes the role of Garrett as he unravels a conspiracy related to a new religious sect. Garrett takes on missions such as burglaries and frameups, while trying to avoid detection by guards and automated security.",https://images.launchbox-app.com/12c45386-2efa-4138-8f09-dc033d20dab8.jpg
Monkey Island 2: LeChuck's Revenge,1991-12-02,4.35,N/A,Adventure - Point-and-Click,"Monkey Island 2: LeChuck's Revenge (also known simply as Monkey Island 2) is an adventure game developed and published by LucasArts in 1991. It was the second game of the Monkey Island series, following The Secret of Monkey Island, and the sixth LucasArts game to use the SCUMM engine. It was the first game to use the iMUSE sound system.",https://images.launchbox-app.com/9a80746e-2833-4791-bb4f-bd32358a90da.jpg
Little Busters!,2007-07-27,4.35,N/A,Adventure - Visual Novel,"Little Busters! (リトルバスターズ! Ritoru Basutāzu!) is a Japanese visual novel developed by Key. It was released on July 27, 2007 for Windows PCs and is rated for all ages. Little Busters! is Key's sixth game, along with other titles such as Kanon, Air, and Clannad. An adult version of the game titled Little Busters! Ecstasy was released on July 25, 2008 for Windows, unlike Kanon and Air, which were first released with adult content and then had later versions with such content removed. Ecstasy was later ported to the PlayStation 2, PlayStation Portable, PlayStation Vita, and PlayStation 3. An English version for Windows was released on Steam in 2017. The story follows the life of Riki Naoe, a high school student who has been a member of a group of friends named the Little Busters since childhood. Riki brings multiple girls at his school into the Little Busters to have enough people to play a baseball game.",https://images.launchbox-app.com/0a48968a-0b27-4636-9683-f70693493d19.jpg
