title,released,gf_score,metascore,genre,description,cover_art_url
Pokemon X,2013-10-12,4.4,87,Role Playing - Trainer,"A breathtaking 3D world awaits as you begin your adventure in Pokémon X, exclusively on Nintendo 3DS. Journey to the Kalos Region, a land steeped in mystery, as you take your first steps into the next evolution of Pokémon and choose from three newly discovered starter Pokémon!",https://i.postimg.cc/Dw9Msfdp/263361-front.jpg
Pokemon Y,2013-10-12,4.35,88,Role Playing - Trainer,"A breathtaking 3D world awaits as you begin your adventure in Pokémon Y, exclusively on Nintendo 3DS. Journey to the Kalos Region, a land steeped in mystery, as you take your first steps into the next evolution of Pokémon and choose from three newly discovered starter Pokémon!",https://i.postimg.cc/Px9g6bmh/263367-front.jpg
Professor Layton and the Azran Legacy,2014-02-28,4.21,81,Puzzle,"The third game in the second Professor Layton trilogy, Professor Layton and the Azran Legacy, includes more than 500 puzzles and is scheduled for a 2014 launch.",https://i.postimg.cc/d37yFFkr/247800-front.jpg
Professor Layton and the Miracle Mask,2012-10-28,4.13,82,Puzzle,"Professor Layton's first adventure on the Nintendo 3DS system takes him to the colorful city of Monte d'Or, where he must stop a mysterious man from wreaking havoc with the powerful Mask of Chaos.",https://i.postimg.cc/tRZ3L00p/078f6249-75ef-4a06-87ce-3769a2aa682a.jpg
Rune Factory 4,2013-10-1,4.46,78,Role Playing - Action RPG,"Rune Factory 4 marks the return of the popular Harvest Moon spinoff that combines farming with dungeon adventuring. For the first time in the series, the player can select to play as a male or female hero, and potential suitors of either gender are also available in order to pursue love, marriage, and possibly a child.",https://i.postimg.cc/PqC7c3Tc/197416-front.jpg
Shovel Knight,2014-06-26,4.36,90,Action - Platformer 2D,"Shovel Knight is a sweeping classic action adventure game with awesome gameplay, memorable characters, and an 8-bit retro aesthetic. It's a hot mashup of new and old! You play as the eponymous Shovel Knight, a small knight with a huge quest.",https://i.postimg.cc/50CLZvHb/577369-front.jpg
Super Mario 3D Land,2011-11-13,4.12,90,Action - Platformer 3D,"Past Mario games have let the blue-suspendered hero roam around fully rendered 3D landscapes. Now, for the first time, players can see true depth of their environment without the need for special glasses. Super Mario is a 3D evolution of classic Mario platforming featuring new level designs and challenges.",https://i.postimg.cc/Y0tNY097/180329-front.jpg
Super Smash Bros for Nintendo DS,2014-10-03,4.33,85,Action - Fighting - 2D,"Super Smash Bros. for Nintendo 3DS is the first portable entry in the renowned series, in which game worlds collide. Up to four players battle each other locally or online using some of Nintendos most well-known and iconic characters.",https://i.postimg.cc/ZRQZyBjB/194716-front.jpgcover_art_url
The Legend of Zelda: Majora's Mask 3D,2015-02-13,4.44,89,Action Adventure,"The world will end in three days. Can you stop the apocalypse in time? A twisted Skull Kid will destroy the world in three days by sending the moon crashing down. To stop him, Link must collect powerful masks and relive those final days in many unexpected ways.",https://i.postimg.cc/wTZVb64X/85d4f9aa-f5a2-4439-93b7-3582a6043434.jpg
Zero Escape: Virtue's Last Reward,2012-10-23,4.43,88,Adventure - Visual Novel,"You thought you'd defeated the Nonary Game, but now it's back, and more deadly than ever. It'll take cunning, skill, and more than a little luck to escape alive, but do you really have a choice?",https://i.postimg.cc/w381LbFm/204024-front.jpg
