title,released,gf_score,metascore,genre,description,cover_art_url
Kenseiden,1988,3.78,N/A,Action - Platformer - 2D,"Kenseiden (剣聖伝, literally ""Sword Saint Legend"" or ""Legend of the Swordmaster"", also translated as ""Summoning of the Sacred Sword"") is an action role-playing video game developed and published by Sega for the Master System. It was released in 1988",https://images.launchbox-app.com/d8bf2a77-7686-45db-8970-2ea95de8a4df.jpg
Master of Darkness,1992,3.78,N/A,Action - Platformer - 2D,"Master of Darkness (released as In the Wake of Vampire in Japan and Vampire: Master of Darkness in the US), is a video game published by Sega and released for the Game Gear and the Master System. It was developed by SIMS.",https://images.launchbox-app.com/98cd3d17-2ff5-4e54-90ae-8a42fcac90e3.jpg
Ninja Gaiden,1992,3.77,N/A, Action - Platformer - 2D,"Ninja Gaiden (NINJA 外伝) is a series of video games by Tecmo featuring the ninja Ryu Hayabusa as its protagonist. The series was originally known as Ninja Ryukenden (忍者龍剣伝 Ninja Ryūkenden, ""Legend of the Ninja Dragon Sword"") in Japan. The word ""gaiden"" in the North American Ninja Gaiden title means ""side-story"" in Japanese, though the Ninja Gaiden series is not a spinoff of a previous series. The original arcade version, first two Nintendo Entertainment System games and Game Boy game were released as Shadow Warriors in PAL regions.",https://images.launchbox-app.com/bc284a09-b5ae-4c6e-8817-d9300cf63497.jpg
Sonic the Hedgehog 2,2008-12-08,3.77,N/A, Action - Platformer - 2D,"Sonic the Hedgehog 2 is a platform game developed and published by Sega for the Sega Genesis console, released worldwide in November 1992. It is the second main entry in the Sonic the Hedgehog series, and introduced Sonic's sidekick, Miles ""Tails"" Prower, controllable by a second player. In the story, Sonic and Tails must stop series antagonist Dr. Ivo Robotnik from stealing the Chaos Emeralds to power his space station, the Death Egg.",https://images.launchbox-app.com/cf1a5a30-ef33-499d-a380-adabb7d24c50.jpg
Alex Kidd in Miracle World,1986,3.77,N/A,Action - Platformer - 2D,"Alex Kidd in Miracle World is a platform game for the Master System. It was first released in Japan on November 1, 1986, and then internationally in 1987. It was arguably the most widely known game in the Alex Kidd series, due to it being built into many Master System and Master System II consoles. As a result of being built-in, the cartridge-based version of the game is now one of the rarest Master System titles.",https://images.launchbox-app.com/e9a25f89-4489-48db-a4d1-ed95fbeaef07.jpg
Ghouls 'n Ghosts,1990,3.7,N/A,Action - Platformer - 2D,"Ghouls 'n Ghosts (Japanese: 大魔界村 Hepburn: Daimakaimura, lit. Great Demon World Village) is a side-scrolling platform game developed by Capcom and released as an arcade game in 1988, and subsequently ported to a number of other platforms. It is the sequel to Ghosts 'n Goblins and the second game in the Ghosts 'n Goblins series.",https://images.launchbox-app.com/98032fa8-e103-4710-bf9e-3442fadc0c44.jpg
Golden Axe Warrior,1991,3.7,N/A, Role-Playing - Action RPG,"Golden Axe Warrior is an action-adventure game, developed and published by Sega. It was released on the Master System in 1991 as a spin-off of the popular Golden Axe video game series. The game follows a young warrior who tries to avenge the death of his parents by exploring ten labyrinths, collecting nine missing crystals and battling with the evil tyrant Death Adder. Players must cross a large world, fight enemies, seek mysterious labyrinths, fight bosses, and obtain the crystals that are guarded by many monsters. All the playable characters from the original Golden Axe make cameo appearances.",https://images.launchbox-app.com/5c9f4300-aabb-4356-a85e-f790d322d0a1.jpg
Alex Kidd in Shinobi World,1990,3.69,N/A,Action - Platformer - 2D,"Alex Kidd in Shinobi World is a side-scrolling action game produced by Sega that was originally released for the Master System in 1990 and later re-released for the Wii Virtual Console in 2009. Developed in Japan, it was released for the overseas market (North America, Europe and Brazil). The game stars Alex Kidd in a parody version of Sega's ninja-themed action game Shinobi, where Alex Kidd fights against caricatures of many of the enemies from Shinobi.",https://images.launchbox-app.com/eeec7a24-b727-4ae4-8000-a629e09608e4.jpg
Golvellius: Valley of Doom,1990,3.67,N/A,Action - Platformer - 2D,"Maou Golvellius (魔王ゴルベリアス, lit. ""Devil Golvellius"") is an action adventure video game for the Japanese MSX home computer system. It was developed by Compile and released in 1987",https://images.launchbox-app.com/3eefbf89-3035-46cf-b143-c0f8944d7da5.jpg
Donald Duck: The Lucky Dime Caper,1991,3.67,N/A,Action - Platformer - 2D,"The Lucky Dime Caper starring Donald Duck, released in Japan as Donald Duck no Lucky Dime (ドナルドダックのラッキーダイム), is a platform game released for Master System and Game Gear in 1991. It features Donald Duck as the main character. Working titles for the game were ""Duck Tales"" and ""Donald Duck"". A sequel to Lucky Dime Caper, Deep Duck Trouble, also featuring Donald Duck, was released for Master System and Game Gear in 1993",
Fantasy Zone II: The Tears of Opa-Opa,1986,3.65,N/A,Action - Shooter - Shoot-'Em-Up - Horizontal,"Fantasy Zone (ファンタジーゾーン Fantajī Zōn) is a 1985 arcade game by Sega, but released internationally on March 28, 1986, and the first game in the Fantasy Zone series. It was later ported to a wide variety of consoles, including the Sega Master System. The player controls a sentient spaceship named Opa-Opa who fights an enemy invasion in the titular group of planets. The game contains a number of features atypical of the traditional scrolling shooter. The main character, Opa-Opa, is sometimes referred to as Sega's first mascot character.",https://images.launchbox-app.com/966e5fc8-a3ec-4d55-9dec-ca059315cbc2.jpg
Shinobi,1988,3.64,N/A, Action - Platformer - 2D,"Shinobi (忍) is a side-scrolling action game produced by Sega originally released for the arcades in 1987. In Shinobi, the player controls a modern-day ninja named Joe Musashi who has to stop a terrorist organization named Zeed who are kidnapping his students of his clan. Shinobi was later adapted by Sega to their Master System game console, followed by licensed conversions for other platforms such as the Nintendo Entertainment System, PC Engine, and various home computers, as well as downloadable emulated versions of the original arcade game for the Wii and Xbox 360. The success of Shinobi inspired the development of various sequels and spin-offs of the Shinobi series",https://images.launchbox-app.com/9eeda119-d9b1-41c8-85d1-1719319c7706.jpg
Donald Duck: Deep Duck Trouble,1993,3.61,N/A,Action - Platformer - 2D,"Deep Duck Trouble Starring Donald Duck, released in Japan as Donald Duck no 4tsu no Hihō (ドナルドダックの4つの秘宝), is a Sega Master System and Sega Game Gear title originally released in 1993. It is a Disney-licensed game developed by Sega",
Psycho Fox,1989,3.6,N/A,Action - Platformer - 2D,"Psycho Fox is a video game published by Sega for the Master System in 1989. In Brazil, Tectoy released the game as Sapo Xulé: Os Invasores do Brejo (translated as ""Xulé Frog: Invaders of the Swamp""), in which Psycho Fox and his friends were replaced by Sapo Xulé (a Brazilian comic frog character), a pig, a turtle and a mouse.",https://images.launchbox-app.com/bdd0b1b8-81d2-4198-8643-07699156dc68.jpg
Disney's Aladdin,1994,3.58,N/A,Action - Platformer - 2D,"Aladdin is a Disney media franchise comprising a film series and additional media. It began with the 1992 American animated feature of the same name, which was based on the tale of the same name, and was directed by Ron Clements and John Musker. The success of the film led to two direct-to-video sequels, a television series (which had a crossover episode with Hercules: The Animated Series), a Broadway musical, a live-action film adaptation, various rides and themed areas in Disney's theme parks, several video games, and merchandise, among other related works. The franchise as a whole has EGOT-ed, meaning it has won the four biggest awards of American show business: the Emmy, Grammy, Oscar and Tony Awards",https://images.launchbox-app.com/f3a9b016-0205-44fe-8a33-8feffba3c778.jpg
Spellcaster,1905-06-11,3.55,N/A,Role-Playing - Action RPG,"SpellCaster is a Sega Master System video game that stars a character named Kane. This game was known in Japan as Kujaku Ō (孔雀王 Peacock King) and in South America as Warrior Quest. It had a sequel, Mystic Defender",https://images.launchbox-app.com/64cfcbe9-95fd-4685-bfac-ae0344163d39.jpg
Sonic the Hedgehog Chaos,2009-02-02,3.54,N/A,Action - Platformer - 2D,"Sonic Chaos is a platform game developed by Aspect and published by Sega. The game was released for the Master System in October 1993, and for the Game Gear the following month. The Game Gear version was re-released in 2003 as a hidden game in Sonic Adventure DX for the GameCube and Windows and as an included game in Sonic Mega Collection Plus on the PlayStation 2, Xbox and PC. In 2009, the Master System version was released on the Virtual Console",https://images.launchbox-app.com/054aebc3-c692-4fcf-a562-e72336b299ca.jpg
Streets of Rage,1993,3.53,N/A,Action - Beat-'Em-Up - 2D,"Streets of Rage is a series of side-scrolling beat 'em up video games, centering on the efforts of several heroes trying to rid a city from the rule of a crime syndicate. The original trilogy of games were developed and published by Sega for the Sega Genesis in the 1990s, and have since been ported and re-released on various platforms. A fourth entry in the series is being developed by DotEmu, Lizardcube, and Guard Crush Games.",https://images.launchbox-app.com/c2420244-cde3-4259-9674-cf7eb3abd8b5.jpg
Double Dragon,1988,3.52,N/A,Action - Beat-'Em-Up - 2D,"Double Dragon (ダブルドラゴン Daburu Doragon) is a beat 'em up video game series initially developed by Technōs Japan and released as an arcade game in 1987. The series stars twin martial artists, Billy and Jimmy Lee, as they fight against various adversaries and rivals. Due to the popularity of the game series, an animated series and live-action film adaptation have also been produced",https://images.launchbox-app.com/0ee87ec9-1a6e-414e-82ee-b405ea161f7a.jpg
Black Belt,1986,3.52,N/A,Action - Beat-'Em-Up - 2D,"Black Belt is a side-scrolling single-plane beat 'em up game released for the Master System in 1986. It is a localization of the Japanese Mark III game, Hokuto no Ken (北斗の拳), based on the manga and anime series of the same name (which would later be published as Fist of the North Star in English). The export version was released without the Hokuto no Ken license, forcing graphic alterations to the game. Black Belt was one of programmer Yuji Naka's early games prior to his involvement in Sonic the Hedgehog.",https://images.launchbox-app.com/122674f8-7ffa-49ce-be5c-6c115a0ecc18.jpg
Gangster Town,1987,3.42,N/A,Action - Shooter - Light Gun,Gangster Town is a light gun game developed for the Sega Master System that was released in 1987. It is set in a great American city overtaken with crime during the 1920s. You are an FBI agent armed with a machine gun and courage. Your goal is to rid the town of thugs,https://images.launchbox-app.com/a5a458b8-d2ba-4384-b010-f4f3e50230ef.jpg
Hang On & Safari Hunt,1986,3.46,N/A,Miscellaneous - Compilation,"Marksman Shooting & Trap Shooting is a light gun shooter compilation game released for Sega Master System in North America in 1986. A third game, Safari Hunt, was included in the European version, retitled Marksman Shooting / Trap Shooting / Safari Hunt. Safari Hunt was also bundled with Hang-On as part of another multicart and also as a built-in game in Version 2.4 of the Master System BIOS.",
Rastan,1988,3.44,N/A,Action - Beat-'Em-Up - 2D,"Rastan Saga (ラスタンサーガ), released as Rastan outside of Japan, is a fantasy-themed side-scrolling action game originally released for the arcades in 1987 by Taito and later ported to various platforms. The player controls a barbarian warrior who has embarked on a quest to slay a dragon. While on his way to the dragon's lair, Rastan must fight hordes of enemy monsters based on mythical creatures such as chimeras and harpies.",https://images.launchbox-app.com/23dd3764-f7ea-4ddd-8dc5-1d27185817f2.jpg
OutRun,1987,3.43,N/A, Racing - Arcade - Automobile,"Out Run (also stylized as OutRun) is an arcade game released by Sega in September 1986. It is known for its pioneering hardware and graphics and innovative features such as nonlinear gameplay and a selectable soundtrack with music composed by Hiroshi Kawaguchi. Designed as a racing game where the goal is to avoid traffic and reach one of five destinations, Out Run was set up for players to enjoy the experience of driving.",https://images.launchbox-app.com/e98fd3bb-f133-480f-8608-33573dad6c33.jpg
Space Harrier,1987,3.39,N/A,Action - Shooter - Rail,"Space Harrier (Japanese: スペースハリアー Hepburn: Supēsu Hariā) is a third-person rail shooter developed by Sega Enterprises and released in December 1985. Originally conceived as a realistic military-themed game played in the third-person perspective and featuring a player-controlled fighter jet, technical and memory restrictions resulted in Sega developer Yu Suzuki redesigning it around a jet-propelled human character in a fantasy setting. With an analog flight stick and a cockpit-style cabinet that tilted and rolled during play, it was advertised by Sega as a taikan (""body sensation"") arcade game.",https://images.launchbox-app.com/0e430912-ca2b-48ab-8937-429708787ee9.jpg
Wonder Boy,1987,3.39,N/A,Action - Platformer - 2D,"The Wonder Boy (ワンダーボーイ Wandā Bōi) series, also known as the Monster World (モンスターワールド Monsutā Wārudo) series, is a franchise of video games published by Sega and developed by Westone Bit Entertainment (formerly Escape). Beginning with the original Wonder Boy arcade game released in 1986, the game has spawned several sequels released for arcade, Master System, and Sega Genesis, as well as two compilation titles and two remakes by other developers. Several titles have been ported to other consoles by different publishers under different names, most notably Hudson Soft's Adventure Island adaptation of the original game. The main character ""Wonder Boy"" was named Book by the developer and Tom-Tom by Sega for overseas editions.",https://images.launchbox-app.com/3a0b40c4-229e-4f4b-9c3b-a8e2c03c516a.jpg
California Games,1905-06-11,3.38,N/A,Sports - Individual - Athletics,"California Games is a 1987 Epyx sports video game originally released for the Apple II and Commodore 64 and ported to other home computers and video game consoles. Branching from their popular Summer Games and Winter Games series, this game consists of a collection of outdoor sports purportedly popular in California. The game was successful for Epyx and spawned a sequel.",https://images.launchbox-app.com/8b9799b8-b70c-4147-a88f-f82715c26498.jpg
Miracle Warriors: Seal of the Dark Lord,1988-01-31,3.37,N/A, Role-Playing - Western-Style,"Miracle Warriors: Seal of the Dark Lord, known as Haja no Fūin (覇邪の封印, lit. Seal of the Dark Lord) in Japan, is a role-playing video game released initially on the Japanese PC-88 and then ported to various other systems, including a Sega Master System version which was released in North America.",https://images.launchbox-app.com/7ea3a1e4-290c-4d9f-9868-ed0994811562.jpg
Batman Returns,1993,3.35,N/A,Action - Beat-'Em-Up - 2D,"Batman Returns is a beat 'em up video game for various platforms based on the film of the same name. The Sega console versions (i.e. Sega Genesis/Mega Drive, Sega CD/Mega-CD, Master System and Game Gear) were published by Sega while the NES and Super NES versions were developed and published by Konami. The MS-DOS version was published by Konami and developed by Spirit of Discovery. The Amiga version was developed by Denton Designs, and also published by Konami. There is also a Lynx version, published by Atari Corporation.",https://images.launchbox-app.com/44e35949-34a1-42f0-9011-16d45555e2ba.jpg
World Grand Prix,1986,3.34,N/A,Racing - Arcade - Automobile,"World Grand Prix (ザ・サーキット, ""The Circuit"") is a racing video game released for the Master System in 1986. During the course of the game, the player uses a Formula One style car. He or she has to drive the car as quickly as possible while navigating through turns and other vehicles on the road. A formal scoring system is not used; players are not ranked by position unlike most racing games. This kind of timekeeping would not be used in a subsequent video game until the release of the Taito Grand Prix: Eikō e no License on the Family Computer the following yea",https://images.launchbox-app.com/4d82d790-05e2-4eb8-96dd-a46b9094b75c.jpg
Astro Warrior,1986,3.33,N/A,"
Action - Shooter - Shoot-'Em-Up - Vertical
","Astro Warrior (アストロウォリアー Asutoro Uoriā) is a shoot 'em up video game developed and manufactured by Sega for the Master System in 1986. Set in space, the player flies a spaceship shooting enemies and collecting power-ups to reach the mother ship of an invasion force. Reception was mixed, with critics criticising the generic nature and lack of variety, and others praising the graphics. The game was re-released on the Hang-On / Astro Warrior compilation in North America, and the Astro Warrior / Pit Pot compilation in Europe. In 1996, Tec Toy re-released the game in Brazil as Sapo Xulé: SOS Lagoa Poluída, and based it on a Brazilian 1980s toy. This version was also released in Portugal.",https://images.launchbox-app.com/e349caac-303f-47f7-8748-9e2c55a5e3ba.jpg
Choplifter,1986,3.3,N/A,Action - Shooter - Shoot-'Em-Up - Horizontal,"Choplifter (stylized as Choplifter!) is a 1982 Apple II game developed by Dan Gorlin and published by Brøderbund. It was ported to Atari 5200, Atari 8-bit family, ColecoVision, Commodore 64, Commodore VIC-20, MSX and Thomson computers. Graphically enhanced versions for the Atari 8-bit family and Atari 7800 were published in 1988 by Atari Corporation.",https://images.launchbox-app.com/dbdd44ab-2366-4600-9f80-9ecfa0528551.jpg
Hang On & Safari Hunt,1985,3.28,N/A, Racing - Arcade - Automobile,"Marksman Shooting & Trap Shooting is a light gun shooter compilation game released for Sega Master System in North America in 1986. A third game, Safari Hunt, was included in the European version, retitled Marksman Shooting / Trap Shooting / Safari Hunt. Safari Hunt was also bundled with Hang-On as part of another multicart and also as a built-in game in Version 2.4 of the Master System BIOS.",
Taz-Mania,1993,3.28,N/A,Action - Platformer - 2D,"Taz-Mania is an American cartoon sitcom produced by Warner Bros. Animation from 1991 to 1995, broadcast in the United States on Fox. The show follows the adventures of the ""Looney Tunes"" character Taz (The Tasmanian Devil) in the fictional land of Tazmania (based on Tasmania)",https://images.launchbox-app.com/3de7e1b4-06ea-4efb-bd0a-4d7616f2bb6d.jpg
The Ninja,1987,3.28,N/A,Action - Shooter - Shoot-'Em-Up - Top-Down,"Ninja, also known as Ultimate Ninja, is a common playground game, where the objective is to take turns swiping at the opponent's hands to eliminate them. The name originates from the feudal Japanese assassin. It is commonly played at meet-ups and conventions.",https://images.launchbox-app.com/427f3a44-a81c-4896-8299-a277be73828b.jpg
Fantasy Zone: The Maze,1988,3.26,N/A,Action - Arcade,"Fantasy Zone (ファンタジーゾーン Fantajī Zōn) is a 1985 arcade game by Sega, but released internationally on March 28, 1986, and the first game in the Fantasy Zone series. It was later ported to a wide variety of consoles, including the Sega Master System. The player controls a sentient spaceship named Opa-Opa who fights an enemy invasion in the titular group of planets. The game contains a number of features atypical of the traditional scrolling shooter. The main character, Opa-Opa, is sometimes referred to as Sega's first mascot character",https://images.launchbox-app.com/73774ef0-0d06-4d98-bfd4-bb2b596bba5d.jpg
Enduro Racer,1987,3.25,N/A,Racing - Arcade - Other,"Enduro Racer (エンデューロレーサー) is an arcade game from Sega. It was released in 1986 with either a stand up cabinet with handlebars or a full-sized dirt bike on the cabinet itself. Many people see it as essentially the dirt version of Hang-On, as it uses a similar engine and PCB",https://images.launchbox-app.com/025a09bd-fe93-4486-afb7-72d8f6ed9657.jpg
Rampage,1988,3.23,N/A,Action - Arcade,Rampage is a 1986 arcade game by Bally Midway. Players take control of gigantic monsters trying to survive against onslaughts of military forces. Each round is completed when a particular city is completely reduced to rubble. Warner Bros. currently owns all rights to the property via their purchase of Midway Games,https://images.launchbox-app.com/024d4b77-aa84-4040-99af-07093de2f7a6.jpg
Golden Axe,1989,3.19,N/A,Action - Beat-'Em-Up - 2D,"Golden Axe (ゴールデンアックス Gōruden Akkusu) is a series of side-scrolling, beat 'em up, arcade video games developed by Sega. The series takes place in a medieval-fantasy world where several heroes have the task of recovering the legendary Golden Axe, the mainstay element of the series.",https://images.launchbox-app.com/baa06495-bc65-4ece-8225-bdf4b635f299.jpg
Rambo: First Blood Part II,1986,3.19,N/A,Action - Shooter - Shoot-'Em-Up - Top-Down,"Rambo: First Blood Part II (also known as Rambo II and First Blood II) is a 1985 American action thriller film directed by George P. Cosmatos and starring Sylvester Stallone, who reprises his role as Vietnam veteran John Rambo. It is the sequel to the 1982 film First Blood, and the second installment in the Rambo franchise. Picking up where the first film left, the sequel is set in the context of the Vietnam War POW/MIA issue; it sees Rambo released from prison by federal order to document the possible existence of POWs in Vietnam, under the belief that he will find nothing, thus enabling the government to sweep the issue under the rug. In addition to Stallone, Richard Crenna reprises his role as Col. Samuel Trautman, with Charles Napier, Steven Berkoff, Julia Nickson, Martin Kove, George Cheung, and Andy Wood also included in the cast.",https://images.launchbox-app.com/4de56c9d-88b5-4a9e-a56f-87ab3270a48b.jpg
After Burner,1988,3.18,N/A,Simulation - Flight - Combat,"After Burner (アフターバーナー Afutā Bānā) is a 1987 combat flight simulator arcade game designed by Yu Suzuki for Sega AM2. The player flies an F-14 (with moving seat, in some installations) using a specialized joystick. The game spawned several sequels.",https://images.launchbox-app.com/4cbf7232-466d-4d89-a89d-1b4c694a1dbc.jpg
Alien Syndrome,1988,3.14,N/A,Action - Shooter - Shoot-'Em-Up - Top-Down,Alien Syndrome (エイリアンシンドローム Eirian Shindorōmu) is a run and gun game developed by Sega and released in arcades in 1987.,https://images.launchbox-app.com/008f0b01-ed1b-4bc7-9c11-425533ab6a73.jpg
Global Defense,1987,3.1,N/A,Action - Shooter - Shoot-'Em-Up - Top-Down,"Global Defence Force, known in Japan as Earth Defense Force 2, is a PlayStation 2 third-person shooter video game developed by Sandlot. The game was originally published as The Chikyū Bōeigun 2 in Japan by D3 Publisher, as volume 81 of the Simple 2000 series of budget games. It was later released in Europe by Essential Games, the brand created by D3 Publisher to publish Simple 2000 series games in Europe.",https://images.launchbox-app.com/e13ed4f3-ca4f-48f4-be90-34e3c59eaeb8.jpg
Michael Jackson's Moonwalker,1989,3.07,N/A,Action - Platformer - 2D,"Michael Jackson's Moonwalker is the name of several video games based on the 1988 Michael Jackson film Moonwalker. U.S. Gold published various games for home computers, released in 1989, while Sega developed two similarly themed beat 'em up video games in 1990; one released for arcades and another released for the Mega Drive/Genesis and Master System. Each of the games' stories loosely follow the story of the film, in which Michael Jackson must rescue kidnapped children from the evil Mr. Big, and incorporate synthesized versions of some of the musician's songs.",https://images.launchbox-app.com/a03716c4-4263-471a-98cc-5a399c16b332.jpg
Aztec Adventure,1988,3.06,N/A,Action Adventure - General,"Aztec Adventure, known in Japan as Nazca '88: The Golden Road to Paradise (ナスカ '88 -THE GOLDEN ROAD TO PARADISE-), an action video game that was developed and published by Sega for the Sega Master System.",https://images.launchbox-app.com/9b6de620-9e75-435f-9448-c8f2e705ca0f.jpg
