title,released,gf_score,metascore,genre,description,cover_art_url
Alias,2004-04-05,,71,Stealth Action,"Step into the world of super-spy Sydney Bristow in this action-stealth game based on the hit TV series. Master the art of espionage as you infiltrate enemy strongholds, using disguises and aliases to blend in before striking. Employ an arsenal of high-tech gadgets, from lock picks to explosive devices, while executing acrobatic takedowns and engaging in intense hand-to-hand combat. Switch between stealth and action as missions demand - sneak past guards using shadows and distractions, or engage in thrilling shootouts when cover is blown. Experience original storylines that expand the Alias universe, featuring voice acting from the show's cast including Jennifer Garner. Complete objectives across exotic global locations from casinos to military bases, gathering intel and preventing terrorist threats.",https://images.launchbox-app.com/2db5a1c2-a6b6-41d1-81d6-dab971e7d274.jpg
Alien Hominid,2004-11-16,,73,Shooter,"Blast through waves of FBI agents in this hand-drawn side-scrolling shooter that started as a Flash phenomenon. As a yellow alien whose UFO has crash-landed on Earth, fight your way through sixteen intense levels using an arsenal of weapons, from blasters to grenades. Master the art of biting off enemy heads, digging underground to ambush foes, and riding on the shoulders of terrified humans. The distinctive art style by Dan Paladin brings every frame to life with fluid animation and explosive visual effects. Team up with a friend in local co-op to double the chaos, or test your skills in challenging mini-games between missions. With its frantic gameplay, screen-filling boss battles, and relentless action that rewards quick reflexes and pattern recognition, Alien Hominid delivers pure arcade mayhem with a twisted sense of humor.",https://images.launchbox-app.com/7895dae5-6450-47d2-b655-618804f8ae9a.jpg
Aliens Versus Predator: Extinction,2003-07-30,,64,RTS,"Aliens Versus Predator: Extinction delivers an intense real-time strategy experience where three iconic species clash for galactic supremacy. Command the Colonial Marines with advanced weaponry and tactical firepower, unleash the Alien swarm's overwhelming numbers and biological evolution, or lead the Predator clans with stealth technology and honor-bound warfare. Each faction offers completely unique units, abilities, and playstyles across 21 single-player missions. Harvest resources, upgrade your forces, and adapt your strategy as battles rage across diverse alien worlds. No base building here - focus purely on tactical combat and unit management. Experience the ultimate sci-fi showdown where survival depends on mastering your chosen species' strengths.",https://images.launchbox-app.com/389c88af-499f-4c4d-8aff-d2eb6e888436.jpg
All-Star Baseball 2003,2002-02-25,,78,Sports,"Step up to the plate in All-Star Baseball 2003, featuring authentic MLB rosters and stadiums from the 2002 season. Master the innovative Pitcher/Batter Interface that brings strategic depth to every at-bat, reading your opponent's tendencies while protecting your own weaknesses. Create custom players, manage franchises across multiple seasons, or relive baseball history with over 20 legendary teams. The game's refined batting system rewards timing and pitch recognition, while advanced fielding controls let you make spectacular defensive plays. With detailed player stats, realistic ball physics, and dynamic commentary from Thom Brennaman and Steve Lyons, experience America's pastime at its finest on Xbox.",https://images.launchbox-app.com/357edc7f-03a3-4868-a6fc-3d1a0239747d.jpg
Alter Echo,2003-08-19,,66,Action,"In Alter Echo, you are Nevin, a young psychic warrior who must stop his corrupted mentor from enslaving humanity. Harness the revolutionary EchoPlast suit that lets you morph between three powerful combat forms on the fly. Transform into the agile Sword form for lightning-fast melee attacks, shift to Gun form for devastating ranged combat, or become the massive Stealth form to crush enemies with raw power. Navigate surreal organic environments that pulse with alien life as you master the unique Time Dilation system, freezing moments to unleash spectacular combo attacks. Solve environmental puzzles using your shape-shifting abilities while battling bizarre creatures in this ambitious fusion of action and strategy. With its distinctive bio-mechanical art style and innovative form-switching mechanics, Alter Echo delivers a singular sci-fi adventure that pushes the boundaries of action gaming.",https://images.launchbox-app.com/a528250b-dbfb-4f0a-af3f-a513c82e4fa3.jpg
America's Army: Rise of a Soldier,2005-11-17,,74,Shooter,"Experience authentic U.S. Army combat as you rise from recruit to elite soldier in this tactical military shooter. Lead your fireteam through intense missions across diverse battlefields, from desert operations to urban warfare. Every decision matters as you command AI squadmates using real Army tactics and protocols. Master the Army's actual weapons and equipment while earning promotions through the ranks. The game emphasizes teamwork, strategic planning, and adherence to the Rules of Engagement over run-and-gun action. Complete Basic Training to learn core combat skills, then deploy to hotspots around the globe. Your leadership and tactical choices directly impact mission success and soldier morale in this realistic military experience.",https://images.launchbox-app.com/cfda498a-b576-414f-acfd-eb35670ccbde.jpg
American Chopper,2004-12-03,,36,Racing,"Build the ultimate custom motorcycle in this high-octane racing and building game based on the hit Discovery Channel series. Design choppers from the ground up using authentic OCC parts and blueprints, then take your creations to the streets in intense racing challenges. Experience the drama and intensity of the Teutul family workshop as you complete customer orders under tight deadlines. Master welding, fabrication, and assembly through engaging mini-games while managing your crew and resources. Race your custom bikes against rivals across diverse tracks from city streets to desert highways. Unlock legendary OCC designs, rare parts, and exclusive content as you build your reputation. With realistic physics, stunning bike customization, and the authentic American Chopper atmosphere, create dream machines that look as good as they ride.",https://images.launchbox-app.com/5ff9df2d-4811-4fde-994a-393157d99a6e.jpg
Amped: Freestyle Snowboarding,2001-11-15,,78,Sports,"Experience the ultimate freestyle snowboarding rush as you carve through massive mountain ranges in search of the perfect run. Amped delivers an innovative open-mountain design that lets you explore vast terrains without boundaries, choosing your own path down the slopes. Pull off insane tricks and combos using the intuitive control system that captures the flow and style of real snowboarding. Build your reputation by impressing photographers and sponsors scattered across the mountains, unlocking new gear and secret areas. With dynamic weather conditions and multiple mountains to conquer, each run offers fresh challenges and opportunities to express your unique riding style.",https://images.launchbox-app.com/63639f69-4c72-417a-8452-c9973dd51524.jpg
Amped 2,2003-10-28,,85,Sports,"Hit the slopes in this groundbreaking snowboarding sequel that revolutionizes freestyle riding. Carve through massive open mountains across real-world locations from Laax to Mt. Hood, each offering unique terrain and challenges. Master an innovative trick system with Style Points that reward creativity over repetition - link grabs, spins, and flips into endless combinations while the dynamic soundtrack adapts to your performance. Build your reputation through photoshoots and video sessions, customize your rider's appearance and gear from top brands, and explore freely without boundaries. With butter-smooth controls, realistic physics, and the freedom to ride anywhere from backcountry powder to terrain parks, Amped 2 delivers the ultimate snowboarding experience where style matters as much as skill.",https://images.launchbox-app.com/5281f98f-0210-49e5-a164-23878cf8bd97.jpg
AND 1 Streetball,2006-06-06,,60,Sports,"AND 1 Streetball brings the raw energy and attitude of street basketball to your Xbox. Create your own baller and rise through the ranks in the underground streetball scene, earning respect on legendary courts from Rucker Park to Venice Beach. The game features authentic AND 1 players and their signature moves, letting you pull off jaw-dropping tricks like the Boomerang, Helicopter, and Main Event. Master the innovative trick stick system to humiliate defenders with ankle-breaking crossovers and no-look passes. Build your reputation through Story Mode or jump into quick games with up to 4 players. With its hip-hop soundtrack, trash-talking commentary, and emphasis on style over traditional rules, AND 1 Streetball captures the essence of playground basketball where showing off is just as important as scoring.",https://images.launchbox-app.com/2dcfb69e-d6f7-48c2-ac03-3a37ac3fc2bb.jpg
APEX,2003-02-18,,73,Racing,"Build your own automotive empire from the ground up in this unique racing-meets-business simulation. Start with a single concept car and grow into a global manufacturer, designing vehicles that compete on street circuits worldwide. Every race is a showcase for your brand - winning boosts sales and unlocks new technologies. Balance R&D investment with marketing while managing multiple car lines from economy to supercar. The innovative dream mode lets you design custom cars from scratch. With 80 real manufacturers and dynamic market competition, APEX delivers racing with real consequences for your bottom line.",
Aquaman: Battle for Atlantis,2003-07-23,,27,Action,"Dive into the depths as DC's legendary hero in this underwater action-adventure! Battle through Atlantis and the seven seas, wielding Aquaman's incredible powers to defeat Black Manta and Ocean Master's evil forces. Execute devastating combo attacks, command marine life to aid your quest, and pilot the high-tech Battle Sub through treacherous waters. Switch between Aquaman and his fierce ally Mera, each with unique fighting styles and special abilities. Explore vibrant underwater kingdoms, solve ancient puzzles, and engage in epic boss battles that threaten the ocean's balance. From coral reefs to volcanic trenches, navigate stunning aquatic environments while mastering telepathic powers to summon sharks, whales, and other sea creatures. Fast-paced brawling meets exploration in this cel-shaded comic book adventure that brings the King of Atlantis to life!",https://images.launchbox-app.com/877d9768-bea5-4188-a000-a2bc4b1fa4b2.jpg
Area 51,2005-04-25,,75,Shooter,"Step into the boots of Ethan Cole, a HAZMAT specialist caught in a catastrophic alien outbreak at America's most secret military facility. This intense first-person shooter blends conspiracy theories with visceral combat as you battle through Area 51's compromised corridors. Wield both human military weapons and devastating alien technology while uncovering a government cover-up decades in the making. Experience the horror of mutating into an alien-human hybrid, gaining superhuman abilities at the cost of your humanity. Team up in squad-based combat with AI teammates or friends in multiplayer modes. Navigate through authentically recreated sections of the legendary base, from hangars housing recovered UFOs to underground laboratories conducting forbidden experiments. With voice acting from David Duchovny and Powers Boothe, Area 51 delivers a cinematic campaign that transforms from military shooter to survival horror as the alien threat evolves.",
Armed and Dangerous,2003-12-02,,78,Shooter,"Blast through a wild adventure as Roman, leader of the Lionhearts - a band of misfit thieves out to steal the Book of Rule from the evil King Forge. Armed and Dangerous delivers outrageous third-person shooting with the most insane weapons ever conceived. Wield the Land Shark Gun that launches ravenous sharks through solid ground, flip the world upside down with the Topsy-Turvy bomb, or unleash the planet-destroying Harbinger. Team up with a tea-obsessed robot, a mole-man demolitions expert, and a Scottish giant in this comedic action romp. Experience massive battles with hundreds of enemies, commandeer gun turrets, pilot jetpacks, and defend your pub hideout from waves of attackers. With its British humor, memorable characters, and arsenal of ridiculous weapons, this shooter turns genre conventions on their head.",https://images.launchbox-app.com/16f85f60-17eb-433d-a654-e8a5a16b1ecc.jpg
American Chopper 2: Full Throttle,2005-11-17,,52,Racing,"Build the ultimate custom motorcycle and hit the road in American Chopper 2: Full Throttle, where the famous Teutul family brings their legendary bike-building expertise to your console. Design and construct radical choppers from the ground up using authentic OCC parts and blueprints, then take your creations out for intense street races and stunt challenges across diverse environments. Experience the thrill of crafting unique bikes with hundreds of customization options including frames, engines, paint jobs, and chrome details. Race through city streets, desert highways, and mountain roads while pulling off insane stunts and competing in various game modes. The game captures the spirit of the hit TV show with the Teutuls' signature style and attitude, delivering both creative building mechanics and adrenaline-pumping racing action.",https://images.launchbox-app.com/ee7a2fe5-a41e-45ae-b599-41272dd9f77f.jpg
AMF Bowling 2004,2003-11-14,,63,Sports,"Step up to the lanes in AMF Bowling 2004, where authentic bowling action meets arcade excitement. Choose from diverse bowling alleys, each with unique atmospheres and lane conditions that affect your game. Create your custom bowler with detailed appearance options and develop their skills through career mode. Master realistic ball physics with adjustable spin, power, and angle controls for strikes and spares. Challenge friends in multiplayer tournaments or tackle solo championships across multiple difficulty levels. Special game modes include trick shot challenges and mini-games that test your precision. With responsive controls, dynamic pin physics, and professional commentary, AMF Bowling 2004 delivers the complete bowling experience from your couch.",https://images.launchbox-app.com/21dc64dc-85d8-46df-a04a-6835a88b55ca.jpg
AMF Xtreme Bowling,2006-06-21,,58,Sports,"AMF Xtreme Bowling transforms traditional bowling into an adrenaline-pumping arcade experience. Choose from diverse characters with unique bowling styles and compete across fantastical lanes that defy physics - from volcanic craters to frozen tundras. Master power-ups like explosive balls and lightning strikes that demolish pins in spectacular fashion. The game features multiple modes including tournament play, head-to-head battles, and trick shot challenges where creativity scores big. Customize your bowler's appearance and equipment while unlocking secret lanes and special balls. With responsive controls that make strikes satisfying and splits manageable, plus party modes supporting up to four players, AMF Xtreme Bowling delivers arcade bowling action that's accessible yet challenging. Turn up the music, unleash the power-ups, and experience bowling like never before.",https://images.launchbox-app.com/90b161e7-e742-409e-a1a5-b24bbc70d90b.jpg
Animaniacs: The Great Edgar Hunt,2005-08-23,,,Platformer,"Join Wakko, Yakko, and Dot in this hilarious 3D platforming adventure as they race to stop the evil King Salazar from using Edgar's powerful gems to take over the world! Explore five massive movie studio lots inspired by classic film genres - from spooky horror sets to wild west towns and prehistoric jungles. Master each Warner's unique abilities: Yakko's paddle ball grappling, Wakko's mallet mayhem, and Dot's charming powers to overcome obstacles and defeat enemies. Collect film canisters, solve puzzles, and unlock classic Animaniacs cartoon clips as rewards. With the trio's signature slapstick humor, witty one-liners, and fourth-wall breaking antics, every moment captures the beloved show's zany spirit in an action-packed gaming experience.",https://images.launchbox-app.com/a071f379-57f9-496d-a610-080ef3d32c8c.jpg
Antz Extreme Racing,2002-07-26,,54,Racing,"DreamWorks' neurotic ant Z races for glory in this insect-sized kart racer. Speed through environments from the film including Central Park, the colony tunnels, and Insectopia while dodging hazards like raindrops and human feet. Play as Z, Princess Bala, General Mandible and other movie characters, each with unique vehicles from leaf boats to beetle shells. Battle modes add combat to the racing with weapons like water balloons and sticky honey traps. While aimed at younger players, the game's creative track design and movie authenticity make it a decent entry in the crowded mascot racer genre.",https://images.launchbox-app.com/4059998f-c272-42a4-80f5-b0e1761358db.jpg
Arctic Thunder,2001-11-15,,70,Racing,"Race through frozen wastelands at breakneck speeds in Arctic Thunder, the extreme snowmobile racing game that takes winter sports to the edge. Tear across 12 treacherous tracks spanning everything from Himalayan peaks to Swiss Alps villages, each packed with deadly obstacles, massive jumps, and secret shortcuts. Choose from 10 unique riders and customize your sled with outrageous weapons and power-ups including atomic snowballs, proximity mines, and shield blasts. Battle through championship mode or go head-to-head in split-screen multiplayer mayhem. With arcade-style physics that let you pull off insane aerial tricks and boost pads that send you flying, Arctic Thunder delivers pure adrenaline-fueled racing action where anything goes and only the most aggressive riders survive the frozen fury.",https://images.launchbox-app.com/54c1514a-4aa5-4fac-bb3d-c2eb43609d1a.jpg
Arena Football,2006-02-07,,55,Sports,"Arena Football brings the hard-hitting indoor gridiron action to Xbox with all the intensity of the real AFL. Experience the unique 50-yard field with rebound nets that keep the ball in play, creating non-stop offensive shootouts. Control all 20 AFL teams with authentic rosters and playbooks designed for this high-scoring variant of football. The game features 8-on-8 gameplay where receivers can use the walls to their advantage, quarterbacks become dual threats, and defensive backs must cover multiple levels. Master the ironman rules where players handle both offense and defense. Engage in Season, Playoff, and Exhibition modes with full AFL presentation including team-specific entrances and arena atmospheres. Fast-paced arcade-style action meets strategic depth in this faithful recreation of arena football's explosive entertainment.",https://images.launchbox-app.com/63cb4d26-7c20-4a23-a1c3-7adfbdd757ca.jpg
Army Men: Major Malfunction,2006-03-28,,37,Shooter,"Join the Green Army in a hilarious action-adventure as Sarge battles through a malfunctioning toy world! When Major Malfunction's experimental portal device goes haywire, everyday household environments transform into epic battlefields. Navigate kitchen counters, backyard gardens, and basement workshops while fighting rogue Tan Army forces and bizarre hybrid enemies. Switch between classic plastic soldier combat and powerful Plastro Laser weapons. Team up with colorful allies like Vikki Grimm and Riff as you platform across oversized furniture, commandeer toy vehicles, and use household items as strategic cover. With its unique blend of third-person shooting, platforming puzzles, and tongue-in-cheek humor, this miniature war brings big laughs and explosive action to the timeless toy soldier universe.",https://images.launchbox-app.com/f78cb85b-104e-442b-8165-5008ea23164a.jpg
Army Men: Sarge's War,2004-07-20,,61,Shooter,"In Army Men: Sarge's War, lead the legendary green plastic soldier Sarge through a darker, grittier battlefield where the Tan Army has unleashed devastating weapons. Experience intense third-person combat across sprawling environments from backyards to beaches, wielding an arsenal of miniature military hardware including rifles, bazookas, flamethrowers, and grenades. Navigate through realistic household settings transformed into war zones, using everyday objects as cover and tactical advantages. Drive vehicles, command allied troops, and engage in brutal plastic warfare with enhanced graphics and destructible environments. This mature take on the Army Men franchise features a revenge-driven storyline as Sarge battles to avenge his fallen squad. With improved AI, strategic gameplay, and both single-player campaign and multiplayer modes, prepare for plastic combat that's never been more serious or explosive.",https://images.launchbox-app.com/886470a6-f0a8-4153-b43d-8703a9ef1d7b.jpg
Arx Fatalis,2003-12-23,,77,RPG,"Descend into the sprawling underground world of Arx Fatalis, where humanity has been forced to live in vast subterranean caverns after the sun vanished from the sky. Master an innovative gesture-based magic system where you draw runes in real-time to cast spells, combining elements for devastating effects. Explore interconnected levels filled with ancient secrets, deadly creatures, and rival factions vying for power. Craft weapons, brew potions, and cook food to survive the harsh depths. Your choices shape alliances with goblins, trolls, and other races as you uncover a sinister plot threatening all life underground. This immersive first-person RPG blends atmospheric dungeon crawling with dynamic combat and environmental puzzles in a richly detailed dark fantasy setting.",https://images.launchbox-app.com/22604b0e-16e8-4d9d-a942-fbc138cd9b09.jpg
Atari Anthology,2004-11-16,,75,Compilation,"Relive gaming's golden age with Atari Anthology, the ultimate collection featuring 85 classic arcade and Atari 2600 games. Experience legendary titles like Asteroids, Centipede, Missile Command, and Pong in their original glory or enhanced with updated graphics and sound. Navigate through an interactive 3D arcade gallery where each cabinet holds gaming history. Unlock bonus content including vintage commercials, game manuals, and developer interviews as you play. Challenge friends with multiplayer modes, compete for high scores, and discover hidden easter eggs throughout the collection. From paddle controllers to trackballs, authentic control schemes preserve the original feel while modern options provide accessibility. Whether you're a nostalgic veteran or curious newcomer, this comprehensive anthology delivers the definitive Atari experience with timeless gameplay that defined generations.",https://images.launchbox-app.com/b2239a45-a1bf-4f09-84d6-cacd6092cdb8.jpg
ATV: Quad Power Racing 2,2003-01-28,,71,Racing,"Rev up your engines and conquer extreme terrain in ATV: Quad Power Racing 2, where off-road racing meets pure adrenaline. Master challenging tracks across diverse environments from dusty deserts to muddy forests, each demanding different racing strategies. Pull off insane tricks and stunts to build your boost meter, then unleash turbo speed to leave competitors in your dust. Choose from multiple game modes including Championship, Single Race, and Freestyle competitions. Customize your ATV with performance upgrades and unlock new vehicles as you progress. The innovative trick system lets you chain combos for maximum points while the physics engine delivers realistic handling that rewards skilled riders. Face off against aggressive AI opponents or challenge friends in split-screen multiplayer battles.",https://images.launchbox-app.com/4d4ff52c-6442-4ae2-a987-90f8f2e91715.jpg
Auto Modellista,2003-03-25,,55,Racing,"Auto Modellista revolutionizes racing with its distinctive cel-shaded art style that makes every race look like a living manga. Choose from over 60 licensed vehicles spanning classic Japanese tuners, American muscle, and European exotics, then customize them with extensive visual and performance modifications. The unique Garage Battle mode lets you build your racing team and compete for territory across Japan's mountain passes and city circuits. Master the arcade-style handling that rewards aggressive driving and perfect drift angles through iconic courses like Shutokou highway and winding touge roads. The game's striking visual presentation combines with a pulsing electronic soundtrack to create an unmistakably stylish racing experience that stands apart from traditional simulators.",https://images.launchbox-app.com/a9c8e4ad-20e1-48e4-8cf1-48d363f2d4b4.jpg
Avatar: The Last Airbender,2006-10-10,,56,Action Adventure,"Master the four elements as Aang or Prince Zuko in this action-adventure based on the beloved animated series. Switch between characters to harness unique bending abilities - unleash devastating fire blasts, create earth barriers, manipulate water flows, and command powerful air currents. Journey through iconic locations from the show including Ba Sing Se, the Fire Nation, and the North Pole while battling Fire Nation soldiers and solving environmental puzzles. Combine bending powers in spectacular combo attacks, unlock new techniques as you progress, and experience an original storyline that expands the Avatar universe. Features drop-in cooperative play, allowing a friend to join as your companion character at any time. Immerse yourself in cel-shaded visuals that capture the show's distinctive art style.",https://images.launchbox-app.com/2aaf3e50-0cfa-4bdc-b11c-0952e9e14bad.jpg
Azurik: Rise of Perathia,2001-11-15,,52,Action Adventure,"In the mystical realm of Perathia, you are Azurik, a young Lore Guardian wielding the legendary Axion - a staff that channels the elemental forces of Earth, Fire, Water, and Air. Battle through vast interconnected worlds filled with ancient puzzles and fierce creatures as you seek to restore balance to a land torn by chaos. Master devastating elemental combos, solve environmental challenges using your powers, and unlock new abilities as you grow stronger. From scorching deserts to frozen tundras, each realm tests your combat skills and puzzle-solving prowess. This Xbox exclusive action-adventure blends intense melee combat with platforming challenges, offering a unique elemental magic system that rewards experimentation and mastery.",https://images.launchbox-app.com/e9a717d3-680a-410e-88a6-59d723e6f765.jpg
Backyard Wrestling: Don't Try This at Home,2003-10-07,,50,Fighting,"Step into the most outrageous wrestling experience ever created! Backyard Wrestling brings brutal, no-holds-barred combat to unconventional arenas where anything goes. Battle through strip clubs, meat lockers, truck stops, and junkyards using everything from barbed wire bats to weed whackers as weapons. Create devastating combos with over 40 bone-crushing moves and environmental attacks. Play as underground wrestling legends and hip-hop personalities including members of Insane Clown Posse. Experience intense multiplayer mayhem with friends or dominate the single-player campaign. With its raw presentation, controversial content, and emphasis on extreme violence over traditional wrestling rules, this game delivers an unapologetically hardcore fighting experience that pushes boundaries.",https://images.launchbox-app.com/2e81273c-d547-4ed1-aa53-e001aecf1038.jpg
Backyard Wrestling 2: There Goes the Neighborhood,2004-11-16,,56,Fighting,"Backyard Wrestling 2 takes the brutal action out of the ring and into suburban America. Create your own wrestler and battle through interactive environments packed with weapons and environmental hazards. Fight in strip clubs, truck stops, and backyard parties using everything from weed whackers to exploding cars. The game features a deep create-a-wrestler mode, intense multiplayer battles, and a roster including wrestling legends and underground fighters. Smash opponents through windows, toss them into pools of acid, or slam them onto barbecue grills. With its over-the-top violence, destructible environments, and outrageous special moves, this sequel delivers hardcore wrestling action where anything goes and every object becomes a weapon in your quest for backyard supremacy.",https://images.launchbox-app.com/a870c006-6145-4d80-bc1e-b62c38e50c2e.jpg
Bad Boys: Miami Takedown,2004-02-24,,29,Shooter,"Experience the explosive action of the Bad Boys universe in this intense third-person shooter based on the hit movie franchise. Play as Miami detectives Mike Lowrey and Marcus Burnett as they take down drug cartels and criminal syndicates across the sun-soaked streets of Miami. Switch between both characters, each with unique abilities - Mike's speed and agility complement Marcus's strength and firepower. Engage in high-octane shootouts, spectacular car chases, and destructive combat sequences. Navigate through diverse Miami locations from neon-lit clubs to dangerous docks. The game features cinematic camera angles, over-the-top action set pieces, and wise-cracking dialogue true to the films. Arsenal includes pistols, shotguns, assault rifles, and explosive weapons to unleash maximum carnage.",https://images.launchbox-app.com/8f19fa7a-1f05-435f-9f6b-b571b816e72c.png
