title,released,gf_score,metascore,genre,description,cover_art_url
WWF No Mercy,2000-11-17,4.27,89,Sports - Individual - Combat - Wrestling,"WWF No Mercy is a professional wrestling video game released in 2000 by THQ for the Nintendo 64. It is based on the World Wrestling Federation (WWF) and is named after the company's annual event of the same name. Developed by Asmik Ace Entertainment and AKI Corporation, No Mercy is the last in a series of Nintendo 64 wrestling games from the companies that started with WCW vs. nWo: World Tour.",https://i.postimg.cc/9Qc6VzKL/0760798f-f15a-485c-b7fc-fadc0974b10f.jpg
Star Fox 64,1997-07-01,4.25,88,Action - Shooter - Rail,"The Lylat system has been invaded! Join Fox McCloud and his Star Fox team as they fight to save the galaxy from the clutches of the evil Andross. Travel to many different 3-D worlds. Battle the enemy in the air and on the ground and listen in as Fox McCloud interacts with a cast of characters. See how it feels to feel what you see! The N64 Rumble Pak controller accessory instantly transmits all the bumps and blasts during the action. Outstanding cinema scenes tell the Star Fox saga! Star Fox 64, known in the PAL region as Lylat Wars, is a 3D scrolling shooter game themed around aircraft combat for the Nintendo 64 video game console.",https://images.launchbox-app.com/437ad260-785b-479e-ba1b-0b7b079e4094.jpg
Super Smash Bros.,1999-04-26,4.23,94,Action - Fighting - 2D,"Super Smash Bros. takes familiar Nintendo characters such as Mario, Kirby and Donkey Kong, and gets them to fight to the death. There are 8 fully-interactive landscapes, with one for each character, with noticeable links to their games. Controls are analogue-based, with different moves executed depending on the direction and how firmly the stick is pressed. Items like baseball bats, Bob-ombs, and healing items drop into the arenas at random, aiding any nearby characters than can make use of them.",https://i.postimg.cc/Y2f8787w/8ce6bc0a-553c-4af5-8d3d-126c5ae1dc22.jpg
Conker's Bad Fur Day,2001-03-04,4.2,92,Action - Platformer - 3D,"The day after his 21st birthday bash, Conker's sporting the worst hangover ever, and he just can't seem to find his way home. Prepare to stagger through randy, raunchy, raucous scenarios crammed full of bad manners, twisted humor, and graphic bodily functions. Unless you're a fan of violence, foul language, and racy innuendo, you'd best steer clear of this one.",https://i.postimg.cc/Sx5fdv6c/3d581f4c-0c1b-42d1-bfac-9542b3b4ae98.jpg
Resident Evil 2,1999-10-31,4.18,89,Action Adventure - Survival,"Resident Evil 2 is a survival horror game developed and published by Capcom and released for the PlayStation in 1998. The player controls Leon S. Kennedy and Claire Redfield, who must escape Raccoon City after its citizens are transformed into zombies by a biological weapon two months after the events of the original Resident Evil. The gameplay focuses on exploration, puzzles, and combat; the main difference from its predecessor are the branching paths, with each player character having unique storylines and obstacles",https://images.launchbox-app.com/4c5aab82-7882-4d5c-bbaa-c86f047dbcac.jpg
Virtual Pro Wrestling 2: Oudou Keishou,2000-01-28,4.16,,Sports - Individual - Combat - Wrestling,"Virtual Pro Wrestling 2: Odou Keishou is a professional wrestling video game released in 2000 for the Nintendo 64 game console. The game was only released in Japan and is the sequel to 1997's Virtual Pro Wrestling 64. The subtitle, Odou Keishou, translates to English as Royal Road Succession, which is also the name of the game's single player mode.",https://i.postimg.cc/ZKXWMtQY/1cb741ab-e256-41e2-838d-6e036558837d.jpg
Mario Kart 64,1997-02-10,4.16,83,Racing - Arcade - Automobile,"Mario Kart 64 is a kart racing video game developed and published by Nintendo for the Nintendo 64. It is the successor to Super Mario Kart for the Super Nintendo Entertainment System, and the second game in the Mario Kart series. It was released in Japan on December 14, 1996, and in North America and Europe in 1997. It was later released as a Virtual Console game for the Wii and Wii U in 2007 and 2016, respectively.",https://i.postimg.cc/pX5T8cLw/57cd5c59-69fe-4541-ab4e-d604bf5aeb32.jpg
Mystical Ninja starring Goemon,1998-04-16,4.14,67,Action Adventure - Open-World,"Mystical Ninja Starring Goemon is a platform action-adventure video game released by Konami for the Nintendo 64 on August 7, 1997 in Japan and April 16, 1998 in North America as the fifth entry in the Ganbare Goemon series. The second Goemon game released in North America, it follows The Legend of the Mystical Ninja and features hybrid elements of platform games and action-adventure games.",https://images.launchbox-app.com/f61caa3a-89d4-4a77-b540-d17b8e0941df.jpg
Sin & Punishment,2007-10-01,4.09,,Action - Shooter - Rail,"Sin and Punishment is a rail shooter and shooting gallery video game co-developed by Treasure and Nintendo. Originally published by Nintendo for the Nintendo 64 in 2000, Sin and Punishment takes place in the near future of 2007 when humanity is struggling with a global famine. Scientists develop a new species to raise as food, but the creatures revolt and war breaks out. The player takes on the roles of Saki and Airan as they fight to save Earth from destruction.",https://i.postimg.cc/XNmNVKkQ/9b236394-6820-4456-8a04-18a12befcd16.png
WCW/nWo Revenge,Oct-98,4.06,,Sports - Individual - Combat - Wrestling,"WCW/nWo Revenge is a professional wrestling video game released in 1998 for the Nintendo 64 game console. It is the sequel to 1997's WCW vs. nWo: World Tour. Like its predecessor, Revenge features AKI's revolutionary grappling system as well as heavily improved graphics, a championship mode, and a large roster of wrestlers (real and fictional).",https://images.launchbox-app.com/40a63bb4-be4c-47b2-85bb-9668a0096a6f.jpg
F-Zero X,1998-09-30,4.04,85,Racing - Arcade - Futuristic,"F-Zero X is a futuristic racing video game for the Nintendo 64 (N64) console. Developed by Nintendo's EAD division, it was released in Japan, North America, and Europe in 1998. In 2000, an expansion pack was exclusively released in Japan providing numerous extra features not in the original game. F-Zero X was ported in 2004 to the iQue Player in China. The game was re-released on the Wii Virtual Console in Japan, Europe and in North America, in 2007. To honor the 100th Virtual Console release in Europe, it became available on June 15.",https://images.launchbox-app.com/89a65ce9-879c-4753-a878-b6ab8c1e6794.jpg
WWF WrestleMania 2000,1999-10-31,4.03,,Sports - Individual - Combat - Wrestling,"WWF WrestleMania 2000 is a professional wrestling video game originally released in 1999 on the Nintendo 64 (N64) console. It was based on the World Wrestling Federation's (WWF) annual pay-per-view, WrestleMania. Despite the fact that this game is based upon Wrestlemania 2000, the game was released five months prior (and four months prior on the Game Boy Color), to the actual PPV itself, therefore resulting in using the stage design from the previous event, WrestleMania XV, instead. Released at the height of the WWF's Attitude Era, WrestleMania 2000 was the first WWF game released by THQ. The wrestling company ended its long relationship with Acclaim Entertainment after witnessing the video game success of its competitor, World Championship Wrestling (WCW), on behalf of THQ. WrestleMania 2000 shares its game engine with the Japan-only release Virtual Pro Wrestling 2: Ōdō Keishō.",https://images.launchbox-app.com/0cd82603-36ea-44ba-9b26-a65986634824.jpg
Snowboard Kids 2,1999-03-02,4.01,,Sports - Individual - Ski / Snowboard,"Snowboard Kids 2 超スノボキッズ (chō sunobo kizzu) is a snowboarding video game developed by Racdym and published by Atlus. It is the sequel to Snowboard Kids and was itself followed by a sequel, SBK: Snowboard Kids.",https://images.launchbox-app.com/1934874b-dd80-4a61-9d71-c46addf43bea.jpg
Donkey Kong 64,1999-11-24,4.01,90,Action - Platformer - 3D,"Donkey Kong 64 is a 1999 adventure platform video game for the Nintendo 64 home video game console, and the first in the Donkey Kong series to feature 3D gameplay. As the gorilla Donkey Kong, the player explores the themed levels of an island to collect items and rescue his kidnapped friends from King K. Rool. The player completes minigames and puzzles as five playable Kong characters—each with its own special abilities—to receive bananas and other collectibles. In a separate multiplayer mode, up to four players can compete in deathmatch and last man standing games.",https://images.launchbox-app.com/e234e09b-62b9-4c0b-8cd8-7a2a12134dc2.jpg
Mario Party 2,2000-01-24,3.98,,Miscellaneous - Party / Minigame,"Mario Party 2 is a party video game developed by Hudson Soft and published by Nintendo for the Nintendo 64. The second game in the Mario Party series, it was first released in Japan in December 1999, in North America in January 2000, and in PAL regions in October 2000.",https://images.launchbox-app.com/f22758c0-069d-4bf3-8724-bd18ef6691bb.jpg
Goemon's Great Adventure,1999-09-15,3.96,,Konami Computer Entertainment Osaka,"Goemon's Great Adventure, known as Mystical Ninja 2 Starring Goemon in Europe, is a video game developed and released by Konami for the Nintendo 64 on December 23, 1998. It is the third game in the Goemon series released in North America and Europe, following Mystical Ninja Starring Goemon, released two years earlier. Featuring platform gameplay in 2.5D, it marked the return of the series to a side-scrolling format",https://images.launchbox-app.com/a030ddc2-de06-4e03-b400-9808a9aa2855.jpg
Diddy Kong Racing,1997-11-24,3.96,88,Racing - Arcade - Other,"Diddy Kong Racing is a racing video game developed and published by Rare for the Nintendo 64. It was released on 21 November 1997 in Europe and 24 November 1997 in North America. The game is set on Timber's Island and revolves around Diddy Kong and his friends' attempt to defeat the intergalactic antagonist, a wizarding pig named Wizpig, through winning a series of races. The player can take control of any of the featured characters throughout the game. Diddy Kong Racing features five worlds with four racetracks each, and the ability to drive a car, hovercraft, or pilot an aeroplane.",https://images.launchbox-app.com/52b8fb58-017b-4273-adaa-f3cb823529b0.jpg
Star Wars: Rogue Squadron,1998-11-17,3.96,85,Simulation - Space - Combat,"Star Wars: Rogue Squadron (known as Star Wars: Rogue Squadron 3D on the PC) is an arcade-style action game co-developed by Factor 5 and LucasArts. The first of three games in the Rogue Squadron series, it was published by LucasArts and Nintendo and released for Microsoft Windows and Nintendo 64 in December 1998. Rogue Squadron was one of the first games to take advantage of the Nintendo 64's Expansion Pak, which allows gameplay at a higher display resolution",https://images.launchbox-app.com/1698f505-79e1-4b71-bfb8-fc51c799bd76.jpg
Rocket: Robot on Wheels,1999-10-31,3.96,,Action - Platformer - 3D,"Rocket: Robot on Wheels is a platformer video game developed by Sucker Punch Productions and published by Ubi Soft for the Nintendo 64. The game was released in North America on October 31, 1999, and in Europe on December 17, 1999. This was the first game developed by Sucker Punch. In the game the player takes control over Rocket, the titular robot. Rocket: Robot on Wheels is notable for being the first game on a home platform to use a realistic physics engine to drive the gameplay. The player is required to solve puzzles dealing with mass, inertia, friction, and other physical properties. The game had been developed under the title Sprocket until three months before its release, when it was changed due to a trademark conflict with Game Sprockets.",https://images.launchbox-app.com/f7a30d68-b2e1-4f7a-a23b-fd4e99529330.jpg
Kirby 64: The Crystal Shards,2000-06-26,3.95,77,Action - Platformer - 2D,Kirby 64: The Crystal Shards is a side-scrolling platform game in the Kirby series developed by HAL Laboratory and published by Nintendo for the Nintendo 64 home video game console. It is the sequel to Kirby's Dream Land 3.,https://images.launchbox-app.com/0b43d6d0-83da-4afb-995f-c68bd9700d7d.jpg
Pokemon Stadium 2,2001-03-28,3.93,78,Strategy - General,"Pokémon Stadium 2 is a strategy video game developed by Nintendo EAD and published by Nintendo for the Nintendo 64. It features all 251 Pokémon from the first and second generations of the franchise. It was released on December 14, 2000, in Japan, March 26, 2001, in North America, and October 10, 2001, in Europe. In Western regions it was titled Pokémon Stadium 2, as it was the second Stadium game to be released outside Japan, in which it was the third game in the series. It supports Dolby Surround sound.",https://images.launchbox-app.com/d51c26e8-77e8-4508-9682-44b24371a38b.jpg
The New Tetris,1999-07-31,3.93,,Puzzle - Stacking,"The New Tetris is a puzzle video game for the Nintendo 64. The game was developed by H2O Entertainment and published by Nintendo, based on the latter's popular Tetris series. The game was originally released on July 31, 1999, in North America. The game is notable for showing scenic fly-bys of famous structures (for examples the Sphinx, the Pantheon, Saint Basil's Cathedral, a Mayan temple, and others) rendered in real-time. This is relatively difficult for the Nintendo 64 hardware to accomplish at the quality that is achieved. The New Tetris also features a multiplayer mode with up to four players and an ethnically themed electronic dance music soundtrack by Neil Voss, who also composed the award-winning music for Tetrisphere.",https://images.launchbox-app.com/3732d0b0-08ce-4d44-af14-6d818e500e74.jpg`
Rayman 2: The Great Escape,1999-11-06,3.92,90,Action - Platformer - 3D,"Rayman 2: The Great Escape is a platform video game developed by Ubi Pictures and published by Ubi Soft for the Nintendo 64, Microsoft Windows and Sega Dreamcast. An enhanced port titled Rayman Revolution (Rayman 2: Revolution in North America) was developed by Ubi Soft Annecy for the PlayStation 2. Separate versions of the game were developed by Ubi Soft Shangai for the PlayStation and by Ubi Soft Milan for the Game Boy Color (as Rayman 2: Forever).The game was critically acclaimed upon release. It is considered to have raised standards regarding 3D, level design and gameplay. The game has been mentioned in some ""Best Games Of All Time"" lists in the past",https://images.launchbox-app.com/f9102fe9-90b6-444a-bf08-dc976ac1dc60.jpg
Jet Force Gemini,1999-09-30,3.91,80,Action - Shooter - Third-Person - Arcade,"Jet Force Gemini is a third-person shooter video game developed and published by Rare for the Nintendo 64 video game console. It was released in North America on October 11, 1999 and in Europe on November 2, 1999. The game follows the story of three members of the Jet Force Gemini team and their efforts to stop the advances of the dark insectoid tyrant Mizar and his army. It features a single-player mode where the player must explore a galaxy and save Tribals, a race of survivors who have been enslaved and imprisoned by Mizar, and places strong emphasis on shooting large numbers of enemies while dodging their attacks. The game also includes a multiplayer mode where two to four players can compete in traditional deathmatch games.",https://images.launchbox-app.com/61f37e47-93ed-4542-a648-319523762caf.jpg
Bomberman 64: The Second Attack!,2000-05-28,3.91,91,Action - General,"Bomberman 64: The Second Attack! is an action video game, the sequel to Bomberman 64 released in 1997. The game was not released in Europe. Due to a combination of releasing late in the Nintendo 64's life cycle, minimal advertising, and mediocre reviews, the game is considered one of the rarest titles for the console",https://images.launchbox-app.com/ebbcfe9a-80e4-49ec-a21d-1b8b484b63cf.jpg
International Superstar Soccer '98,1998-09-15,3.91,91,Sports - Team - Soccer - Sim,"International Superstar Soccer 98 (officially abbreviated as ISS 98 and known as Jikkyou World Soccer: World Cup France '98 in Japan) is a soccer video game developed by Konami Computer Entertainment Osaka which was released exclusively for the Nintendo 64. It was released at the same time as International Superstar Soccer Pro 98, developed by Konami Computer Entertainment Tokyo (KCET) for the PlayStation.",https://images.launchbox-app.com/e423697a-271f-4ee3-a4fe-7f78e4815324.jpg
Mario Tennis,2000-08-28,3.91,74,Sports - Individual - Tennis,"Mario Tennis is a sports video game developed by Camelot Software Planning and published by Nintendo for the Nintendo 64 video game console. The game was released in North America and Japan in the summer of 2000, and released in Europe later in November. It is the first tennis-based game starring Mario since Mario's Tennis, and the second game developed by Camelot on a Nintendo system. The game is known for being the introduction of Luigi's evil doppelgänger, Waluigi, and the re-introduction of Princess Daisy and Birdo. A Game Boy Color version, also developed by Camelot and Nintendo, was published under the same title in Western regions and as Mario Tennis GB in Japan",https://images.launchbox-app.com/d0ef5418-0b99-41a4-b2cf-adf84e8c2ed3.jpg
Mario Party 3,2001-05-06,3.9,,Miscellaneous - Party / Minigame,"Mario Party 3 is a party video game developed by Hudson Soft and published by Nintendo for the Nintendo 64. The third installment in the Mario Party series, it was first released in Japan in December 2000, in North America in May 2001, in Australia in September 2001, and in Europe in November 2001. As with previous installments, the player chooses between eight playable characters: Mario, Luigi, Princess Peach, Yoshi, Wario, and Donkey Kong from the first two games, alongside newcomers Waluigi (in his second appearance in the Mario series) and Princess Daisy. The game features duel maps, where two players try to lower each other's stamina to zero using non-player characters such as Chain Chomps.",https://images.launchbox-app.com/231814ea-3b87-4560-98f5-e8b1ece23da5.jpg
Virtual Pro Wrestling 64,1997-12-19,3.9,,Sports - Individual - Combat - Wrestling,"Virtual Pro Wrestling 64 is a professional wrestling video game released in 1997 on the Nintendo 64 game console and the second game in the Virtual Pro Wrestling series. The game is a sequel to the original Virtual Pro Wrestling released in 1996 exclusively for the PlayStation. The game was only released in Japan, and is the Japanese counterpart to WCW vs nWo: World Tour. The game features wrestlers from World Championship Wrestling, but also includes generic renditions of wrestlers from major Japanese promotions such as New Japan Pro Wrestling and All Japan Pro Wrestling, a feature that would continue following the release of the sequel Virtual Pro Wrestling 2. VPW 64 was succeeded by Virtual Pro Wrestling 2: Ōdō Keishō, which was released on the Nintendo 64 in 2000",https://images.launchbox-app.com/f056b05c-30df-42ef-9ef9-cffc29457897.jpg
NFL Blitz 2001,2000-09-12,3.9,72,Sports - Team - Football - Arcade,"NFL Blitz is a series of American football themed video games originally released by Midway featuring National Football League (NFL) teams. It began as a 1997 arcade game NFL Blitz that was ported to home consoles and spawned a series of sequels. Rather than being designed as a realistic interpretation of the sport of football, like Madden NFL or NFL 2K, the Blitz series was created as an over-the-top, exaggerated version of the sport, inspired by Midway's own NBA Jam basketball games",https://images.launchbox-app.com/e56d1395-5d37-4be9-8b38-1c96212304ed.jpg
Pokemon Puzzle League,2000-09-01,3.89,81,Puzzle - Matching,"Pokémon Puzzle League is a puzzle game for the Nintendo 64 console. It is based on Nintendo's Puzzle League puzzle games, with Pokémon likenesses. It was released in North America starting in 2000, and in Europe. It is one of several Pokémon games to be based on the Pokémon anime, and features Ash Ketchum and other characters featured from the anime. The game was released on the Virtual Console on May 5, 2008, in the North America region, and on May 30, 2008, in the European region.",https://images.launchbox-app.com/f0f073cb-904f-4d94-a088-e55f6ea04ea0.jpg
Mischief Makers,1997-10-01,3.89,,Action - Platformer - 2D,"Mischief Makers, released in Japan as Yuke-Yuke Trouble Makers (ゆけゆけトラブルメーカーズ Yuke Yuke Toraburu Mēkāsu) is a 1997 side-scrolling platform video game developed by Treasure and published by Enix and Nintendo for the Nintendo 64. The player assumes the role of Marina, a robotic maid who journeys to rescue her creator from the emperor of Planet Clancer. The gameplay revolves around grabbing, shaking, and throwing objects. There are five worlds and 52 levels, and the game is displayed in 2.5D.",https://images.launchbox-app.com/6c7b0b16-4871-471b-a43c-0a422632bf49.jpg
Doubutsu no Mori,2001-04-14,3.88,,Simulation - Virtual - Virtual Life,"Dōbutsu no Mori, also known as Animal Crossing: The Movie, is a 2006 Japanese animated film directed by Jōji Shimura and based on the Animal Crossing video game series. It was produced by Nintendo, OLM, Inc. and VAP and distributed by Toho. The film opened in theaters in Japan on December 16, 2006, where it went on to earn an estimated ¥1.7 billion (approximately $16,216,000) at the box office",https://images.launchbox-app.com/800e2e4e-e5a8-4620-95ea-e47c01f916ca.jpg
International Superstar Soccer 64,1997-07-31,3.86,,Sports - Team - Soccer - Sim,"International Superstar Soccer 64 (officially abbreviated as ISS 64, originally released in Japan as Jikkyou J.League Perfect Striker and then later adapted as Jikkyou World Soccer 3) is a video game developed by Konami Computer Entertainment Osaka in the International Superstar Soccer series by Konami. It is essentially a Nintendo 64 version of International Superstar Soccer Pro. Its team lineup follows more closely the Super NES version of International Superstar Soccer Deluxe, only with South Africa replacing Morocco. It is similar to the PlayStation version.",https://images.launchbox-app.com/54f71868-c531-4e9c-85fb-6c217a3a4511.jpg
Tony Hawk's Pro Skater 2,2001-08-21,3.85,84,Sports - Individual - Skate / Skateboard,"Tony Hawk's Pro Skater 2 is a skateboarding-simulation video game developed by Neversoft and published by Activision. It is the second installment in the Tony Hawk's series of sports games and was first released for the PlayStation in 2000, with subsequent ports to the Microsoft Windows, Game Boy Color, and Dreamcast the same year. In 2001 the game was ported to the Mac OS, Game Boy Advance, Nintendo 64, and Xbox (as part of the Tony Hawk's Pro Skater 2x collection). The game was later ported to Windows Mobile and Windows Phone devices in 2006 and to iOS devices in 2010.",https://images.launchbox-app.com/94106ee1-0136-4281-8877-8b1a0320b9fe.jpg
Mario Party,1999-02-08,3.82,79,Miscellaneous - Party / Minigame,"Mario Party is a party video game series featuring characters from the Mario franchise in which up to four local players or computer-controlled characters (called ""CPUs"") compete in a board game interspersed with minigames. The games are developed by NDcube and published by Nintendo, previously being developed by Hudson Soft. The series is known for its party game elements, including the often unpredictable multiplayer modes that allow play with up to four, and sometimes eight, human players or CPUs",https://images.launchbox-app.com/2bacd72d-98b0-4ae5-a7a1-a05036c97904.png
Space Station Silicon Valley,1998-10-21,3.81,83,Action - Platformer - 3D,"Space Station Silicon Valley is a platform video game developed by DMA Design and published by Take-Two Interactive. It was originally released for the Nintendo 64 in October 1998. An adaption of the game for Game Boy Color was developed by Tarantula Studios and released in 1999. A PlayStation port, developed by Runecraft, was released in 2000, under the name Evo's Space Adventures. Players control Evo, a robot reduced to a crawling microchip after a ship crash, and are tasked with taking control of animals to solve puzzles and defeat enemies.",https://images.launchbox-app.com/f7bb1b22-d752-4aed-a041-d0ac9053231a.jpg
BattleTanx: Global Assault,1999-08-31,3.8,,Simulation - Vehicle - Combat,"BattleTanx: Global Assault is an action game developed and published by The 3DO Company for the Nintendo 64 and PlayStation, in which players control futuristic tanks in a post-apocalyptic scenario. It is a sequel to the Nintendo 64 game BattleTanx, which utilized the same method of game play. Although it earned relatively positive reviews from critics, 3DO went bankrupt before another sequel could be released.",https://images.launchbox-app.com/a1112f26-d059-4502-84e8-c17081620720.jpg
International Superstar Soccer 2000,2000-08-03,3.8,,Sports - Team - Soccer - Sim,"nternational Superstar Soccer 2000 (officially abbreviated as ISS 2000 and released in Japan as Jikkyo J-League 1999: Perfect Striker 2 for the Nintendo 64 and as World Soccer GB 2000 for the Game Boy Color in Japan) is the second game in the Nintendo 64 Perfect Striker series and the last in Konami's Jikkyo Soccer series of N64 games developed by Konami Computer Entertainment Osaka. For the North American and European release in 2000 the rosters were updated. Introduced in the North American and European versions, it was the first and only game in the series to support the high resolution mode through an expansion pack however it suffered from some performance issues.",https://images.launchbox-app.com/3eb437df-7348-406a-8a35-bb6f48d291c1.jpg
San Francisco Rush 2049,2000-09-07,3.78,86,Racing - Arcade - Futuristic,"San Francisco Rush 2049 is a racing video game developed by Atari Games and published by Midway Games for the arcade, Nintendo 64, Game Boy Color, and Dreamcast. It was released on September 7, 2000 in North America and November 17, 2000 in Europe. It is the third game in the Rush series and the sequel to San Francisco Rush: Extreme Racing and Rush 2: Extreme Racing USA. It is also the last game in the Rush series to be set in the city of San Francisco, and the last one to be released on a Nintendo console. The Dreamcast version was later re-released as part of Midway Arcade Treasures 3 for the PlayStation 2, Xbox, and GameCube",https://images.launchbox-app.com/c7a75009-f1c9-42fa-8e12-3f2e1767639c.jpg
Namco Museum 64,1999-10-31,3.77,,Miscellaneous - Compilation,"Namco Museum is a series of video game compilations released by Namco for various consoles released in the 5th generation and above, containing releases primarily from their arcade games from the late 1970s, 1980s, and early 1990s. Namco started releasing compilations with the Namco Museum title in 1995, and continues as of 2018",https://images.launchbox-app.com/3a98dd84-3ca9-4992-8465-b088568cecf4.jpg
Beetle Adventure Racing,1999-02-28,3.76,90,Racing - Arcade - Automobile,"Beetle Adventure Racing! is a racing game released for the Nintendo 64 in 1999. It was developed by Paradigm Entertainment and published by Electronic Arts. Each vehicle in the game is a Volkswagen New Beetle, which was released the previous year. In addition to its original release, the game was released in Australia as HSV Adventure Racing. This version replaced the Beetles with HSV Commodores",https://images.launchbox-app.com/0fe66ae9-13a9-419f-800a-da4f6e377299.jpg
Vigilante 8: 2nd Offense,2000-02-01,3.76,,Simulation - Vehicle - Combat,"Vigilante 8: 2nd Offense is a vehicular combat game developed by Luxoflux and published by Activision for PlayStation, Dreamcast and Nintendo 64. It is the sequel to Vigilante 8",https://images.launchbox-app.com/19ed50a8-9986-4a19-aacd-9a5e1c49a3ad.jpg
