title,released,gf_score,metascore,genre,description,cover_art_url
Capcom vs. SNK 2: Millionaire Fighting 2001,2001-09-13,4.21,N/A,Action - Fighting - 2D,"Capcom vs. SNK 2: Mark of the Millennium 2001, known in Japan as Capcom vs. SNK 2: Millionaire Fighting 2001 (カプコン バーサス エス・エヌ・ケイ 2 ミリオネア ファイティング 2001 Kapukon bāsasu Esu-enu-kei Tsū: Mirionea Faitingu Tsū Sausando Wan), is the sequel to the fighting game Capcom vs. SNK. It was originally released on NAOMI hardware in arcades. As in the original, players select a team of fighters from various Capcom and SNK games then fight other teams, winning each battle by defeating all the opponents from the other team",https://images.launchbox-app.com/ea4e7bd1-6fe5-438c-812c-21cbd413023a.jpg
Fire ProWrestling D,2001-03-01,4.21,N/A,Sports - Individual - Combat - Wrestling,"Fire Pro Wrestling (ファイヤープロレスリング, Faiyā Puro Resuringu) is a professional wrestling video game series originating from Japan, starting in 1989 by Human",https://images.launchbox-app.com/9bce6d19-89dc-4a6e-8479-c910b6f889e2.jpg
Jet Grind Radio,2000-10-30,4.2,94,Action - Platformer - 3D,"Jet Set Radio, titled Jet Grind Radio on the first North American release, is an action game developed by Smilebit and published by Sega for the Dreamcast in 2000. The player controls one of a gang of youths who skate the streets of a fictionalized Tokyo on inline skates, spraying graffiti and evading the authorities. It was one of the first games to use cel-shaded visuals, giving it a cartoon-like appearance.",https://images.launchbox-app.com/63e25f02-3420-4aa6-9161-7956aeaf35f6.jpg
F355 Challenge: Passione Rossa,2000-09-19,4.19,85,Racing - Simulation - Automobile,"F355 Challenge is a racing simulation arcade video game based on the actual race car and Ferrari event, based on the original Out Run series of video games before Out Run 2 in 2003 released 4 years later. It was developed by the AM2 division of Sega for the Sega Naomi Multiboard arcade system board under the direction of Yu Suzuki, and was later ported to the Dreamcast and PlayStation 2 video game consoles under the names F355 Challenge: Passione Rossa and Ferrari F355 Challenge respectively for both American and European releases. The only model of car featured in the game is the Ferrari F355 Challenge model. The game was considered the most accurate simulation of the F355 possible up until that time.",https://images.launchbox-app.com/66b107a2-bff1-44e4-adcb-70bb3781aa62.jpg
Rayman 2: The Great Escape,2000-03-21,4.19,N/A,Action - Platformer - 3D,"Rayman 2: The Great Escape is a platform video game developed by Ubi Pictures and published by Ubi Soft for the Nintendo 64, Microsoft Windows and Sega Dreamcast. An enhanced port titled Rayman Revolution (Rayman 2: Revolution in North America) was developed by Ubi Soft Annecy for the PlayStation 2.",https://images.launchbox-app.com/d061f39b-4b0e-437b-8fc9-b0269048f2f3.jpg
Tony Hawk's Pro Skater 2,2000-11-06,4.19,97,Sports - Individual - Skate / Skateboard,"Tony Hawk's Pro Skater 2 is a skateboarding-simulation video game developed by Neversoft and published by Activision. It is the second installment in the Tony Hawk's series of sports games and was first released for the PlayStation in 2000, with subsequent ports to the Microsoft Windows, Game Boy Color, and Dreamcast the same year. In 2001 the game was ported to the Mac OS, Game Boy Advance, Nintendo 64, and Xbox (as part of the Tony Hawk's Pro Skater 2x collection). The game was later ported to Windows Mobile and Windows Phone devices in 2006 and to iOS devices in 2010.",https://images.launchbox-app.com/94106ee1-0136-4281-8877-8b1a0320b9fe.jpg
Bangai-O,2001-03-21,4.19,87,Action - Shooter - Shoot-'Em-Up - Vertical,"Bangai-O is a multidirectional shooter developed by Treasure and released in 1999 on the Nintendo 64 in Japan. It was ported to the Dreamcast worldwide shortly after with some gameplay changes and updated graphics and audio. The game places the player in control of a weaponized mech that can hover across large stages and fire at enemies all around them. The player must reach the end of each stage and defeat the boss, while avoiding hazards scattered across the map such as enemy mechs and gun turrets.",https://images.launchbox-app.com/ed93e6e6-389a-45b1-8b3a-7866e110f06b.jpg
Unreal Tournament,2001-03-13,4.16,90,Action - Shooter - First-Person - Arcade,"Unreal Tournament is a first-person shooter video game developed by Epic Games and Digital Extremes. The second installment in the Unreal series, it was first published by GT Interactive in 1999 for Microsoft Windows, and later released on the PlayStation 2 and Dreamcast by Infogrames in 2000 and 2001, respectively. Players compete in a series of matches of various types, with the general aim of out-killing opponents. The PC version supports multiplayer online or over a local area network. Free expansion packs were released, some of which were bundled with a 2000 re-release: Unreal Tournament: Game of the Year Edition.",https://images.launchbox-app.com/ab2b1598-f38f-4dec-845b-20245d7e9aea.jpg
Grandia II,2000-12-06,4.16,90,Role-Playing - Japanese-Style,"Grandia II is a role-playing video game developed by Game Arts originally for the Dreamcast console as part of their Grandia series. Initially released in Japan in August 2000 by Game Arts, the game was later made available in English for North America the following December, and in Europe in February 2001, with both releases published by Ubi Soft. The game was later ported to the Sony PlayStation 2, where it was released worldwide throughout 2002, and later for Microsoft Windows exclusively in North America and Europe later that year. An enhanced port, based upon the Dreamcast version and entitled Grandia II Anniversary Edition was released on August 24, 2015 on Steam and GOG.com. A high-definition remaster of the game will be released in 2019, together with one of the original, for Nintendo Switch and Windows PC. Despite no news on the remaster of the first two Grandia games nine months after the announcement, Game Arts confirmed the titles are still in development as of June 2019.",https://images.launchbox-app.com/8b118664-5363-49b9-8810-a1554057f1ae.jpg
Power Stone 2,2000-08-23,4.16,87,Action - Fighting - 3D,"Power Stone 2(パワーストーン 2) is a multiplayer fighting game that built on the innovative gameplay introduced by its predecessor, Power Stone. Power Stone 2 allows up to four players to choose from multiple characters and utilize items such as tables, chairs, and rocks in battle.",https://images.launchbox-app.com/e3c181da-05d9-4e09-9f0b-b30d33798fb0.jpg
Test Drive Le Mans,2000-11-13,4.15,93,Racing - Simulation - Automobile,"Le Mans 24 Hours is a video game released for the PlayStation, Game Boy Color, Dreamcast, PlayStation 2, and Microsoft Windows (in two versions of the latter, one developed by Eutechnyx, like with the PlayStation version and the second version being a port of the Melbourne House version ported by Torus Games). The Dreamcast version was ported and published by Sega in Japan on 15 March 2001, while the PlayStation 2 version was ported and published by the same company on 13 June 2002. Based on the famous 24 hours of Le Mans race in France, the player is invited to race the entire 24-hour endurance course or take part in a simpler arcade mode. The game also featured tracks such as Bugatti Circuit, Brno Circuit, Road Atlanta, Suzuka Circuit, Donington Park and Circuit de Catalunya, as well as a weather and night system.",https://images.launchbox-app.com/602ebe69-16db-4e46-91df-7155952f80ae.jpg
Tennis 2K2,2001-10-24,4.14,90,Sports - Individual - Tennis,"Virtua Tennis 2 (known as Tennis 2K2 in North America and Power Smash 2 in Japan) is a sequel to Virtua Tennis that was released for the Sega Dreamcast, Sega NAOMI arcade unit and Sony's PlayStation 2 (known as Sega Sports Tennis in North America) in 2001. New features included the ability to slice and play as female players such as Monica Seles, Serena Williams, Venus Williams and Lindsay Davenport and the males such as Patrick Rafter, Magnus Norman, Thomas Enqvist and Carlos Moya and mixed doubles matches. The game was created and produced by Hitmaker, with Acclaim Entertainment publishing it in Europe for the PS2. This was the last Virtua Tennis game to be released for the Dreamcast following its discontinuation.",https://images.launchbox-app.com/c2eeac50-ff6d-40a8-a30c-dea1391cb695.jpg
Guilty Gear X,2000-12-14,4.14,N/A,Action - Fighting - 2D,"Guilty Gear X (Japanese: ギルティギア ゼクス Hepburn: Giruti Gia Zekusu), subtitled By Your Side in Japan, is a fighting game developed by Arc System Works and published by Sammy Studios. The second installment of the Guilty Gear series, Guilty Gear X was developed over a period of about two years after the first game's success. It was released in July 2000 for Japanese arcades, re-released on Dreamcast in December 2000, and later ported to PlayStation 2 in November 2001 and Game Boy Advance in January 2002.",https://images.launchbox-app.com/900f4c2e-32c7-414a-80c4-bd98286757fa.jpg
Phantasy Star Online,2001-01-29,4.13,89,Role-Playing - General.,"Phantasy Star Online is an online role-playing game (RPG) developed by Sonic Team and published by Sega in 2000 for the Dreamcast. It was the first online RPG for game consoles; players adventure with up to three others over the internet to complete quests, collect items, and fight enemies in real-time action RPG combat. The story is unrelated to previous games in the Phantasy Star series.",https://images.launchbox-app.com/dd0804b0-2bb6-450f-8f08-4d9173698b7a.jpg
Resident Evil 3: Nemesis,2000-11-17,4.13,79,Action Adventure - Survival,Resident Evil 3: Nemesis is a survival horror game developed by Capcom and released for the PlayStation in 1999. It is the third installment in the Resident Evil series and takes place around the events of Resident Evil 2. The story follows Jill Valentine and her efforts to escape from a city infected with a biological weapon. Choices through the game affect the story and ending. The game uses the same engine as its predecessors and features 3D models over pre-rendered backgrounds with fixed camera angles.,https://images.launchbox-app.com/65407ff9-83a4-4ab3-b641-c183768a6ec7.jpg
Samba de Amigo,2000-10-16,4.13,89,Action - Rhythm - Music,"Samba de Amigo (サンバDEアミーゴ Sanba de Amīgo) is a rhythm game developed by Sonic Team and published by Sega. The game was released in arcades in December 1999, and for the Dreamcast video game console in 2000. A port for the Wii was also developed by Gearbox Software and Escalation Studios and released in 2008. In Samba de Amigo, the player uses controllers shaped like maracas with the goal of matching a series of patterns displayed on-screen. The music in Samba de Amigo is made of primarily popular Latin music songs rather than common or traditional samba. The game also features non-Latin pop songs.",https://images.launchbox-app.com/8394e94f-a8a7-4149-b6af-6d42e613c5bc.jpg
Street Fighter III: Double Impact,2000-06-19,4.13,84,Action - Fighting - 2D,"Street Fighter III: New Generation (Japanese: ストリートファイターⅢ) is a fighting video game in Capcom's Street Fighter series, originally released as coin-operated arcade game in 1997. The game's name as it appears on the cabinet is Three: A New Generation of Street Fighters. Street Fighter III was produced for the CD-ROM-based CP System III hardware, which allowed for more elaborate 2D graphics than the CPS II-based Street Fighter Alpha games (the previous incarnation of the Street Fighter series), while revamping many of the play mechanics. The game, which was designed as a direct sequel to Street Fighter II, initially discarded every previous character except for Ryu and Ken (hence the ""New Generation"" subtitle), introducing an all-new roster led by Alex. Likewise, a new antagonist named Gill took over M. Bison's role from the previous games as the new boss character.",https://images.launchbox-app.com/777bed77-b795-4c04-924b-d46c43a7fe82.jpg
Resident Evil Code: Veronica,2000-02-29,4.12,80,Action Adventure - Survival,"Resident Evil – Code: Veronica is a survival horror video game developed and published by Capcom and released for the Dreamcast in 2000. It is the fourth major installment in the Resident Evil series and the first to debut on a separate platform from the PlayStation. The story takes place three months after the events of Resident Evil 2 (1998) and the concurrent destruction of Raccoon City as seen in Resident Evil 3: Nemesis (1999). It follows Claire Redfield and her brother Chris Redfield in their efforts to survive a viral outbreak at both a remote prison island in the Southern Ocean and a research facility in Antarctica. The game retains the traditional survival horror controls and gameplay seen in previous series installments; however, unlike the pre-rendered backgrounds of previous games, Code: Veronica utilizes real-time 3D environments and dynamic camera movement.",https://images.launchbox-app.com/0e26763c-a99c-4397-a05e-917f7db81365.jpg
Fur Fighters,2000-07-11,4.11,87,Action - Shooter - Third-Person - Arcade,"Fur Fighters (titled ""Furrballs"" in early development) is a video game developed by Bizarre Creations and published by Acclaim Entertainment for the Dreamcast in 2000, later for Microsoft Windows. The game was designed very much as a standard third-person shooter, but used a world populated by cute little animals as its setting. As a result, the game's depiction of violence is very cartoon-like without losing any of its intensity. In 2001, an updated version for the PlayStation 2 was released as Fur Fighters: Viggo's Revenge. On 20 July 2012, members of Muffin Games, ex-Bizarre Creations staff, announced a conversion for iPad, called Fur Fighters: Viggo on Glass.",https://images.launchbox-app.com/96befeb9-daf0-49e9-936f-cd303aaeeb78.jpg
Metropolis Street Racer,2001-01-15,4.11,87,Racing - Simulation - Automobile,"Metropolis Street Racer is a racing video game developed by Bizarre Creations and published by Sega exclusively for Dreamcast. The game was intended to be a Dreamcast launch title, however, due to numerous delays it was not released in Europe until November 2000, with a North American version following in January 2001. Development of a Japanese version was started, but was never released.",https://images.launchbox-app.com/1bff2ab5-681e-402a-b3f3-70a718c132cb.jpg
Marvel vs. Capcom: Clash of Super Heroes,1999-09-30,4.1,N/A,Action - Fighting - 2D,"Marvel vs. Capcom: Clash of Super Heroes is a crossover fighting game developed and published by Capcom. It is the third installment in the Marvel vs. Capcom series, which features characters from Capcom's video game franchises and characters from Marvel Comics. The game debuted in Japanese and North American arcades in 1998. It was ported to the Dreamcast in 1999 and the PlayStation in 2000. The game was re-released in 2012 for the PlayStation 3 and Xbox 360 as part of the Marvel vs. Capcom Origins collection..",https://images.launchbox-app.com/5f7abe42-206d-4b73-b74f-d503b0591450.jpg
Cannon Spike,2000-11-14,4.1,73,Action - Shooter - Shoot-'Em-Up - Top-Down,"Cannon Spike, originally released in Japan as Gunspike (ガンスパイク), is a multi-directional shooter arcade game released in 2000 by Psikyo and later in the same year for the Dreamcast by Capcom. It uses Capcom-designed characters and runs on Sega's Naomi Hardware. Cannon Spike is similar to games like Smash TV and Capcom's Commando, although with primary focus on boss fighting. Cannon Spike is noted as one of the last games released for Dreamcast in Europe, published by Bigben Interactive and exclusively sold at retail in Game outlets.",https://images.launchbox-app.com/f097700f-1820-4125-a895-968d28d936d1.jpg
Quake III Arena,2000-10-22,4.09,93,Action - Shooter - First-Person - Arcade,Quake III Arena is a multiplayer-focused first-person shooter video game released in December 1999. The game was developed by id Software and featured music composed by Sonic Mayhem and Front Line Assembly founder Bill Leeb. Quake III Arena is the third game in the Quake series; it differs from previous games by excluding a story-based single-player mode and highly focusing on multiplayer gameplay. The single-player mode is played against computer-controlled bots.,https://images.launchbox-app.com/e2fc011a-51a7-4016-92fd-8c4b5300c214.jpg
Legacy of Kain: Soul Reaver,2000-01-27,4.09,N/A,Action Adventure - Survival,"Legacy of Kain: Soul Reaver is an action-adventure video game developed by Crystal Dynamics and published by Eidos Interactive. It was released for the PlayStation and Microsoft Windows in 1999 and for the Dreamcast in 2000. As the second game in the Legacy of Kain series, Soul Reaver is the sequel to Blood Omen: Legacy of Kain. Soul Reaver was followed by three games, one of which, Soul Reaver 2, is a direct sequel.",https://images.launchbox-app.com/40cdd97f-aca7-47dc-bbd3-09ad0efc89d8.jpg
Illbleed,2001-04-16,4.08,61,Action Adventure - Survival,"Illbleed is a survival horror video game developed by Crazy Games for the Sega Dreamcast. It was self-released in Japan in March 2001, and published by AIA in North America in April 2001.",https://images.launchbox-app.com/50ee9b79-ec8b-4f5e-bf81-95d8be2c185c.jpg
Virtua Tennis,2000-07-12,4.08,92,Sports - Individual - Tennis,"Virtua Tennis (Power Smash in Japan) is a 1999 tennis arcade game created by Sega-AM3. The player competes through tennis tournaments in an arcade mode. For the home console market the game was expanded with the introduction of the campaign mode. It was later ported to Dreamcast in 2000, and for Microsoft Windows in 2002. A Game Boy Advance version was also released in 2002.",https://images.launchbox-app.com/e7368455-1fde-4433-809c-7791150a006b.jpg
Tech Romancer,2000-03-31,4.07,N/A,Action - Fighting - 3D,"Tech Romancer (Japanese: 超鋼戦紀キカイオー Hepburn: Chōkō Senki Kikaiōh, ""Chronicle of Super Steel Warrior Kikaioh"") is a 1998 3D fighting arcade game by Capcom that draws heavily from the various subgenres of mecha anime. It has been ported to the Dreamcast console. The player controls a giant robot which is used to fight another robot in one-on-one combat. Studio Nue (the animation studio responsible for the mechanical designs for the mecha anime series The Super Dimension Fortress Macross) designed the robots in this game.",https://images.launchbox-app.com/1c443053-72fd-4f00-b975-f60e345c89bc.png
Gundam Side Story 0079: Rise from the Ashes,2000-04-28,4.07,N/A,Simulation - Vehicle - Combat,"Gundam Side Story 0079: Rise From the Ashes (機動戦士ガンダム外伝 コロニーの落ちた地で... Kidou Senshi Gundam Gaiden: Colony no Ochitachi de...) is a video game that was released for the Dreamcast. It is based in the Universal Century timeline of the popular Mobile Suit Gundam franchise. It was developed and published by Bandai. It takes place in Australia, following an elite squad of RGM-79 GMs (known as the ""White Dingo"" squad) who are charged with various missions pertaining to the attacks by the Principality of Zeon.",https://images.launchbox-app.com/4dcb9a3b-c6ea-4f62-9c15-d44fcd8cfe3d.jpg
Power Stone,1999-08-31,4.06,N/A,Action - Fighting - 3D,"Power Stone is a fully 3D arena fighting game made by Capcom. Power Stone was initially released on the Sega NAOMI hardware and later ported to the Dreamcast. In October 2006, Capcom ported the game and its sequel to the PlayStation Portable as Power Stone Collection. An anime TV series based on the game ran in 1999 from April 3 to September 25.",https://images.launchbox-app.com/4026b7e4-2bcd-483b-a833-f09078ebb54a.jpg
Gunbird 2,2000-11-17,4.05,64,Action - Shooter - Shoot-'Em-Up - Vertical,"Gunbird 2 (ガンバード2) is a 2D scrolling shooter developed by Psikyo and published by Capcom as a sequel to the original Gunbird. It was originally released in Japanese arcades in 1998, and was later ported to the Dreamcast in 2000 and released worldwide. An Android version was released in Korean in 2014, it came out worldwide on both Android and iOS in 2016. The arcade game was also included in Gunbird Special Edition for the PlayStation 2. A version was released on Nintendo Switch in June 2018.",https://images.launchbox-app.com/ebe70227-cf06-48dd-bd3d-62c08149c3a4.jpg
Elemental Gimmick Gear,1999-12-31,4.05,N/A,Role-Playing - Action RPG,"Elemental Gimmick Gear (エレメンタルギミックギア) is an action role-playing game for the Sega Dreamcast console. Elemental Gimmick Gear uses hand-drawn art in an overhead view during exploration, then switches to 3D graphics during boss battles. It was developed by Birthday and published by Hudson Soft in Japan and Vatical Entertainment in the United States",https://images.launchbox-app.com/45abe63d-6446-4ced-b460-a99dae7c4ec1.jpg
Sonic Adventure 2,2001-06-18,4.05,89,Action - Platformer - 3D,"Sonic Adventure 2 is a 2001 platform game developed by Sonic Team USA and published by Sega. The sequel to Sonic Adventure, it was the final Sonic the Hedgehog game for the Dreamcast after Sega discontinued the console. It features two good-vs-evil stories: Sonic the Hedgehog, Miles ""Tails"" Prower and Knuckles the Echidna attempt to save the world, while Shadow the Hedgehog, Doctor Eggman and Rouge the Bat attempt to conquer it. The stories are divided into three gameplay styles: fast-paced platforming for Sonic and Shadow, multi-directional shooting for Tails and Eggman, and action-exploration for Knuckles and Rouge.",https://images.launchbox-app.com/6124699d-b16a-4f83-a3be-cb36ad4b457b.jpg
The King of Fighters: Dream Match 1999,1999-09-30,4.04,N/A,Action - Fighting - 2D,"The King of Fighters '98 (KOF '98, subtitled Dream Match Never Ends in Japan and The Slugfest in the U.S.) is a fighting game released by SNK for the Neo Geo arcade and home consoles in 1998. It is the fifth game in The King of Fighters series. It was advertised by SNK as a ""special edition"" of the series, as it featured most of the characters who appeared in the previous games (from KOF '94 to '97).",https://images.launchbox-app.com/614202c1-bb5c-40c3-95ab-0937097dc340.jpg
Dead or Alive 2,2000-02-29,4.04,N/A,Action - Fighting - 3D,"Dead or Alive 2 (Japanese: デッドオアアライブ2 Hepburn: Deddo Oa Araibu 2, abbreviated as DOA2) is a fighting game in the Dead or Alive series, developed by Team Ninja and published by Tecmo. It debuted in arcades in 1999 and was later ported for the Dreamcast and the PlayStation 2 in 2000. Several enhanced editions of the game were released, including the updates Dead or Alive 2 Hardcore and Dead or Alive 2 Hard*Core.",https://images.launchbox-app.com/af57dd03-3068-418a-b68a-a935808cef84.jpg
Sega Marine Fishing,2000-08-20,4.03,79,Sports - Individual - Nature - Fishing,Sega Marine Fishing is a fishing video game in which the player attempts to catch various marine sport fish. The gameplay's emphasis was on enticing fish to bite onto the lure and then successfully fighting the fish and reeling it to the boat.,https://images.launchbox-app.com/8d554873-9b02-4231-8623-0043b968e8a0.jpg
San Francisco Rush 2049,2000-09-06,4.02,84,Racing - Arcade - Futuristic,"San Francisco Rush 2049 is a racing video game developed by Atari Games and published by Midway Games for the arcade, Nintendo 64, Game Boy Color, and Dreamcast. It was released on September 7, 2000 in North America and November 17, 2000 in Europe. It is the third game in the Rush series and the sequel to San Francisco Rush: Extreme Racing and Rush 2: Extreme Racing USA. It is also the last game in the Rush series to be set in the city of San Francisco, and the last one to be released on a Nintendo console. The Dreamcast version was later re-released as part of Midway Arcade Treasures 3 for the PlayStation 2, Xbox, and GameCube.",https://images.launchbox-app.com/c7a75009-f1c9-42fa-8e12-3f2e1767639c.jpg
Bomberman Online,2001-10-30,4.02,80,Puzzle - Action,"Bomberman Online is a multiplayer game for the Dreamcast. It adds ideas to the original formula with online play, playing fields, and other extras. Bomberman Online's servers were shut down in 2003. The game's multiplayer is restricted to offline only.",https://images.launchbox-app.com/74cd4853-8d0e-4629-9b30-809c7facc103.jpg
Outtrigger,2001-07-24,4.02,73,Action - Shooter - First-Person - Arcade,"Outtrigger (アウトトリガー) is a first/third-person shooter video game developed by Sega AM2 for the Sega NAOMI arcade cabinet and the Dreamcast. The game was originally released in 1999 for the arcades and was later ported over to the Dreamcast in 2001 where supported online play for up to six players was added in; however, this function was taken out of the European version before release, but the split-screen multiplayer remains. The game also can be played from either a first-person or a third-person perspective.",https://images.launchbox-app.com/8b2fc8ee-dee6-47bb-8363-2d814930712f.jpg
Sonic Adventure,1999-09-09,4.01,N/A,Action - Platformer - 3D,"Sonic Adventure is a 1998 platform game for Sega's Dreamcast, and the first main Sonic the Hedgehog game to feature three-dimensional (3D) gameplay. The story follows Sonic the Hedgehog, Miles ""Tails"" Prower, Knuckles the Echidna, Amy Rose, Big the Cat, and E-102 Gamma in their quests to collect the seven Chaos Emeralds and stop Doctor Robotnik from unleashing Chaos. Controlling one of the six characters—each with their own special abilities—players explore a series of themed levels to progress through the story. Outside the main game, players can play minigames like racing and interact with Chao, a virtual pet.",https://images.launchbox-app.com/a0261556-a21c-48a2-8c15-796326185d39.jpg
D2,2000-08-22,4,69,Action Adventure - Survival,"D2 is a survival horror video game developed by WARP for the Dreamcast. It was published by WARP in Japan in 1999 and by Sega in North America in 2000. D2 was written and directed by Kenji Eno, and serves as the third entry in the D series after D and Enemy Zero. Like the previous two games, D2 stars the digital actress Laura and serves as an independent story unrelated to either game.",https://images.launchbox-app.com/753f8504-bf98-48bc-9c3f-6d667519f087.jpg
Maken X,1999-10-31,4,N/A,Action Adventure - General,"Maken X is a first-person action hack and slash video game developed by Atlus for the Dreamcast. It was published by Atlus in Japan in 1999, while Sega localized and released the game overseas in 2000. Gameplay has the Maken—a sentient sword-like being—""brainjacking"" or taking control of multiple characters across a variety of levels; combat is primarily based around short-ranged melee attacks, with some characters sporting additional abilities such as ranged attacks.",https://images.launchbox-app.com/549d978f-3d8e-4054-bf79-829d9e64aa86.jpg
ChuChu Rocket!,2000-02-29,3.99,N/A,Puzzle - General,"ChuChu Rocket! is an action puzzle game developed by Sonic Team and published by Sega. Released for the Dreamcast in 1999, it was the first game for the system to support online console gaming. Players must place arrows on a board to lead mice into escape rockets while avoiding cats. The game features single-player modes in which a player must save all the mice on a board, and a multiplayer mode in which players battle to collect the most mice.",https://images.launchbox-app.com/e959facd-40d9-4eb8-a22a-1c011b5be37f.jpg
