title,released,gf_score,metascore,genre,description,cover_art_url
Berzerk,1982,3.69,,Action - Shooter - Shoot-'Em-Up - Top-Down,"Berzerk is a multi-directional shooter arcade game, released in 1980 by Stern Electronics of Chicago. Berzerk places the player in series of top-down, maze-like rooms containing armed robots.",https://images.launchbox-app.com/70f71f8d-deb9-4c57-8454-4d6f094c8115.jpg
Pitfall!,1982-04-20,3.69,,Action - Platformer - 2D,Pitfall! is a video game designed by David Crane for the Atari 2600and released by Activision in 1982. The player controls Pitfall Harry and is tasked with collecting all the treasures in a jungle within 20 minutes while avoiding obstacles and hazards.,https://images.launchbox-app.com/12a88272-95b8-4d02-8b40-26c325d717cc.jpg
Missile Command,1981,3.68,,Action - Shooter - Shoot-'Em-Up - Top-Down,"Missile Command is a 1980 arcade game developed and published by Atari, Inc. and licensed to Sega for European release. It was designed by Dave Theurer, who also designed Atari's vector graphics game Tempest from the same year. The 1981 Atari 2600 port of Missile Command by Rob Fulop sold over 2.5 million copies.",https://images.launchbox-app.com/0062cd99-25dd-4694-b7e3-80fd3228212b.jpg
Galaxian,1983,3.65,,Action - Shooter - Shoot-'Em-Up - Vertical,"Galaxian is a fixed shooter arcade game developed and released by Namco in 1979. It would be licensed out to Midway Games for manufacture and distribution in North America. In the game, the player controls a starship at the bottom of the screen as it must destroy the titular Galaxian aliens. Aliens will appear in a set formation towards the top of the screen and perform a dive-bomb towards whilst firing shots, in an effort to hit the player. Bonus points are awarded for destroying aliens in groups or by taking out enemies in mid-flight.",https://images.launchbox-app.com/d218977a-de7c-40e8-adf1-a7184fb89e64.jpg
Maze Craze: A Game of Cops 'n Robbers,1978,3.63,,Action - Arcade,"Maze Craze: A Game of Cops and Robbers is a 4K cartridge for the Atari Video Computer System (later renamed the Atari 2600) developed by Rick Maurer and published by Atari, Inc. in 1978. In Maze Craze, two players compete to be the first to escape a randomly generated, top-down maze. A range of game variations make play more interesting. Though primarily a two player game, any of the variations that don't involve interaction with the second player can be played solo. Sears re-titled Maze Craze as Maze Mania for its Tele-Games system.",https://images.launchbox-app.com/9d8ea5de-dd41-4fa7-8029-00bf048610e4.jpg
Megamania,1982,3.62,,Action - Shooter - Shoot-'Em-Up - Vertical,"Megamania is an Atari 2600 game designed by Steve Cartwright and published by Activision in 1982. It took six months to develop the concept and another three months to fine-tune the game. It was released for the Atari 5200 and Atari 8-bit family in 1983, ported by Glyn Anderson.",https://images.launchbox-app.com/ffee4d35-da1f-4646-a849-069d9d78c305.jpg
Phoenix,1982,3.61,,Action - Shooter - Shoot-'Em-Up - Vertical,"Phoenix is an outer space-themed, fixed shooter video game released in arcades in 1980. According to Centuri's Joel Hochberg, the game was licensed from ""a smaller Japanese developer.""Amstar Electronics (which was located in Phoenix, Arizona)licensed the game to Centuri for manufacture in the United States. Taito released the game in Japan. Atari, Inc. released a port of Phoenix for the Atari 2600 in 1982.",https://images.launchbox-app.com/543e76f9-0994-49d0-8069-8949f2a052ac.jpg
Centipede,1982,3.61,,Action - Shooter - Shoot-'Em-Up - Vertical,"Centipede is a vertically oriented fixed shooter arcade gameproduced by Atari, Inc. in June 1981. The game was designed by Dona Bailey and Ed Logg. It was one of the most commercially successful games from the video arcade's golden age. The player fights off centipedes, spiders, scorpions and ants, completing a round after eliminating the centipede that winds down the playing field.",https://images.launchbox-app.com/1adf5c1f-710e-4f2c-831f-24aa1d8a83f4.jpg
Vanguard,1982,3.6,,Action - Shooter - Shoot-'Em-Up - Horizontal,"Vanguard (ヴァンガード) is a 1981 arcade game developed by TOSE, and published by SNK in Japan in 1981 and later during the same year in Germany by the same publisher, while it was licensed to Centuri for manufacture in North America in October 1981 and by Zaccaria in Italy during the same year, putting SNK on the map in those regions. The game was also licensed to Cinematronics for conversion to cocktail arcade cabinets in North America.",https://images.launchbox-app.com/e8efb8ec-8718-48d2-a492-980d236b360d.jpg
Demon Attack,1982,3.6,,Action - Shooter - Shoot-'Em-Up - Vertical,"Demon Attack is a fixed shooter written by Rob Fulop for the Atari 2600 and published by Imagic in 1982. It was ported to the Intellivision, Odyssey², Atari 8-bit family, VIC-20, Commodore 64, IBM PC (as a booter), TRS-80, IBM PCjr, and TRS-80 Color Computer. There is also a port for the TI-99/4A titled Super Demon Attack.",https://images.launchbox-app.com/5c955b73-3559-4310-97c7-1a08f1235747.jpg
Crystal Castles,1984,3.59,,Action - General,"Crystal Castles is an arcade game released by Atari, Inc. in 1983.The player controls the character Bentley Bear who has to collect gems located throughout trimetric-projected rendered castles while avoiding enemies out to get him as well as the gems. Crystal Castlesis one of the first arcade action games with an actual ending, instead of continuing indefinitely, looping, or ending in a kill screen, and to contain advance warp zones.",https://images.launchbox-app.com/f4a3a694-94a9-44ff-a11e-2bd2d1728142.jpg
Asteroids,1981,3.59,,Action - Shooter - Shoot-'Em-Up - Top-Down,"Asteroids is a space-themed multidirectional shooter arcade gamedesigned by Lyle Rains, Ed Logg, and Dominic Walsh and released in November 1979 by Atari, Inc. The player controls a single spaceship in an asteroid field which is periodically traversed by flying saucers. The object of the game is to shoot and destroy the asteroids and saucers, while not colliding with either, or being hit by the saucers' counter-fire. The game becomes harder as the number of asteroids increases.",https://images.launchbox-app.com/6efb389c-055d-4309-8a6f-37026ac6b7fa.jpg
Video Pinball,1981,3.57,,Action - Pinball,"The Video Pinball brand is a series of Single-player dedicatedhome video game consoles released in 1977 as an Atari, Inc.Bumper controllers on the sides or a dial on the front are used to control the games depending on the game selected. There are three game types in the first model: Pinball, Basketball, and Breakout.",https://images.launchbox-app.com/e8bad272-e0fd-4941-be02-7d22188c9047.jpg
Jungle Hunt,1983,3.57,,Action - Platformer - 2D,"Jungle Hunt (ジヤングル・ハン卜) is a right-to-left side-scrollingarcade game produced and released by Taito in 1982. It was initially released as Jungle King, but changed as a result of copyright disputes. Published the same year as Moon Patrol, Jungle Hunt is one of the first video games to use parallax scrolling.",https://images.launchbox-app.com/c41797ee-76d1-4185-bc19-b7dcdec6eddd.jpg
Mario Bros.,1983,3.53,,Action - Platformer - 2D,"Mario Bros. is a platform game published and developed for arcades by Nintendo in 1983. It was created by Shigeru Miyamoto. It has been featured as a minigame in all of the Super Mario Advanceseries and numerous other games. Mario Bros. has been re-released for the Wii's, Nintendo 3DS's, and Wii U's Virtual Console services in Japan, North America, Europe and Australia. It has also been re-released through Nintendo Switch Online.",https://images.launchbox-app.com/eeaa58fd-aa5f-4426-bfbe-0ca0467fb7c4.jpg
Breakout,1978,3.53,,Action - Arcade,"Breakout is an arcade game developed and published by Atari, Inc., and released on May 13, 1976. It was conceptualized by Nolan Bushnell and Steve Bristow, influenced by the seminal 1972Atari arcade game Pong, and built by Steve Wozniak, aided by Steve Jobs.",https://images.launchbox-app.com/54c9b71c-297a-4bef-80bc-a8994b9aaf19.jpg
Donkey Kong,1982,3.53,,Action - Platformer - 2D,"Donkey Kong is a series of video games featuring the adventures of a gorilla character called Donkey Kong, conceived by Shigeru Miyamoto in 1981. The franchise consists mainly of two game genres, but also includes additional spin-off titles of various genres.",https://images.launchbox-app.com/0e76d0c1-7906-4d85-9637-556eae624c4d.jpg
Q*bert,1983,3.5,,Action - Arcade,"Q*bert /ˈkjuːbərt/ is an arcade game developed and published for the North American market by Gottlieb in 1982. It is a 2D action gamewith puzzle elements that uses isometric graphics to create a pseudo-3D effect. The objective of each level in the game is to change the color of every cube in a pyramid by making Q*bert, the on-screen character, hop on top of the cube while avoiding obstacles and enemies. Players use a joystick to control the character.",https://images.launchbox-app.com/bc7d1547-5f64-4c1b-bc9e-b7983e978bfe.jpg
Atlantis,Jul-82,3.48,,Action - Shooter - Shoot-'Em-Up - Top-Down,"Atlantis: The Lost Empire is a 2001 American animated science fantasy action adventure film created by Walt Disney Feature Animation—the first science fiction film in Disney's animated features canon and the 41st overall. Written by Tab Murphy, directed by Gary Trousdale and Kirk Wise, and produced by Don Hahn, the film features an ensemble cast with the voices of Michael J. Fox, Cree Summer, James Garner, Leonard Nimoy, Don Novello, Phil Morris, Claudia Christian, Jacqueline Obradors, Jim Varney (in his final role before his death), Florence Stanley, John Mahoney, David Ogden Stiers and Corey Burton. Set in 1914, the film tells the story of a young man who gains possession of a sacred book, which he believes will guide him and a crew of mercenaries to the lost city of Atlantis.",https://images.launchbox-app.com/8d7d31c3-528a-4c51-a642-5911793fa58b.jpg
Battlezone,1983,3.47,,Simulation - Vehicle - Combat,"Battlezone is a first-person shooter tank combat arcade game from Atari, Inc. released in November 1980. The player controls a tank which is attacked by other tanks and missiles.",https://images.launchbox-app.com/dce8c579-6435-45f0-b85f-da21b571fa08.jpg
Donkey Kong Junior,1983,3.46,,Action - Platformer - 2D,"Donkey Kong Jr. is a 1982 platform game that was released by Nintendo. It is the sequel to Donkey Kong, which featured Mario as the hero and Donkey Kong Junior's father as the villain; the roles are reversed here. It first appeared in arcades, and, over the course of the 1980s, was released for a variety of home platforms. The game's title is written out as Donkey Kong Junior in the North American arcade version and various ports to non-Nintendo systems.",https://images.launchbox-app.com/90ad126b-07bc-4ac8-a2d4-378b1e592504.png
Combat,1977,3.45,,Action - Shooter - Shoot-'Em-Up - Top-Down,"Combat is a 2001 military science fiction first-person shooter video game developed by Bungie and published by Microsoft Game Studios. It was released as a launch title for Microsoft's Xboxvideo game console on November 15, 2001. Microsoft released versions of the game for Microsoft Windows and Mac OS X in 2003. The game was later released as a downloadable Xbox Original for the Xbox 360. Halo is set in the twenty-sixth century, with the player assuming the role of the Master Chief, a cybernetically enhanced supersoldier. The Chief is accompanied by Cortana, an artificial intelligence. Players battle various aliens as they attempt to uncover the secrets of the eponymous Halo, a ring-shaped artificial world.",https://images.launchbox-app.com/7fee8f62-c5e8-40e5-877d-b4623626588d.png
Pole Position,1983,3.42,,Racing - Arcade - Automobile,"Pole Position is an arcade racing video game that was released by Namco in 1982 and licensed to Atari, Inc. for US manufacture and distribution, running on the Namco Pole Position arcade system board. The game was designed by Tōru Iwatani, who had also designed the Gee Bee games and Pac-Man. It was the most popular coin-operated arcade game of 1983, and is considered one of the most important titles from the video arcade's golden age. Pole Position was released in two configurations: a standard upright cabinet, and an environmental/cockpit cabinet. Both versions feature a steering wheel and a gear shifter for low and high gears, but the environmental/cockpit cabinet featured both an accelerator and a brake pedal, while the standard upright one only featured an accelerator pedal.",https://images.launchbox-app.com/c2c82470-1781-4977-9454-a60e3bb57e65.jpg
Defender,1981,3.41,,Action - Shooter - Shoot-'Em-Up - Horizontal,"Defender is an arcade video game developed and released by Williams Electronics in 1981. A horizontally scrolling shoot 'em up, the game is set on an unnamed planet where the player must defeat waves of invading aliens while protecting astronauts. Development was led by Eugene Jarvis, a pinball programmer at Williams; Defender was Jarvis' first video game project and drew inspiration from Space Invaders and Asteroids.",https://images.launchbox-app.com/0248bc1e-9e2b-4f9b-85f2-ef4077b9ee4a.jpg
Joust,1983,3.41,,Action - Platformer - 2D,"Joust is an arcade game developed by Williams Electronics and released in 1982. While not the first game to feature two-player cooperative play, Joust was more successful than its predecessors and popularized the concept. The player uses a button and joystick to control a knight riding a flying ostrich. The objective is to progress through levels by defeating groups of enemy knights riding buzzards.",https://images.launchbox-app.com/78e4c5ab-f031-4c2f-8832-01e342c33456.jpg
BurgerTime,1982,3.37,,Action - Platformer - 2D,"BurgerTime (バーガータイム Bāgātaimu) is a 1982 arcade gamecreated by Data East initially for its DECO Cassette System. The player is chef Peter Pepper, who must walk over hamburger ingredients located across a maze of platforms while avoiding pursuing characters.",https://images.launchbox-app.com/97cba3ec-15f6-4646-aab1-1b9d79fc28a2.jpg
Circus Atari,1978,3.34,,Action - Arcade,,https://images.launchbox-app.com/8c875a5c-21da-44ff-96d4-706f3d2d3e8c.jpg
Video Olympics,1977-10-01,3.32,,Sports - Individual - Athletics,"Video Olympics is a video game programmed by Atari, Inc.'s Joe Decuir for the Atari 2600. It is one of the nine original launch titlesfor that system when it was released in September 1977. The cartridge is a collection of games from Atari's popular arcade Pongseries. A similar collection in arcade machine form called Tournament Table was published by Atari in 1978.",https://images.launchbox-app.com/8a6df645-268e-40bf-87b5-a992fbb0ab9a.jpg
Chopper Command,1982,3.31,,Action - Shooter - Shoot-'Em-Up - Horizontal,Chopper Command is a horizontally-scrolling shooter by Activisionreleased for the Atari 2600 in June 1982. It was designed and programmed by Bob Whitehead.,https://images.launchbox-app.com/b5aecce7-7776-4c7e-8589-8c191ae0aa95.jpg
Star Wars: The Empire Strikes Back,1982-05-22,3.3,,Action - Shooter - Shoot-'Em-Up - Horizontal,"The Empire Strikes Back (also known as Star Wars: Episode V – The Empire Strikes Back) is a 1980 American epic space-opera film directed by Irvin Kershner. Leigh Brackett and Lawrence Kasdanwrote the screenplay, with George Lucas writing the film's story and serving as executive producer. The second installment in the original Star Wars trilogy, it was produced by Gary Kurtz for Lucasfilm and stars Mark Hamill, Harrison Ford, Carrie Fisher, Billy Dee Williams, Anthony Daniels, David Prowse, Kenny Baker, Peter Mayhew, and Frank Oz. It is the fifth film (though the second in release order) in the nine-part “Skywalker saga”.",https://images.launchbox-app.com/d24045c2-5164-4d6a-abeb-5153faeda9da.jpg
Stampede,1981,3.28,,Action - General,"Stampede is a video game written by Bob Whitehead for the Atari 2600 and published by Activision in 1981. An Intellivision version was released the following year. Stampede is a left-to-right, horizontally-scrolling, action game with a cattle round-up theme.",https://images.launchbox-app.com/0e5787d3-5f7f-4668-bbe4-58b9beb1a7bc.jpg
Haunted House,1981,3.26,,Action - General,"Haunted House is an Atari 2600 video game written by James Andreasen and published by Atari, Inc. in February 1982. The player, represented by a pair of eyes, must navigate the haunted mansion of the late Zachary Graves to recover the three pieces of an urn. The game has been identified as one of the earliest examples of the survival horror genre by a GameSpy article.",https://images.launchbox-app.com/2bf7b69f-66c0-4347-b83d-527ee959e8cd.jpg
Barnstorming,1982,3.24,,Action - Arcade,Barnstorming is an Atari 2600 video game designed by Steve Cartwright and published by Activision in 1982. It was the first game designed by Cartwright. The idea for Barnstorming came to him as he watched a biplane one day while driving home from work.,https://images.launchbox-app.com/f7c11520-f9da-43c9-92e7-632efdbb09a2.jpg
Ice Hockey,1981,3.23,,Action - Arcade,"In ice hockey, an official is a person who has some responsibility in enforcing the rules and maintaining the order of the game. There are two categories of officials, on-ice officials, who are the referees and linesmen that enforce the rules during game play, and off-ice officials, who have an administrative role rather than an enforcement role.",https://images.launchbox-app.com/db3b323b-b43a-4132-9788-e508fa4836d8.jpg
Air-Sea Battle,1977,3.23,,Action - Shooter - Shoot-'Em-Up - Vertical,"Air-Sea Battle is a game developed by Atari, Inc. for the Atari VCS (renamed to the Atari 2600 in 1982), and was one of the nine original launch titles for that system when it was released in September 1977. It was published by Sears as Target Fun and was the pack-in game with the original Sears Tele-Games version of the Atari VCS.",https://images.launchbox-app.com/1398dd6d-dd00-4e54-926a-1963ba75e9e9.jpg
Freeway,1981,3.15,,Action - Arcade,"Leslie Edward Pridgen (born August 6, 1978), better known by his stage name Freeway, is an American rapper from North Philadelphia, Pennsylvania. He is best known as a member of the rap group State Property and its 2000s run at Roc-A-Fella Records alongside Jay-Z.In 2009, Freeway was briefly signed to Cash Money Records, but returned to work again with Jay-Z at the mogul's entertainment organization and record label, Roc Nation, with his 2018 album Think Free. On June 1st, 2019, it was announced at the Roots Picnic that it would become ""Philadelphia Freeway Day"".",https://images.launchbox-app.com/7ee7b0a5-032e-42a2-b750-a0f7cefc9e6a.jpg
Raiders of the Lost Ark,1982,3.14,,Action Adventure - General,Raiders of the Lost Ark is an action-adventure game created for the Atari 2600 based on the movie of the same name (the first installment of the Indiana Jones series). The game was designed by Howard Scott Warshaw.,https://images.launchbox-app.com/a42a5afe-365f-4d52-87b3-9245cf0ec58a.jpg
Tennis,1981,3.12,,Sports - Individual - Tennis,"AO Tennis is a tennis video game developed and published by Big Ant Studios. AO Tennis was released for PlayStation 4, Xbox One, Android and iOS on January 5, 2018. It is the first official licensed game of the Australian Open.",https://images.launchbox-app.com/83ee56bb-0325-467a-88d4-f56bd71f656a.jpg
Laser Blast,Mar-81,3.09,,Action - Shooter - Shoot-'Em-Up - Vertical,"Laser Blast is a single-player video game developed and published by Activision in March 1981 for the Atari VCS console (renamed to Atari 2600 in 1982). Designed by David Crane, one of Activision's co-founders, Laser Blast places players in control of flying saucers attacking land targets.",https://images.launchbox-app.com/b2fe7aae-55c4-4f74-ada2-2705c45380eb.jpg
Grand Prix,1982,3.08,,Racing - Arcade - Automobile,"Grand Prix 3 is a computer racing simulator by MicroProse, released in 2000 by Hasbro Interactive.",https://images.launchbox-app.com/1d61380d-b1e7-4681-931b-3cd343c3049e.jpg
Football,1978,3.07,,Sports - Team - Football - Arcade,"NCAA Football was an American football video game series developed by EA Sports in which players control and compete against current Division I FBS college teams. The series is a younger brother to the Madden NFL series. | Developer: EA Sports | Publisher: Electronic Arts | Platforms: Super Nintendo Entertainment System, Sega Genesis, Sega CD, PlayStation, Microsoft Windows, PlayStation 2, Xbox, GameCube, Xbox 360, PlayStation Portable, PlayStation 3, Wii, iOS",https://images.launchbox-app.com/e2e491f0-0a01-4c70-ada1-4bff11f8681f.jpg
Boxing,1980,3.05,,Sports - Individual - Combat - Boxing / Martial Arts,"Boxing (ボクシング) (known in North America as Heavyweight Championship Boxing) is a boxing video game, developed by Toseand published by Tonkin House which was released in 1990.",https://images.launchbox-app.com/341cf0d7-611f-437b-a67a-730460e56a8b.jpg
Bowling,1978,3.02,,Sports - Individual - Bowling,"Bowling is a 1979 video game for the Atari 2600 designed by Atariprogrammer Larry Kaplan; published by Atari. The game is based on the game of bowling, playable by one player or two players alternating.",https://images.launchbox-app.com/134cfe9c-e470-4656-b724-47e2cc088427.jpg
Night Driver,1978,3.94,,Racing - Arcade - Automobile,"Night Driver is an arcade game developed by Atari Inc for release in the United States in October, 1976. It was inspired by the earlier German coin-op Nürburgring 1. Along with Micronetics' Night Racer and Midway's 280 ZZZAP, Night Driver is one of the earliest first-person racing video games and is commonly believed to be one of the first published games to display real-time first-person graphics.",https://images.launchbox-app.com/942d64b2-ef71-4dd9-9601-f2d4c1fcc243.jpg
Skiing,1980,2.93,,Sports - Individual - Ski / Snowboard,"Skiing (released as U. S. Ski Team Skiing) is a sports video gameproduced by Mattel and released for its Intellivision video game system in 1980. Up to six players compete individually on either a downhill or slalom course to see who can complete the course the fastest. For the game's initial release, Mattel obtained a license from the U. S. Ski Team and used its name and logo in the game's box art. In 1988, INTV Corporation released an enhanced version of the game entitled Mountain Madness: Super Pro Skiing.",https://images.launchbox-app.com/124cfecd-494e-4c6f-8961-ec07d09ee3ce.jpg
Star Raiders,1982,2.89,,Simulation - Space - Combat,"Star Raiders is a first-person space combat simulator for the Atari 8-bit family of computers. It was written by Doug Neubauer, an Atari employee, and released in cartridge form by Atari in 1979. The game is commonly referred to as the platform's killer app. It was later ported to the Atari 2600, Atari 5200, and Atari ST.",https://images.launchbox-app.com/52ae4237-969e-4f4e-80b9-075c900c49f5.jpg
Basketball,1978,2.84,,Sports - Team - Basketball - Arcade,Basketball is a sport in which a ball is bounced and thrown through a hoop,https://images.launchbox-app.com/c657553f-1fce-46a6-a771-295b204a7e57.png
