title,released,gf_score,metascore,genre,description,cover_art_url
Vs. Super Mario Bros.,1986,4.13,,Action » Platformer » 2D,"Super Mario Bros. is a platform video game developed and published by Nintendo. The successor to the 1983 arcade game, Mario Bros., it was released in Japan in 1985 for the Famicom, and in North America and Europe for the Nintendo Entertainment System(NES) in 1985 and 1987 respectively. Players control Mario, or his brother Luigi in the multiplayer mode, as they travel the Mushroom Kingdom to rescue Princess Toadstool from the antagonist, Bowser. They must traverse side-scrolling stages while avoiding hazards such as enemies and pits with the aid of power-ups such as the Super Mushroom, Fire Flower and Starman.",https://images.launchbox-app.com/ec2bc215-fa2d-4dbd-9484-9afda414e177.jpg
X-Men vs. Street Fighter,1996,4.11,,Action » Fighting » 2D,"X-Men vs. Street Fighter is a crossover fighting video gamedeveloped and published by Capcom. It is Capcom's third fighting game to feature Marvel Comics characters, following X-Men: Children of the Atom and Marvel Super Heroes, and the first installment in the Marvel vs. Capcom series. As the title suggests, the game includes characters from Marvel's X-Men franchise and the cast from Capcom's Street Fighter series. Originally released as a coin-operated arcade game in 1996, it was ported to the Sega Saturn in 1997 and the PlayStation in 1998.",https://images.launchbox-app.com/xmvsf.png
Metal Slug,1996-04-18,4.11,,Action » Shooter » Shoot-'Em-Up » Horizontal,"Metal Slug (Japanese: メタルスラッグ Hepburn: Metaru Suraggu) is a series of run and gun video games originally created by Nazca Corporation before merging with SNK in 1996 after the completion of the first game in the series. Spin-off games include a third-person shooter to commemorate the 10th anniversary of the series and a tower defense game for the mobile platform. Originally created for Neo-Geo arcade machines hardware (MVS) and the Neo-Geo home game consoles (AES) hardware, the original games have also been ported to other consoles and mobile platforms throughout the years, with several later games created for various other platforms. The games focus on the Peregrine Falcon Squad, a small group of soldiers who fight against a rebel army, aliens and various other forces intent on world domination.",https://images.launchbox-app.com/fd877e4f-3540-4516-902b-5eb61f6f7c3c.jpg
Dungeons & Dragons: Shadow Over Mystara,1996,4.1,,Action » Beat-'Em-Up » 2D,Dungeons & Dragons: Shadow over Mystara (ダンジョンズ&ドラゴンズ シャドーオーバーミスタラ) is an arcade game developed and published by Capcom in 1996 as a sequel to Dungeons & Dragons: Tower of Doom. The game is set in the Dungeons & Dragonscampaign setting of Mystara.,https://images.launchbox-app.com/ddsom.png
Marvel vs. Capcom: Clash of Super Heroes,1998-01-23,4.1,,Action » Fighting » 2D,"Marvel vs. Capcom: Clash of Super Heroes is a crossoverfighting game developed and published by Capcom. It is the third installment in the Marvel vs. Capcom series, which features characters from Capcom's video game franchises and characters from Marvel Comics. The game debuted in Japanese and North American arcades in 1998. It was ported to the Dreamcast in 1999 and the PlayStation in 2000. The game was re-released in 2012 for the PlayStation 3 and Xbox 360 as part of the Marvel vs. Capcom Origins collection.",https://images.launchbox-app.com/94816ac5-c6d5-444d-b403-2387833ebe03.jpg
Killer Instinct,1994,4.09,,Action » Fighting » 2D,"Killer Instinct is a series of fighting video games originally created by Rare and published by Midway and Nintendo. The original Killer Instinct was released for arcades in 1994; the game was then released for the Super Nintendo and Game Boy in 1995. Its popularity led to a sequel, Killer Instinct 2, which was released for arcades in 1996; the game was then released as Killer Instinct Gold for the Nintendo 64.",https://images.launchbox-app.com/kinst.png
Metal Slug X,1999-03-18,4.09,,Action » Shooter » Shoot-'Em-Up » Horizontal,"Metal Slug 2: Super Vehicle-001/II (メタルスラッグ2) is a run and gun video game developed by SNK. It was originally released in 1998 for the Neo-Geo MVS arcade platform as the sequel to the popular 1996 game Metal Slug. It was re-released in 1999 in a slightly modified form as Metal Slug X: Super Vehicle-001 (メタルスラッグX). It has been ported to the Neo Geo CD, PlayStation, Virtual Console, iOS and Android, and to the Wii, PlayStation Portable and PlayStation 2 (as part of the Metal Slug Anthology). The game added several new features to the gameplay of the original Metal Slug, such as new weapons, vehicles and the ability to transform the character",https://images.launchbox-app.com/22db9930-ecac-45b8-88c8-eebee3bd032e.png
Sunset Riders,1991,4.09,,Action » Shooter » Shoot-'Em-Up » Horizontal,"Sunset Riders is a side-scrolling run and gun video game developed and released by Konami as a coin-operated video gameon the JAMMA arcade platform in 1991. The game is set in the American Old West, where the player takes control of a bounty hunter who is seeking the rewards offered for various criminals.",https://images.launchbox-app.com/dd1bb41c-00b6-457e-8f6c-857c47c843db.jpg
Capcom vs. SNK 2,2001,4.08,,Action » Fighting » 2D,"Capcom vs. SNK 2: Mark of the Millennium 2001, known in Japan as Capcom vs. SNK 2: Millionaire Fighting 2001 (カプコン バーサス エス・エヌ・ケイ 2 ミリオネア ファイティング 2001 Kapukon bāsasu Esu-enu-kei Tsū: Mirionea Faitingu Tsū Sausando Wan), is the sequel to the fighting game Capcom vs. SNK. It was originally released on NAOMI hardware in arcades. As in the original, players select a team of fighters from various Capcom and SNK games then fight other teams, winning each battle by defeating all the opponents from the other team.",https://images.launchbox-app.com/70751fdf-57ff-42ae-98dc-e9f9582596d5.jpg
Daytona USA,1994,4.08,,Racing » Arcade » Automobile,"Daytona USA is a racing video game developed by Sega AM2 and released by Sega, with a limited release in 1993 followed by a full release in 1994. One of the highest grossing arcade games of all time, Daytona USA was Sega's first title to debut on the Sega Model 2 arcade board, and, at the time of its release, was considered the most visually detailed 3D racing game. Compared to the flat-shaded polygons of its predecessor, Virtua Racing, Daytona's 3D-world was fully texture-mapped, giving it a more realistic appearance. Daytona was one of the first video games to feature filtered, texture-mapped polygons, giving it the most detailed graphics yet seen in a video game up until that time. In single-player mode, Daytona maintained a consistent 60 fps (frames per second) rate, even with multiple opponents on screen, surpassing the motion smoothness of the only other racing game in a comparable graphical arena, Namco's Ridge Racer.",https://images.launchbox-app.com/daytona.png
DoDonPachi,1997-02-05,4.07,,Action » Shooter » Shoot-'Em-Up » Vertical,"DoDonPachi (怒首領蜂, ""Angry Leader Bee"", also an onomatopoeiaof gunfire) is a vertically scrolling manic shooter arcade gamedeveloped by Cave and published by Atlus in 1997. It was the second game developed by Cave, and the sixth on Cave's first generation arcade hardware. As with its predecessor DonPachi, the title is both a Japanese term for expressing the sound of gunfire, and a term that relates to bees (here it means ""angry leader bee""). The sequel to this game is DoDonPachi II, which was made by a different developer. The original developer later released its own sequel, DoDonPachi Dai-Ou-Jou.",https://images.launchbox-app.com/ddonpach.png
Street Fighter Alpha 3,1998,4.05,,Action » Fighting » 2D,"Street Fighter Alpha 3 is a 2D competitive fighting game originally released by Capcom for the arcades in 1998. It is the third game in the Street Fighter Alpha sub-series, which serves as a prequel to Street Fighter II, and ran on the same CP System II hardware as previous Alpha games. The game was produced after the Street Fighter III sub-series has started, being released after 2nd Impact, but before 3rd Strike. Alpha 3 further expanded the playable fighter roster from Street Fighter Alpha 2 and added new features such as selectable fighting styles called ""isms"".",https://images.launchbox-app.com/e1a7f272-ad92-4e9e-982c-b45a7fb6f8bd.png
Cadillacs & Dinosaurs,1993,4.05,,Action » Beat-'Em-Up » 2D,Cadillacs and Dinosaurs is a role-playing game published by Game Designers' Workshop in 1990.,https://images.launchbox-app.com/0c41131f-8f44-43a1-b181-ebc3c3c822f3.jpg
Super Street Fighter II Turbo,1994-03-23,4.05,,Action » Fighting » 2D,"Super Street Fighter II Turbo (also known as Super Street Fighter II Turbo: The Ultimate Championship) is a competitive fighting game released for the arcades by Capcom in 1994 in Japan on February 23, 1994, North America on February 23, 1994 And March 26, 1994 (Beta) and Europe on 1994. It is the fifth installment in the Street Fighter II sub-series of Street Fighter games, following Super Street Fighter II: The New Challengers. Like its predecessor, it ran on the CP System II hardware.",https://images.launchbox-app.com/d50f1a1d-6404-4a85-8044-e01f4743b908.jpg
Alien vs. Predator,1994-05-20,4.05,,Action » Beat-'Em-Up » 2D,"Alien vs. Predator (also known as Aliens versus Predator and AVP) is a science-fiction/action media franchise created by comic book writers Randy Stradley and Chris Warner. The series is a crossover between the Alien and Predator franchises, depicting the two species as being in conflict with one another. It began as a comic series in 1989, before being adapted into a video game series in the 1990s. Produced and distributed by 20th Century Fox, the film series began with Alien vs. Predator (2004), directed by Paul W. S. Anderson, and was followed by Aliens vs. Predator: Requiem (2007), directed by the Brothers Strause, and the development of a third film has been long rumoured. The series has led to numerous novels, comics, and video game spin-offs such as Aliens vs. Predator released in 2010 to generally positive reviews.",https://images.launchbox-app.com/64fe8967-7436-4471-a0e0-542934d0c5d5.png
Street Fighter Alpha 2,1996,4.03,,Action » Fighting » 2D,"Street Fighter Alpha 2 is a 1996 fighting game originally released for the CPS II arcade hardware by Capcom. The game is both a sequel and a remake to the previous year's Street Fighter Alpha: Warriors' Dreams, which is itself a prequel to the Street Fighter II series in terms of plot and setting. The game features a number of improvements over the original, such as new attacks, stages, endings, and gameplay features. It was followed by Street Fighter Alpha 3.",https://images.launchbox-app.com/sfa2.png
Teenage Mutant Ninja Turtles,1989,4.02,,Action » Beat-'Em-Up » 2D,"The Teenage Mutant Ninja Turtles (often shortened to TMNT or Ninja Turtles) are four fictional teenaged anthropomorphic turtlesnamed after Italian Renaissance artists. They were trained by their anthropomorphic rat sensei in the art of ninjutsu. From their home in the sewers of New York City, they battle petty criminals, evil overlords, mutated creatures, and alien invaders while attempting to remain hidden from society. They were created by Kevin Eastman and Peter Laird.",https://images.launchbox-app.com/36a977f8-7e60-4f5d-9273-fc1b073bbfff.jpg
Street Fighter II: Champion Edition,1992,4.02,,Action » Fighting » 2D,"Street Fighter II: Champion Edition is a fighting game released for the arcades by Capcom in 1992. It was the first of several updated versions of Street Fighter II: The World Warrior, part of the Street Fighter II sub-series of Street Fighter games. The main changes were the addition of the Grand Masters (the final four computer-controlled opponents in the single-player mode) as playable characters and mirror matches (vs. matches using the same character). The fighting techniques of the eight main characters from the original game were also further refined to allow for more-balanced competitive play.",https://images.launchbox-app.com/e7a9cba4-f6a0-45bf-a6c6-c49428f35281.png
Pac-Man,1980-10-01,4.02,,Action » Arcade,"Pac-Man is a maze arcade game developed and released by Namco in 1980. Originally known in Japan as Puckman, it would be changed to Pac-Man for international releases as a preventative measure against defacement of the arcade machines. Outside Japan, the game was published by Midway Games, part of their licensing agreement with Namco America. The player controls the titular character, as he must eat all the dots inside an enclosed maze while avoiding four colored ghosts. Eating large flashing ""Power Pellets"" will cause the ghosts to turn blue and reverse direction, allowing Pac-Man to eat them for bonus points. It was the first game to run on the Namco Pac-Man arcade board.",https://images.launchbox-app.com/9844fcad-da39-46ad-a8c0-50c4b1589a79.jpg
Tekken Tag Tournament,1999,4.02,,Action » Fighting » 3D,Tekken Tag Tournament (鉄拳タッグトーナメント Tekken Taggu Tōnamento) is the fourth main installment in Namco's Tekken fighting game series,https://images.launchbox-app.com/3bce6119-201a-4933-beb9-ee409574c0b0.jpg
Mortal Kombat II,1993,4.01,,Action » Fighting » 2D,"Mortal Kombat II (commonly abbreviated as MKII) is a fighting gameoriginally produced by Midway for the arcades in 1993. It was later ported to multiple home systems, including the MS-DOS, Amiga, Game Boy, Sega Game Gear, Sega Genesis, Sega Saturn, Super Nintendo Entertainment System, and various PlayStation consoles, mostly in licensed versions developed by Probe Entertainment and Sculptured Software and published by Acclaim Entertainment(currently distributed by Warner Bros. Interactive Entertainment).",https://images.launchbox-app.com/44b2d1c6-b07a-41ab-8ef6-0a7e5d00fb6b.jpg
Teenage Mutant Ninja Turtles: Turtles in Time,1991,4,,Action » Beat-'Em-Up » 2D,"Teenage Mutant Hero Turtles: Turtles in Time in Europe, is an arcade video game produced by Konami. A sequel to the original Teenage Mutant Ninja Turtles (TMNT) arcade game, it is a scrollingbeat 'em up type game based mainly on the 1987 TMNT animated series. Originally an arcade game, Turtles in Time was ported to the Super Nintendo Entertainment System in 1992 under the titleTeenage Mutant Ninja Turtles IV: Turtles in Time, continuing the numbering from the earlier Turtles games released on the original NES. That same year, a game that borrowed many elements, Teenage Mutant Ninja Turtles: The Hyperstone Heist, was released for the Mega Drive/Genesis.",https://images.launchbox-app.com/55cdfa82-e2f2-4dcd-9e51-0f818f10e25b.jpg
Marvel Super Heroes,1995-10-31,3.99,,Action » Fighting » 2D,"Marvel Super Heroes (マーヴル・スーパーヒーローズ Māvuru Sūpā Hīrōzu) is a fighting video game developed by Capcom. Originally released in the arcade in 1995 on the CPS-2 arcade system, it was ported to the Sega Saturn and PlayStation in late 1997. The game, alongside Marvel vs. Capcom: Clash of Super Heroes, was also included in the Marvel vs. Capcom Origins collection, released digitally for the PlayStation 3 and Xbox 360 in September 2012.",https://images.launchbox-app.com/3b017950-9a50-478c-84cf-c9ca38cf507b.jpg
Metal Slug 2,1998,3.99,,Action » Shooter » Shoot-'Em-Up » Horizontal,"Metal Slug 2: Super Vehicle-001/II (メタルスラッグ2) is a run and gun video game developed by SNK. It was originally released in 1998 for the Neo-Geo MVS arcade platform as the sequel to the popular 1996 game Metal Slug. It was re-released in 1999 in a slightly modified form as Metal Slug X: Super Vehicle-001 (メタルスラッグX). It has been ported to the Neo Geo CD, PlayStation, Virtual Console, iOS and Android, and to the Wii, PlayStation Portable and PlayStation 2 (as part of the Metal Slug Anthology). The game added several new features to the gameplay of the original Metal Slug, such as new weapons, vehicles and the ability to transform the character. It received generally positive reviews.",https://images.launchbox-app.com/188e883d-a0a6-402a-bafc-cf7988a7983f.jpg
Ninja Baseball Bat Man,1993,3.98,,Action » Beat-'Em-Up » 2D,"Ninja Baseball Bat Man, known in Japan as Yakyū Kakutō League Man (野球格闘リーグマン Yakyū Kakutō Rīgu Man, ""Baseball Hand-to-Hand Fighting League Man""), is a 1993 beat 'em up developed and published by Irem Corporation (now known as Irem Software Engineering) in association with its North American division Irem America exclusively as an arcade game. It is the fourth arcade game by IREM to use a belt scroll perspective, following Blade Master, Hook and Undercover Cops.",https://images.launchbox-app.com/730828ea-c052-4dc1-abbf-67ff893ba19a.jpg
Marvel Super Heroes vs. Street Fighter,1997,3.97,,Action » Fighting » 2D,Marvel Super Heroes vs. Street Fighter is a crossover fighting video game developed and published by Capcom. It is the sequel to X-Men vs. Street Fighter and the second installment in the Marvel vs. Capcom series. The game was first released as an arcade game in 1997. It then received ports to the Sega Saturn in 1998 and the PlayStation in 1999.,https://images.launchbox-app.com/897a4818-c9fc-4017-b857-17bda812a92e.jpg
The King of Fighters '97,1997,3.97,,Action » Fighting » 2D,"The King of Fighters '97 is a fighting game produced by SNK for the Neo Geo arcade and home console in 1997. It is the fourth game in The King of Fighters series. It was ported to the Neo-Geo CD, as well as the PlayStation and the Sega Saturn in Japan only.",https://images.launchbox-app.com/e90c8fcc-df9a-4783-8da8-cf7eb8698c8d.jpg
The Punisher,1993,3.96,,Action » Beat-'Em-Up » 2D,"Punisher (Francis ""Frank"" Castle, born Castiglione) is a fictional character appearing in American comic books published by Marvel Comics. The character was created by writer Gerry Conway and artists John Romita Sr. and Ross Andru, with publisher Stan Lee green-lighting the name. The Punisher made his first appearance in The Amazing Spider-Man #129 (cover-dated February 1974).",https://images.launchbox-app.com/268e317a-0922-4e25-bede-29baec4a7905.png
U.N. Squadron,1989-07-01,3.96,,Action » Shooter » Shoot-'Em-Up » Horizontal,"U.N. Squadron is a 1989 side-scrolling shooting game released by Capcom for the CPS arcade hardware and for the Super Nintendo Entertainment System. The game was released in Japan as Area 88(Japanese: エリア88 Hepburn: Eria Hachi-Jū-Hachi), and is based on the manga series of the same name, featuring the same main characters. Here, their mission is to stop a terrorist group known as Project 4. It was followed by a spiritual successor Carrier Air Wing.",https://images.launchbox-app.com/unsquad.png
The Simpsons,1991,3.95,,Action » Beat-'Em-Up » 2D,"The Simpsons is an American animated sitcom created by Matt Groening for the Fox Broadcasting Company. The series is a satirical depiction of working-class life, epitomized by the Simpson family, which consists of Homer, Marge, Bart, Lisa, and Maggie. The show is set in the fictional town of Springfield and parodies American culture and society, television, and the human condition.",https://images.launchbox-app.com/3c1f1739-a9db-40cb-af7e-79f85844c7fd.png
Super Street Fighter II,1993,3.95,,Action » Fighting » 2D,"Super Street Fighter II: The New Challengers is a head-to-head fighting game produced by Capcom and originally released as an arcade game in 1993. It is the fourth game in the Street Fighter II sub-series of Street Fighter games, following Street Fighter II Turbo: Hyper Fighting. In addition to refining and balancing the existing character roster from the previous versions, Super Street Fighter IIintroduced four new characters. It was also the first game to be developed on Capcom's CP System II hardware, which permitted more sophisticated graphics and audio over the original CP System hardware used in previous versions of Street Fighter II.",https://images.launchbox-app.com/bb632c7e-5e08-4b67-a3e7-8a831def047c.jpg
The King of Fighters '96,1996-07-30,3.95,,Action » Fighting » 2D,"The King of Fighters '96 is a fighting game released by SNK for the Neo Geo arcade and home consoles in 1996. It is the third game in The King of Fighters series, following The King of Fighters '95. Like its predecessor, the game was ported to the Neo-Geo CD, as well as the PlayStation and Sega Saturn. Unlike the previous game, the PlayStation and Saturn versions were released only in Japan, with a language setting allowing the player to set the game to English. It is also part of the compilation The King of Fighters Collection: The Orochi Saga for the PlayStation 2, PlayStation Portable and Wii. It was also released on the Wii Virtual Console in Japan on February 15, 2011, in North America on July 12, 2012 and in the PAL region on November 22, 2012.",https://images.launchbox-app.com/f045163b-1dbe-4d40-a3ab-b12c8a8f1ceb.png
The King of Fighters 2002,2002,3.94,,Action » Fighting » 2D,"The King of Fighters 2002: Challenge to Ultimate Battle (KOF '02) is a fighting game produced by Eolith and Playmore for the Neo Geoin 2002. It is the ninth game in The King of Fighters series and the second one to be produced by Eolith and developed by Playmore(formerly Brezzasoft). The game was ported to the Dreamcast, PlayStation 2, and the Xbox, wherein the PS2 and Xbox versions were released in North America in a two-in-one bundle with the following game in the series, The King of Fighters 2003.",https://images.launchbox-app.com/dfef8d70-bee4-42d2-8ce7-d43c6ddfa547.jpg
Tekken 5,2019-12-04,3.94,,Action » Fighting » 3D,"Tekken 5 (鉄拳5) is a fighting game developed and published by Namco in 2004 for the arcades and in 2005 for the PlayStation 2. It is the fifth main installment, in the Tekken series, marking the tenth anniversary of the series. The game was upgraded to Tekken 5.1, which had mostly balance changes to the gameplay, and later an update Tekken 5: Dark Resurrection which was released for arcades in 2005 and later ported to the PlayStation Portable as Tekken: Dark Resurrection and on the PlayStation 3.",https://images.launchbox-app.com/a7c9694f-75c3-414b-989e-f8bbc27a6224.jpg
OutRun,1996,3.94,,Racing » Arcade » Automobile,"Out Run (also stylized as OutRun) is an arcade game released by Sega in September 1986. It is known for its pioneering hardware and graphics and innovative features such as nonlinear gameplay and a selectable soundtrack with music composed by Hiroshi Kawaguchi. Designed as a racing game where the goal is to avoid traffic and reach one of five destinations, Out Run was set up for players to enjoy the experience of driving.",https://images.launchbox-app.com/28d842ee-abfe-4653-965e-7bd071b441e2.jpg
Samurai Shodown III,1995,3.93,,Action » Fighting » 2D,"Samurai Shodown III: Blades of Blood, known as Samurai Spirits: Zankuro Musouken (サムライスピリッツ 斬紅郎無双剣) in Japan and Fighters Swords in Korea, was released in the arcades on November 15, 1995. It is the third game in SNK's Samurai Shodownseries of fighting games. While it is the third game in the main series, it is the first part of a two-chapter story that is chronologically set between the events of Samurai Shodown and Samurai Shodown II.",https://images.launchbox-app.com/34bb9e78-69d2-4f08-9024-d9f0a85b4823.jpg
Bubble Bobble,1986,3.93,,Action » Platformer » 2D,"Bubble Bobble (バブルボブル Baburu Boburu) is a platform game by Taito, first released in arcades in 1986 and later ported to home systems. The game, starring the twin Bubble Dragons Bub and Bob, tasks players with travelling through one hundred stages, blowing and bursting bubbles, jumping on and off blown bubbles to navigate level obstacles, dodging and eliminating enemies, and collecting a variety of items including some that carry power-ups and significant bonuses. For example, the red shoe allows Bub and Bob to move faster, while wrapped candies cause Bub and Bob to blow bubbles faster, and blow bubbles at greater distances. Other items, such as umbrellas, allow to skip numerous levels, moving closer to the final level. The game became popular and led to a long series of sequels and spin-offs. The main goal of the game is to rescue Bub and Bob's girlfriends from the Cave of Monsters. The game has multiple endings, which depend on the player's performance and discovery of secrets.",https://images.launchbox-app.com/50365a35-f65d-40d2-a7a8-3b88e370e99b.jpg
X-Men,1992,3.92,,Action » Beat-'Em-Up » 2D,"The X-Men are a team of fictional superheroes appearing in American comic books published by Marvel Comics. Created by artist/co-writer Jack Kirby and writer Stan Lee, the characters first appeared in The X-Men #1 (September 1963) and formed one of the most recognizable and successful franchises of Marvel Comics, appearing in numerous books, television shows, films, and video games.",https://images.launchbox-app.com/0f9a86b3-1aaf-42cc-b7d0-29a70352e8b8.png
Metal Slug 6,2006,3.92,,Action » Shooter » Shoot-'Em-Up » Horizontal,"Metal Slug 6 (メタルスラッグ 6) is a run and gun video game for the Sammy Atomiswave arcade platform in the Metal Slug series. It was released in 2006. A PlayStation 2 port was released on September 14, 2006. A downloadable version was made available on the PlayStation Store for PlayStation 3 on May 20, 2015. It is also featured in Metal Slug Anthology for the Wii, PlayStation 2 and PlayStation Portable.",https://images.launchbox-app.com/mslug6.png
