title,released,gf_score,metascore,genre,description,cover_art_url
EarthBound,1995-06-05,4.38,N/A,Role-Playing,"EarthBound (known as Mother 2 in Japan) is a role-playing video game developed by Ape Inc. and HAL Laboratory and published by Nintendo for the Super Nintendo Entertainment System. The second entry in the Mother series, it was first released in Japan in August 1994, and in North America in June 1995. As Ness and his party of four, the player travels the world to collect eight melodies in order to defeat the evil alien force Giygas. EarthBound had a lengthy development period that spanned five years.",https://i.postimg.cc/nr8Vq0CX/f95bbae0-f631-4a24-a34d-1b34031a52b9.jpg
Mega Man X,1994-01,4.37,N/A,Action,"Mega Man X (after X4stylized as Megaman X), known in Japan as Rockman X, is a Mega Man series of action platform video games released by Capcom. It was initially released on December 17, 1993 in Japan (January 1994 in North America) on the Super NES/Super Famicom and spawned sequels on several systems, most of which were later ported to the PCplatform. The plot is a continuation of the preceding series, Mega Man.",https://i.postimg.cc/hPBPjykw/65fabb32-7e02-4841-a4a6-7738a0a7411e.png
Terranigma,1996-12-19,4.35,N/A,Role-Playing,"Terranigma, known as Tenchi Sōzō in Japan, is a 1995 action role-playing game for the Super Nintendo Entertainment System developed by Quintet. Manga artist Kamui Fujiwara is credited with the character designs. Terranigma tells the story of the Earth's resurrection by the hands of a boy named Ark, and its progress from the evolution of life to the present day.",https://i.postimg.cc/4x8JWJYk/8c10f518-34c1-4eb1-b04a-3061cd515f4b.png
Super Mario World 2: Yoshi's Island,1995-10-04,4.34,91,Action,"Super Mario World 2: Yoshi's Island is a 1995 platform game developed and published by Nintendo for the Super Nintendo Entertainment System. To reunite baby brothers Mario and Luigi, who has been kidnapped by Kamek, the player controls Yoshi, a friendly dinosaur, through 48 levels while carrying Baby Mario. As a Super Mario series platformer, Yoshi runs and jumps to reach the end of the level while solving puzzles and collecting items. In a style new to the series, the game has a hand-drawn aesthetic and is the first to have Yoshi as its main character. The game introduces his signature abilities to flutter jump and produce eggs from swallowed enemies.",https://i.postimg.cc/qRK4Byj4/019cbea1-242c-40b7-b4bd-3e58495ecfaf.jpg
Seiken Densetsu 3,1995-09-30,4.33,N/A,Role-Playing,"Trials of Mana, originally released in Japan as Seiken Densetsu 3, is a 1995 action role-playing video game developed and published by Square (now Square Enix) for the Super Famicom. It is the sequel to the 1993 game Seiken Densetsu 2 (released as Secret of Mana outside Japan), and is the third installment in the Mana series. Set in a high fantasy world, the game follows three heroes as they attempt to claim the legendary Mana Sword and prevent the Benevodons from being unleashed and destroying the world. It features three lengthy main plot lines and six different possible main characters, each with their own story lines, and allows two players to play simultaneously.",https://i.postimg.cc/05JbrJb6/5c879c99-44e9-4cce-9712-37d1a673958d.png
Kirby Super Star,1996-09-20,4.31,N/A,Action,"Kirby Super Star, as Kirby's Fun Pakin PAL regions, is a 1996 platforming video game developed by HAL Laboratory and published by Nintendo for the Super Nintendo Entertainment System, part of the Kirby series of platforming video games by HAL Laboratory. The game was advertised as featuring eight games: seven short subsections with the same basic game play, and two mini games. The game was later released for the Wii and Wii U Virtual Consoles.",https://i.postimg.cc/0yHspc49/6f20288b-2e6a-42ee-be23-af73fcd05b88.jpg
Lufia II: Rise of the Sinistrals,1996-08,4.3,N/A,Role-Playing,"Lufia II: Rise of the Sinistrals, known as Estpolis Denki II, officially translated Biography of Estpolis II) in Japan, and as Lufia in Europe and Australia, is a role-playing video game with puzzleelements developed by Neverland and published in Japan in 1995 by Taito, and in North America and Europe in 1996 by Natsume and Nintendo respectively, for the Super Nintendo Entertainment System. The game is a prequel to Lufia & the Fortress of Doom. It follows the story of the first main character's ancestor, Maxim, and explains the origins of the war between mankind and a group of gods called the Sinistrals.",https://i.postimg.cc/qvFPtgtR/e73654b7-ec65-4438-970a-baaa5b07ebdf.jpg
Final Fantasy II,1991-11-23,4.28,85,Role-Playing,"Final Fantasy II is a fantasy role-playing video game developed and published by Square in 1988 for the Family Computer as the second installment of the Final Fantasy series. The game has received numerous enhanced remakes for the Wonder Swan Colour, the PlayStation, the Game Boy Advance, the PlayStation Portable, and multiple mobile and smartphone types. As neither this game nor Final Fantasy III were initially released outside Japan, Final Fantasy IV was originally released in North America as Final Fantasy II, so as not to confuse players.",https://i.postimg.cc/bYLFDdWh/dd23eb36-6399-442e-b7a8-4e683f3249eb.png
Dragon Quest III: Soshite Densetsu e...,1996-12-06,4.27,N/A,Role-Playing,"Dragon Quest III: The Seeds of Salvation, titled Dragon Warrior III when initially localised to North America, is a role-playing video game developed by Chunsoft and published by Enix. It is the third installment in the Dragon Quest series and was first released for the Family Computer (Famicom) in Japan and later for the Nintendo Entertainment System (NES) in North America.",https://i.postimg.cc/65yz8cCr/70b953cc-5260-4d92-9ebf-b2a8819a07dc.png
Donkey Kong Country,1994-11-25,4.26,78,Action,"Donkey Kong Country is a 1994 platform game developed by Rare and published by Nintendo for the Super Nintendo Entertainment System. The game centers on the duo of Donkey Kong and his nephew Diddy Kong, who are on a quest to recover their stolen banana hoard from King K. Rool and his henchmen Kremlings. Development began shortly after Rare founders, brothers Tim and Chris Stamper, ran experiments with a Silicon Graphics (SGI) workstation to render 3D sprites.",https://i.postimg.cc/jjPRty8K/384da923-15ea-44f2-9d07-16c996b63aaa.png
Tetris Attack,1996-08,4.26,N/A,Puzzle,"Tetris Attack is a 1995 puzzle video game developed by Intelligent Systems and published by Nintendo for the Super Nintendo Entertainment System and Game Boy. It is the first game in the Puzzle League series. While it was originally known in Japan as Panel de Pon for the Super Famicom and featured different art assets and characters, its English localization was replaced with characters from Super Mario World 2: Yoshi's Island.",https://i.postimg.cc/x1b23KVH/733c7e38-c064-47f7-b7bc-2757e084c9b0.jpg
Secret of Mana,1993-10,4.25,N/A,Role-Playing,"Secret of Mana, originally released in Japan as Seiken Densetsu 2, is a 1993 action role-playing game developed and published by Square (now Square Enix) for the Super Nintendo Entertainment System. It is the sequel to the 1991 game Seiken Densetsu, released in North America as Final Fantasy Adventure and in Europe as Mystic Quest, and it was the first Seiken Densetsu title to be marketed as part of the Mana seriesrather than the Final Fantasyseries. Set in a high fantasyuniverse, the game follows three heroes as they attempt to prevent an empire from conquering the world with the power of an ancient flying fortress.",https://i.postimg.cc/FzWY3j58/34403555-de60-42a7-8ebd-955f60bbbd65.png
Tactics Ogre: Let Us Cling Together,1995-10-06,4.22,N/A,Strategy,"Tactics Ogre: Let Us Cling Together is a Japanese tactical role-playing game created by Quest. The game was released in 1995 on the Super Famicom in Japan as a sequel to Ogre Battle: The March of the Black Queen. Let Us Cling Together is the second entry released in the Ogre Battle franchise, featuring many dramatically different game play elements from its predecessor. While The March of the Black Queen has the player managing an army of squads free-roaming in semi-real time over larger areas of land, Tactics Ogre features turn-based battles and offers more control over individual characters.",https://i.postimg.cc/8k0kdkf2/8a32f6f5-7fb4-412b-adc8-885f29692e11.png
Tales of Phantasia,1995-12-15,4.22,76,Role-Playing,"Tales of Phantasia is a role-playing video game originally developed by Wolf Team. It is the first title in Namco's Tales series. Initially released for the Super Famicom in December 1995, it was later ported to a number of other platforms, including a Japan-exclusive version for the PlayStation in December 1998 and a Game Boy Advance version published by Namco in Japan in August 2003 and later published by Nintendo in North America and Europe in March 2006, which marked the first time the game was officially available in English.",https://i.postimg.cc/fLgsv5yc/ed2c8a62-28fe-4a08-aa59-bdabac8ae357.jpg
Super Street Fighter II,1994-06,4.2,N/A,Action,"Super Street Fighter II: The New Challengers is a head-to-head fighting game produced by Capcom and originally released as an arcade game in 1993. It is the fourth game in the Street Fighter II sub-series of Street Fighter games, following Street Fighter II Turbo: Hyper Fighting. In addition to refining and balancing the existing character roster from the previous versions, Super Street Fighter II introduced four new characters.",https://i.postimg.cc/ZqwzTjrG/6fb9eb22-e4a1-4b9a-b0a4-b69e9bc7b8ef.jpg
Mega Man X2,1995-01,4.18,N/A,Action,"Mega Man X2, known as Rockman X2 in Japan, is a video game developed by Capcom for the Super Nintendo Entertainment System(SNES). The game was released in Japan on December 16, 1994 and in North America and PAL regions in 1995. It is the direct sequel to Mega Man X, released one year prior. Mega Man X2 takes place in the near future in which humans try to peacefully coexist with intelligent robots called ""Reploids"", with some of the Reploids going ""Maverick"" and threatening daily life.",https://i.postimg.cc/ZYBnMymb/ea8c4993-2be9-47a7-ae15-752b960412b1.jpg
Front Mission,1995-02-24,4.18,72,Strategy,"Front Mission is a collection of video games and related media produced by Square, now Square Enix. The series was created by Toshiro Tsuchidaand developed by G-Craft, a studio that was later absorbed by Square and existed within Square Enix as Product Development Division-6. Since the release of the original Front Missionin 1995, the series has gone on to encompass several media, including film, manga, novels, radio dramas, mobile phone applications, and toys. While the series is primarily rooted in the turn-based tactical role-playing genre, it has also ventured into other genres such as side-scrolling shooter, real-time strategy (RTS), massive multiplayer online (MMO), and third-person shooter through its spin-offs.",https://i.postimg.cc/JnyrvS96/8e4b792f-b369-4d73-bf6e-e65dcdf5e127.png
Super Game Boy,1994-,4.17,,Miscellaneous,"The Super Game Boy is a peripheral that allows Game Boy cartridges to be played on a Super Nintendo Entertainment System console. Released in June 1994, it retailed for $59.99 in the United States and £49.99 in the United Kingdom.",https://i.postimg.cc/cLXdHsWk/cb631921-0d0e-4c19-943f-dd3c70664bda.jpg
Final Fantasy IV,1991-07-19,4.16,85,Role-Playing,"Final Fantasy IV, known as Final Fantasy II for its initial North American release, is a role-playing video game developed and published by Square (now Square Enix) for the Super Nintendo Entertainment System. Released in 1991, it is the fourth main installment of the Final Fantasy series. The game's story follows Cecil, a dark knight, as he tries to prevent the sorcerer Golbez from seizing powerful crystals and destroying the world. He is joined on this quest by a frequently changing group of allies.",https://i.postimg.cc/j2HbrTvX/71bb8774-c771-430f-b23d-d9e91d9034ea.jpg
Teenage Mutant Ninja Turtles IV: Turtles in Time,1992-08,4.16,,Action,"Teenage Mutant Ninja Turtles: Turtles in Time, released as Teenage Mutant Hero Turtles: Turtles in Time in Europe, is an arcade video game produced by Konami. A sequel to the original Teenage Mutant Ninja Turtles (TMNT) arcade game, it is a scrolling beat 'em up type game based mainly on the 1987 TMN animated series. Originally an arcade game, Turtles in Time was ported to the Super Nintendo Entertainment System in 1992 under the title Teenage Mutant Ninja Turtles IV: Turtles in Time, continuing the numbering from the earlier Turtles games released on the original NES.",https://i.postimg.cc/9QfvLy31/eab92fc5-d98e-4a29-9c00-5e053e849463.jpg
Fire Emblem: Thracia 776,2000-01-21,4.15,,Strategy,"Fire Emblem: Thracia 776 a tactical role-playing game developed by Intelligent Systems and published by Nintendo for the Super Famicom; it was originally released through the Nintendo Power flash cartridge in 1999, then on a ROM cartridge the following year - it was the final Super Famicom game to release on a physical cartridge. It is the fifth installment in the Fire Emblem series, the third and last title to be developed for the Super Famicom, and the last home console Fire Emblem until the release of Fire Emblem: Path of Radiance in 2005.",https://i.postimg.cc/nhs3s2f8/00e74f67-673a-4a56-bc75-c015ae87aa3a.png
Super Castlevania IV,1991-12-03,4.15,,Action,"Super Castlevania IV is a 1991 platform game developed and published by Konami. Released originally for the Super Nintendo Entertainment System, it has been re-released multiple times, including for the Super NES Classic Edition. Super Castlevania IV features expanded play control, 16-bit graphics featuring SNES Mode 7, and a soundtrack featuring brand new pieces and arrangements based on previous Castlevania music. Following the same setting as Castlevania on the NES, the game takes place in 1691 Transylvania, where the vampire hunter Simon Belmont must defeat the vampire Dracula.",https://i.postimg.cc/kGXc7Fvp/11c70093-19e9-46cc-9675-244ed5bc7606.jpg
Front Mission: Gun Hazard,1996-02-23,4.13,,Role-Playing,"Front Mission Series: Gun Hazard is a 1996 video game developed by Omiya Soft. The game is the second entry in the Front Mission series, and is a side-scrolling role-playing shooter.",https://i.postimg.cc/436btF80/2e93afaf-42ef-412d-a2d7-3abb8e93c5c8.png
Donkey Kong Country 3: Dixie Kong's Double Trouble,1996-11,4.13,77,Action,"Donkey Kong Country 3: Dixie Kong's Double Trouble!, released in Japan as Super Donkey Kong 3: Nazo no Kremis Shima  Super Donkey Kong 3: Mysterious Kremis Island) is an adventure platform video game developed by Rare and published by Nintendo for the Super Nintendo Entertainment System(SNES). It was released on November 22, 1996, in North America, on November 23, 1996 in Japan, and on December 13, 1996 in Europe and Australia. It is the third installment of the Donkey Kong Country series and serves as a direct sequel to Donkey Kong Country 2: Diddy's Kong Quest.",https://i.postimg.cc/3rSjgGB3/67bdf7c9-f1f9-4931-9a24-40eefa61a9d7.jpg
Ultimate Mortal Kombat 3,1996-10-11,4.12,N/A,Action,"Ultimate Mortal Kombat 3 (UMK3) is a fighting game in the Mortal Kombat series, developed and released by Midway to arcades in 1995. It is a standalone update of 1995's earlier Mortal Kombat 3 with an altered game play system, additional characters like the returning favourites Kitana and Scorpion who were missing from Mortal Kombat 3, and some new features. Several home port versions of the game were soon released after the arcade original. Although none were completely identical to the arcade version, the Sega Saturn port came closest.",https://i.postimg.cc/k4M8SMRV/bf36285d-db20-4b2a-84a2-18f6116446ca.jpg
Mega Man X3,1996-01,4.11,,Action,"Mega Man X3, known as Rockman X3 in Japan, is a video game released by Capcom for the Super Nintendo Entertainment System (SNES). The game was originally released in Japan on December 1, 1995 and later in North American and PAL regions in 1996. It is the third game in the Mega Man X series and the last to appear on the SNES. Mega Man X3 takes place in a fictional future in which the world is populated by humans and intelligent robots called ""Reploids"". Like their human creators, some Reploids involve themselves in destructive crime and are labelled as ""Mavericks"". After twice defeating the Maverick leader Sigma, the heroes Mega Man X and Zero must battle a Reploid scientist named Dr. Doppler and his utopia of Maverick followers.",https://i.postimg.cc/T3rWH5rL/7e97c1a1-79a2-4a72-b948-c5509c3dce1c.jpg
Contra III: The Alien Wars,1992-04,4.11,,Action,"Contra III: The Alien Wars, released in Japan as Contra Spirits and in PAL regions as Super Probotector: Alien Rebels, is a 1992 run and gun video game for the Super Nintendo Entertainment System developed and published by Konami. It is the third console iteration of the Contra series, following the original Contra (1987) and Super C (1988) for the NES.",https://i.postimg.cc/pdWBHMYB/0c5ee151-8f04-4af4-8d33-807e847509b5.jpg
Rendering Ranger: R2,1995-11-17,4.1,,Action,"Rendering Ranger: R2 is a 1995 side scrolling action video game developed by Rainbow Arts and published by Virgin Interactive for the Super Famicom. It was released only in Japan, and has gone on to be one of the rarest Super Famicom titles in existence.",https://i.postimg.cc/G3WJpyxt/dceb016c-b0da-40b0-b6ba-056189e221e4.jpg
Dragon Quest V: Tenkuu no Hanayome,1992-09-27,4.09,84,Role-Playing,"Dragon Quest V: Hand of the Heavenly Bride is a role-playing video game and the fifth installment in the Dragon Quest video game series, second of the Zenithian Trilogy. Originally developed by Chunsoft and published by Enix Corporation, Dragon Quest Vwas the first title in the series to be released for the Nintendo Super Famicom(SFC aka SNES) video game console in Japan in September 1992.",https://i.postimg.cc/0QLmrTmF/9bcac699-a4ec-4cc6-bb56-6827b920944d.png
Romancing SaGa 3,1995-11-11,4.09,,Role-Playing,"Romancing SaGa 3 is the sixth title in the SaGarole-playing video game series developed and published by Square for the Super Famicom system in Japan. Originally released on the Super Famicom system in Japan on November 11, 1995, the game was released on the Virtual Console in Japan for Wii on September 21, 2010 and Wii U on February 26, 2014. A remaster for iOS, Android and PlayStation Vita was announced in 2017. On April 11, 2017, Akitoshi Kawazu tweeted that they would be working on an English version of the game after releasing it in Japan.",https://i.postimg.cc/cJC8hxBP/5dc4678b-98cf-48e5-8fe8-b9c2c11e0c11.png
Final Fantasy V,1992-12-06,4.09,83,Role-Playing,Final Fantasy V is a medieval-fantasy role-playing video game developed and published by Square in 1992 as a part of the Final Fantasy series. The game first appeared only in Japan on Nintendo's Super Famicom (known internationally as the Super Nintendo Entertainment System). It has been ported with minor differences to Sony's PlayStation and Nintendo's Game Boy Advance. An original video animation produced in 1994 called Final Fantasy: Legend of the Crystals serves as a sequel to the events depicted in the game.,https://i.postimg.cc/MHmTxNYy/02929ee7-53a1-4b9d-8ce6-38419a4ccefc.png
Clock Tower,1995-09-14,4.09,,Adventure,"Clock Tower is a survival horror point-and-click adventure video game series created by Hifumi Kono. The series includes four games in total. The first entry, Clock Tower (1995), was developed by Human Entertainment and released on the Super Famicom exclusively in Japan. Human Entertainment developed two more entries, Clock Tower (1996) and Clock Tower II: The Struggle Within (1998), which were released on the PlayStation and localised outside Japan.",https://i.postimg.cc/VNtzm2fd/d19d1d99-c637-4a4a-b93f-3f58bb8236d1.png
Live A Live,1994-09-02,4.09,,Strategy,"Live A Live is a role-playing video game developed and published by Square for the Super Famicom, and released on September 2, 1994. It was never released outside Japan, but it has been unofficially translated into English. It was released on the Virtual Console for Nintendo Wii U on June 24, 2015 and New Nintendo 3DS on November 28, 2016 in Japan. Live A Live's story begins with a series of seven seemingly unrelated chapters that can be played in any order, based on popular genres such as Western, science fiction, and mecha. Each chapter has its own plot, setting, and characters.",https://i.postimg.cc/WzNVm3Mk/493ed435-6ed4-454a-b977-45793b520ef3.png
International Superstar Soccer Deluxe,1995-11,4.08,,Sports,"International Superstar Soccer Deluxe is a football video game and the sequel to International Superstar Soccer developed and published by Konami. The Deluxe version was published first to the SNES, then the Mega Drive(developed by Factor 5) and finally the PlayStation.",https://i.postimg.cc/JhNST87c/e9ece22d-2232-4010-a655-04688ed96cbc.jpg
Solid Runner,1997-03-28,4.08,,Role-Playing,Solid Runner is a 1997 role-playing video game developed by Sting Entertainment and published by ASCII Corporation for the Super Famicom.,https://i.postimg.cc/m2PqvC2r/c6f28ef1-a273-4936-b343-0567276a5ce4.png
Ogre Battle: The March of the Black Queen,1995-05,4.08,,Strategy,"Ogre Battle: The March of the Black Queen is a real-time tactical role-playing video game developed by Quest and released in Japan in 1993, and in 1995 in North America for the Super Nintendo Entertainment System. It is the first installment of the Ogre Battle series. It was directed by Yasumi Matsunoand designed by Matsuno and Akihiko Yoshida. The story of Ogre Battle focuses on a band of rebels as they lead a revolution against a corrupt reigning Empire, ruled by an evil Empress.",https://i.postimg.cc/V6sZDbVm/4854d28e-3a70-447b-b08f-a651a4e41173.jpg
Dragon Quest VI: Maboroshi no Daichi,1995-12-09,4.08,78,Role-Playing,"Dragon Quest VI: Realms of Revelation is a role-playing video game developed by Heartbeat and published by Enix for the Super Famicom as a part of the Dragon Quest series and as the last Dragon Quest game in the Zenithian Trilogy. It was released in Japan in December 1995,developed by Heartbeat; whereas the previous Dragon Quest games were developed by Chunsoft.",https://i.postimg.cc/85Cwhg7C/0ed36b01-5a4d-4d7e-978b-ae257cbfa1a8.png
Wild Guns,1995-07,4.07,N/A,Action,"Wild Guns is a 1994 space western shooting gallery video game developed by Natsume for the Super Nintendo Entertainment System. Set in the Wild West with steampunk and sci-fi influences, the story follows Annie and her bounty hunter Clint, seeking revenge for the death of her family. The player controls either Annie or Clint sidestepping and jumping in the foreground while shooting down enemy robots in the background and dodging enemy bullets. These game play mechanics combine elements from third-person shooters and light gun games.",https://i.postimg.cc/xdfBF7Xw/d86cbd63-da55-471f-b240-f4b2b8c32ea6.jpg
RockMan & Forte,1998-04-24,4.07,,Action,"Mega Man & Bass is an action-platform video game developed and published by Capcom. It is a spin-off title in the original Mega Man series and was originally released in Japan for the Super Famicom on April 24, 1998. It was later ported to the Game Boy Advance (GBA) handheld in 2002, and localised in English and released the following year.",https://i.postimg.cc/RCHpG9P3/69e81f7d-fb40-466c-9a01-373e338bf117.png
NBA Live 98,1998-03,4.07,,Sports,"NBA Live 98 is a basketball video game based on the National Basketball Association and the fourth installment of the NBA Live series. The cover features Tim Hardaway of the Miami Heat. The game was developed by EA Sports and released on November 30, 1997 for the PlayStation, October 31, 1997 for the PC and December 31, 1997 for the Sega Saturn. It was the final version of NBA Live released for the Super NES, Genesis and Sega Saturn.",https://i.postimg.cc/jdhXkjyj/4e280142-d56b-4e13-adf2-4aaae47e9c53.jpg
Famicom Tantei Club Part II,2008-04-30,4.07,,Adventure,"Famicom Tantei Club Part II: Ushiro ni Tatsu Shōjo is a text-based adventure game released by Nintendo in 1989 for the Family Computer Disk System. The original version was released on two disks in 1989, and the game was ported to the Super Famicom and the Game Boy Advance several years later. The Super Famicom version was released in Japan for the Wii's Virtual Console on April 30, 2008, and Wii U's Virtual Console on July 31, 2013.The Famicom version was released for the Virtual Console on December 22, 2009. Neither version of the game was ever released outside Japan.",https://i.postimg.cc/XqbfsMJF/643b15d5-5189-4bbf-b7c4-a6bb9c6545e5.jpg
Metal Slader Glory: Director's Cut,2000-11-29,4.06,,Adventure,"Metal Slader Glory is an adventure game developed and published by HAL Laboratory and released for the Famicom in 1991. The game is set in 2062 after humans have colonised the Moon and established several space stations. Earth-based mechanic Tadashi and his girlfriend discover a mech from a war eight years past with an ominous message stored in its memory suggesting Earth is in danger. Tadashi decides to venture to nearby space colonies along with Elina and his younger sister Azusa to investigate the origins of the mech. As Tadashi, the player speaks with other characters and picks dialogue and action commands to advance the narrative.",https://i.postimg.cc/C1jDBvNK/4614cd4f-aa8b-4a4e-adc4-1a6894604c2b.png
Breath of Fire II,1995-12,4.06,81,Role-Playing,"Breath of Fire II is a role-playing video game developed and published by Capcom. First released in 1994, the game was licensed to Laguna for European release in 1996. It is the second entry in the Breath of Fire series. It was later ported to Game Boy Advance and re-released worldwide. The game was released on Wii's Virtual Console in North America on August 27, 2007. Nintendo of Europe's website mistakenly announced it for release on July 27, 2007, but it was in fact released two weeks later, on August 10, 2007.",https://i.postimg.cc/PJSCY08d/b81423c5-3f3b-40b4-9329-7646a80bbe03.jpg
Super Mario Kart,1992-09,4.06,N/A,Racing,"Super Mario Kart is a 1992 kart racing video game developed and published by Nintendo for the Super Nintendo Entertainment System video game console. The first game of the Mario Kart series, it was released in Japan and North America in 1992, and in Europe the following year. Selling 8.76 million copies worldwide, the game went on to become the fourth best selling SNES game of all time. Super Mario Kart was re-released on the Wii's Virtual Console in 2009, and on the Wii U's Virtual Console in 2013.",https://i.postimg.cc/J7p06VGL/ff5c1890-daaf-4e59-af62-e02077119d00.png
Rudra no Hihou,1996-04-05,4.06,,Role-Playing,"Treasure of the Rudras is a Japanese role-playing game released by Square in 1996, and the company's last developed for the Super Famicom. The plot incorporates elements from Indian religions, centrally the concept of the wheel of time - every 4000 years the world is destroyed and recreated by a Rudra - the name taken from an aspect of the Hindu god of destruction, Shiva. With several races of beings already eradicated and replaced, the story takes place during the final 15 days before humans are scheduled to be wiped out as well.",https://i.postimg.cc/m2d2T09S/f241b16a-7cc1-49c7-a649-f5199494dc02.png
