title,released,gf_score,metascore,genre,description,cover_art_url
Earthworm Jim: Special Edition,1995-03-15,3.67,N/A,Action - Platformer - 2D,"Earthworm Jim is a series of side-scrolling platforming video games, the first game of which was released in 1994. The series is noted for its platforming and shooting gameplay, surrealist humor, and edgy art style. Four games were released in the series: Earthworm Jim, Earthworm Jim 2, Earthworm Jim 3D, and Earthworm Jim: Menace 2 the Galaxy. The series lay dormant for almost a decade before Gameloft remade the original game in HD for PlayStation Network and Xbox Live Arcade in 2010. Interplay announced Earthworm Jim 4 in 2008, but little has surfaced since",https://images.launchbox-app.com/a968869c-972a-4d17-9a8f-4f8438fc0cad.jpg
Road Avenger,1993,3.62,N/A,Action - General,"Road Avenger (ロードブラスターＦＸ, Road Blaster FX?) est un jeu vidéo d'action de type film interactif sorti en 1992 sur borne d'arcade et Mega-CD. Il a été développé et édité par WolfTeam. En 2018, une conversion non officielle a vu le jour pour Amiga1.",https://images.launchbox-app.com/f80adb2a-b526-4f1b-991a-76861b2bcc45.jpg
Mortal Kombat,1994-05-26,3.56,N/A,Action - Fighting - 2D,"Mortal Kombat is a media franchise centered on a series of video games, originally developed by Midway Games' Chicago studio in 1992. The development of the first game was originally based on an idea that Ed Boon and John Tobias had of making a video game starring Jean-Claude Van Damme, but as that idea fell through, a fantasy-themed fighting game titled Mortal Kombat was created instead. Mortal Kombat was the first ever fighting game to introduce a secret fighter, reached if the player fulfilled a set of requirements. The original game has spawned many sequels and spin-offs consisting of several action-adventure games, films (animated and live-action with its own sequel), and television series (animated and live-action), as well as a comic book series, a card game and a live-action tour. Along with Street Fighter and Tekken, Mortal Kombat has become one of the most successful fighting franchises in the history of video games and one of the highest-grossing media franchises of all time.",https://images.launchbox-app.com/8362d1cf-c80c-4844-9123-6b735b01cadb.jpg
Flink,1994,3.54,N/A,Action - Platformer - 2D,Flink (released in North America as The Misadventures of Flink) is a 2D scrolling platform video game developed by Psygnosis.,https://images.launchbox-app.com/2ac81a6a-62a0-45a2-b25d-9f8c05c4e72e.jpg
Batman Returns,1993-05-01,3.51,N/A,Action - Beat-'Em-Up - 2D,"Batman Returns is a 1992 American superhero film directed by Tim Burton, based on the DC Comics character Batman. It is a sequel to the 1989 film Batman and the second installment of Warner Bros. initial Batman film series, with Michael Keaton reprising the role of Bruce Wayne / Batman. The film, produced by Denise Di Novi and Burton, also stars Danny DeVito, Michelle Pfeiffer, Christopher Walken, Michael Gough, Pat Hingle, and Michael Murphy. In Batman Returns, Batman finds a new foe in the form of the Penguin, whose aim is to kill all of Gotham City's firstborn sons, while dealing with Selina Kyle/Catwoman, the former secretary of businessman Max Shreck and who seeks vengeance against Shreck for attempting to kill her to hide his own plans to bring the city under his control",https://images.launchbox-app.com/3404f62c-ef74-4b48-b0f3-4ff608dc885e.jpg
Sol-Feace,1992,3.48,N/A,Action - Shooter - Shoot-'Em-Up - Horizontal,"Sol-Feace (ソルフィース) is a shoot 'em up developed by Wolf Team. It was first released for the X68000 exclusively in Japan on November 22, 1990, but was soon after released worldwide for the Sega CD.",https://images.launchbox-app.com/cf172ab3-c5cd-44be-97f4-28c8fce1b1e8.jpg
Dungeon Explorer,1994,3.48,N/A,Role-Playing - General,"Dungeon Explorer (ダンジョンエクスプローラー Danjon Ekusupurōrā) is an action role-playing game released for the PC Engine/TurboGrafx-16 in 1989. It is centered on the quest of several heroes to find the Ora Stone for the king of Oddesia. When the alien race that now rules the land invaded, the stone was hidden deep in the dungeons of the land by the King to keep it safe. Now, however, the king wants the players to recover the stone, which can bring life, light, and happiness, and to kill the alien king, Natas: King Satan. The heroes progress through several different dungeons and fight fearsome bosses such as Bullbeast and Grimrose, and finally recover the Ora stone. Upon giving it to the king, however, the king reveals himself as Natas and steals the stone. Additionally, a guard named Judas also betrays the heroes, but is defeated by them. The adventurers then chase and confront Natas, killing him and taking back the Ora stone and ushering in a time of peace.",https://images.launchbox-app.com/953047aa-a512-49a9-aee3-1c0fb7fa9210.jpg
Mickey Mania: The Timeless Adventures of Mickey Mouse,1994-11-01,3.29,N/A,Action - Platformer - 2D,"Mickey Mania: The Timeless Adventures of Mickey Mouse is a 1994 platform video game developed by Traveller's Tales/Psygnosis and published by Sony Imagesoft for the Super Nintendo Entertainment System, Sega Genesis, and Sega CD. In the game, the player controls Mickey Mouse, who must navigate through various side-scrolling levels, each designed and based from classical Mickey Mouse cartoons. The game was later released on the PlayStation in 1996 as Mickey's Wild Adventure.",https://images.launchbox-app.com/0c9ebe15-9067-447f-99e2-ae901890f8db.jpg
Jurassic Park,1993,3.2,N/A,Action Adventure - General,"Jurassic Park: The Game is an episodic graphic adventure video game based on the 1993 film Jurassic Park and released for the PlayStation 3, Macintosh, Microsoft Windows, and Xbox 360. The game was developed and published by Telltale Games as part of a licensing deal with Universal Partnerships & Licensing.",https://images.launchbox-app.com/eb3fb035-3e1a-4a64-88e3-e702693e11b4.jpg
Night Trap,1993,2.72,N/A,Action - General,"Night Trap is an interactive movie video game developed by Digital Pictures and originally released by Sega for the Sega CD in 1992. The game is presented primarily through the use of full motion video (FMV). In Night Trap, the player takes the role of a special agent tasked to watch over teenage girls (starring Dana Plato) visiting a house which, unbeknownst to them, is full of danger. The player watches live surveillance footage of the house and triggers traps to capture anyone seen endangering the girls. The player can freely switch their view between different cameras to keep watch over the girls and eavesdrop on conversations to follow the story and listen for clues.",https://images.launchbox-app.com/8fd3b814-14f9-4781-a935-4ed8c39c30f5.jpg
Sewer Shark,1992-10-15,2.49,N/A,Action - Shooter - Rail,"Sewer Shark is a first-person rail shooter video game, and is the first on a home console to use full-motion video for its primary gameplay. It was originally slated to be the flagship product in Hasbro's Control-Vision video game system, which would use VHS tapes as its medium. However, Hasbro cancelled the Control-Vision platform, and Digital Pictures later developed the game for the Sega CD expansion unit. Sewer Shark is one of the first titles for the Sega CD and one of its best-selling games, leading Sega to eventually bundle it with Sega CD units. It was later ported and released for the 3DO in 1994. A port was also planned for the SNES-CD, but that system was cancelled.",https://images.launchbox-app.com/f992afb3-3644-495e-a306-586ef33f0b5e.jpg
