title,released,gf_score,metascore,genre,description,cover_art_url
"
Rune Factory 3: A Fantasy Harvest Moon",2010-11-09,4.37,77,Role-Playing - Action RPG,"Rune Factory 3: A Fantasy Harvest Moon is a simulation role-playing video game developed by Neverland and published in Japan by Marvelous Entertainment for the Nintendo DS handheld console. It was published in North America by Natsume in November 2010. It was released in Europe by Rising Star Games on September 2011. It is the fourth game in the Rune Factory series, and the third on the DS.",https://images.launchbox-app.com/febc5bf6-4033-432e-8ccd-78a7de05145f.jpg
Phoenix Wright: Ace Attorney ,2005-10-12,4.36,81, Adventure - Visual Novel,"Phoenix Wright: Ace Attorney is a visual novel adventure video game developed by Capcom. It was released in 2001 for the Game Boy Advance in Japan and has been ported to multiple platforms. The 2005 Nintendo DS version, titled Gyakuten Saiban Yomigaeru Gyakuten in Japan, introduced an English language option, and was the first time the game was released in North America and Europe. It is the first entry in the Ace Attorney series; several sequels and spin-offs were produced, while this game has seen further ports and remasters for computers, game consoles, and mobile devices.",https://images.launchbox-app.com/8ac0fbe3-2178-40da-85e9-5b7e88c7c6c9.png
Professor Layton and the Unwound Future,2010-09-12,4.36,86,Puzzle - General,"Professor Layton and the Unwound Future, known in Europe and Australia as Professor Layton and the Lost Future, is the third game in the first trilogy of the Professor Layton puzzle game series by Level-5. It was first released in Japan in November 2008 and was later released in North America in September 2010 and in Europe and Australia in October 2010. In the game, Layton meets an older version of his apprentice, Luke, who brings him to a terrible future he wishes him to help fix. The game was highly well received by critics.",https://images.launchbox-app.com/9625379e-061c-4a06-be36-9b968f4939cd.jpg
Inazuma Eleven 2: Blizzard,2012-03-16,4.35,74,Sports - Team - Soccer - Arcade,"Inazuma Eleven 2 (イナズマイレブン2 脅威の侵略者 Inazuma Irebun 2: Kyoui no Shinryakusha, lit. ""Inazuma Eleven 2: The Threat of the Invader"") is a role-paying and sports video game for the Nintendo DS developed and published by Level-5. It was released on October 1, 2009 in Japan, and was released on March 16, 2012 in Europe. There are 2 versions of the game, Firestorm (Fire in the Japanese version) and Blizzard.",https://images.launchbox-app.com/b4b1bf6e-3e8c-4bc5-8291-9e12a86ab011.jpg
Mega Man Star Force 3: Black Ace,2009-06-30,4.35,58,Role-Playing - Action RPG,"Mega Man Star Force 3, known in Japan as Ryūsei no Rockman 3 (流星のロックマン3 Ryūsei no Rokkuman Suri, Shooting Star Rockman 3), is a video game developed by Capcom for the Nintendo DS handheld game console. It was released in Japan on November 13, 2008 and in United States on June 30, 2009. The game was released with two versions: Black Ace (ブラックエース) and Red Joker (レッドジョーカー). Each features a unique cover and unique character transformations, among other features. A sequel, Mega Man Star Force 4, was in development from between 2009 and 2010 when it was cancelled due to low sales of this game and Rockman EXE Operate Shooting Star.",https://images.launchbox-app.com/70acb2bd-5001-4f8b-8302-5131a38265de.jpg
Super Robot Taisen W,2007-03-01,4.35,N/A,Strategy - Turn-Based - Tactics,"Super Robot Wars W (スーパーロボット大戦 W Sūpā Robotto Taisen Daburyū) is part of the Super Robot Wars franchise and was published for the Nintendo DS by Banpresto. It is the first Super Robot Wars game released for the Nintendo DS. Like some DS games, special features can be unlocked by starting a new game with any of the Game Boy Advance era games inserted into SLOT 2.",
Inazuma Eleven 2: Firestorm,2012-03-16,4.33,74,Sports - Team - Soccer - Arcade,"Inazuma Eleven 2 (イナズマイレブン2 脅威の侵略者 Inazuma Irebun 2: Kyoui no Shinryakusha, lit. ""Inazuma Eleven 2: The Threat of the Invader"") is a role-paying and sports video game for the Nintendo DS developed and published by Level-5. It was released on October 1, 2009 in Japan, and was released on March 16, 2012 in Europe. There are 2 versions of the game, Firestorm (Fire in the Japanese version) and Blizzard.",https://images.launchbox-app.com/4b803dd8-75fb-44c9-aa51-9fb907a68d15.jpg
Osu! Tatakae! Ouendan,2005-07-28,4.32,N/A,Action - Rhythm - Music,"Osu! Tatakae! Ouendan, or simply Ouendan, is a rhythm video game developed by iNiS and published by Nintendo for the Nintendo DS handheld game console in 2005, for release only in Japan. Ouendan stars a cheer squad rhythmically cheering for various troubled people, presented in game in the style of a manga comic. In each stage, players use the DS touchscreen to tap specifically marked spots that appear in rhythm to various Japanese pop songs, scoring points for accurate timing and avoiding a poor performance which can cause the stage to end prematurely. Though never released in Western markets, it was a popular import to these regions, leading to the development of the Westernized spiritual sequel Elite Beat Agents, as well as a direct Japanese sequel Moero! Nekketsu Rhythm Damashii Osu! Tatakae! Ouendan 2",https://images.launchbox-app.com/6013bd4c-181f-40c8-a507-be243d41d60e.jpg
Shin Megami Tensei: Devil Survivor 2,2012-02-28,4.32,79, Strategy - Turn-Based - Tactics,"Shin Megami Tensei: Devil Survivor 2 is a Tactical role-playing game in the Megami Tensei series developed by Atlus for the Nintendo DS. It is a sequel to the 2009 Nintendo DS role-playing game Shin Megami Tensei: Devil Survivor. It was released in Japan in July 2011, in North America in February 2012, and in Europe in October 2013. An enhanced version for the Nintendo 3DS, titled Shin Megami Tensei: Devil Survivor 2 Record Breaker, was released in 2015.",https://images.launchbox-app.com/2bf905de-3c2a-47a7-9c97-79c8b0583e1b.jpg
Mega Man Star Force 3: Red Joker,2009-06-30,4.32,59, Role-Playing - Action RPG,"Mega Man Star Force 3, known in Japan as Ryūsei no Rockman 3 (流星のロックマン3 Ryūsei no Rokkuman Suri, Shooting Star Rockman 3), is a video game developed by Capcom for the Nintendo DS handheld game console. It was released in Japan on November 13, 2008 and in United States on June 30, 2009. The game was released with two versions: Black Ace (ブラックエース) and Red Joker (レッドジョーカー). Each features a unique cover and unique character transformations, among other features. A sequel, Mega Man Star Force 4, was in development from between 2009 and 2010 when it was cancelled due to low sales of this game and Rockman EXE Operate Shooting Star.",https://images.launchbox-app.com/ad63daa1-c403-4280-9cde-48f0346440a6.jpg
Dragon Quest IX: Sentinels of the Starry Skies,2010-07-11,4.31,87,Role-Playing - Japanese-Style,"Dragon Quest IX (also known as Dragon Quest IX: Sentinels of the Starry Skies) is a role-playing video game for the Nintendo DS. It was developed by Level-5, and published in 2009 by Square Enix in Japan; it was published by Nintendo internationally a year later, in 2010, making it the second numbered installment of the series to be released within Europe and Australia, after the eighth game.",https://images.launchbox-app.com/0559c7ac-d8f0-48c9-8796-f27f78f6cb40.jpg
Dragon Quest V: Hand of the Heavenly Bride,2009-02-16,4.31,84,Role-Playing - Japanese-Style,"Dragon Quest V: Hand of the Heavenly Bride is a role-playing video game and the fifth installment in the Dragon Quest video game series, second of the Zenithian Trilogy. Originally developed by Chunsoft and published by Enix Corporation, Dragon Quest V was the first title in the series to be released for the Nintendo Super Famicom (SFC aka SNES) video game console in Japan in September 1992. Dragon Quest V was the first game in the series to not be released outside Japan, as Enix did not want to pay for the cost of the larger cartridge ROMs needed to fit English-language dialog. Poor sales of Dragon Quest II, Dragon Quest III, and Dragon Quest IV in North America were also a factor.",https://images.launchbox-app.com/93a50b27-c81f-4676-9a07-36a22f4302f4.jpg
Pokemon Mystery Dungeon: Explorers of Sky,2009-10-12,4.31,54,Role-Playing - Roguelike,"Pokémon Mystery Dungeon: Explorers of Time and Pokémon Mystery Dungeon: Explorers of Darkness are a matched pair of Pokémon games for the Nintendo DS. The two games were released in Japan on September 13, 2007, and were released in North America on April 20, 2008. They were released in Europe on July 4, 2008. A third version, Pokémon Mystery Dungeon: Explorers of Sky, was released in 2009.",https://images.launchbox-app.com/af7a10c6-8436-412b-a5fe-f48ee0aba537.png
Pokemon Platinum Version,2009-03-22,4.3,83,Role-Playing - Trainer,"Pokémon Platinum Version is a role-playing video game developed by Game Freak, published by The Pokémon Company and Nintendo for the Nintendo DS handheld game console. It is an enhanced version of Pokémon Diamond and Pearl and is part of the fourth generation of the Pokémon series of video games. It was released on September 13, 2008, in Japan; March 22, 2009, in North America; May 14, 2009, in Australia and May 22, 2009, in Europe. The developers made Platinum with the intent of making it a stronger version of Diamond and Pearl, which they described as the ""ultimate"" Pokémon titles.",https://images.launchbox-app.com/7ae53f11-60cc-4aa4-bea3-17dd306911f7.jpg
Mega Man Zero Collection,2010-06-08,4.29,78,Miscellaneous - Compilation,"Mega Man Zero Collection, released in Japan as Rockman Zero Collection (Japanese: ロックマンゼロコレクション Hepburn: Rokkuman Zero Korekushon), is a compilation of all four Mega Man Zero video games, which were originally released for the Game Boy Advance between 2002 and 2005. It was developed by Inti Creates and published by Capcom, and was made available worldwide in June 2010 for the Nintendo DS. The collection contains new features such as a beginner-friendly ""Easy Scenario"" that grants power-up items and abilities from the beginning of each game, as well as unlockable character art and the ability to display artwork on the Nintendo DS's bottom screen as the game is played.",https://images.launchbox-app.com/b980fec0-0edb-44dc-b4d0-5d9cfabbaec3.jpg
Radiant Historia,2011-02-22,4.29,85,Role-Playing - Japanese-Style,"Radiant Historia is a role-playing video game co-developed by Atlus and Headlock for the Nintendo DS. It was released in Japan in 2010 by Atlus, and in North America in 2011 by their subsidiary Atlus USA. An expanded remake for the Nintendo 3DS, titled Radiant Historia: Perfect Chronology, was released in 2017 in Japan and released in North America and Europe the following year, with the European version being published by Deep Silver.",https://images.launchbox-app.com/4d49fa10-b28f-48d3-8d7f-04867a40dac4.jpg
Last Window: The Secret of Cape West,2010-09-17,4.29,N/A,Adventure - General,"Last Window: The Secret of Cape West, known in Japan as Last Window: Mayonaka no Yakusoku (ラストウィンドウ 真夜中の約束, lit. ""Last Window: Midnight Promise""), is an adventure video game developed by the now-defunct Cing and published by Nintendo for the Nintendo DS handheld game console. It is the sequel to Hotel Dusk: Room 215, starring protagonist Kyle Hyde, and takes place one year after those events. Set in 1980 Los Angeles, the Cape West Apartments to be specific, the story deals with a new mystery in a new location, but it also delves into some unanswered questions from Kyle Hyde's past. Last Window was the last game developed by Cing before the company filed for bankruptcy on March 1, 2010. Unlike its predecessor, it was never released in North America.",https://images.launchbox-app.com/7e6831be-7c79-4b4e-bac4-c9ee80dce766.jpg
Kirby Super Star Ultra,2008-09-22,4.28,76, Action - Platformer - 2D,"Kirby Super Star, released as Kirby's Fun Pak in PAL regions, is a 1996 platforming video game developed by HAL Laboratory and published by Nintendo for the Super Nintendo Entertainment System, part of the Kirby series of platforming video games by HAL Laboratory. The game was advertised as featuring eight games: seven short subsections with the same basic gameplay, and two minigames. The game was later released for the Wii and Wii U Virtual Consoles. An enhanced remake titled Kirby Super Star Ultra was released for the Nintendo DS in 2008. Nintendo re-released Kirby Super Star in Japan, the United States and Europe in September 2017 as part of the company's Super NES Classic Edition.",https://images.launchbox-app.com/c3a15d2b-413b-457a-9f66-2abe36b308a6.jpg
Luminous Arc 3: Eyes,2009-12-10,4.27,N/A,Strategy - Turn-Based - Tactics,"Luminous Arc 3 (ルミナスアーク3 アイズ Ruminasu Āku Tsū Aizu, Luminous Arc 3: Eyes) is a role-playing video game developed by imageepoch and published by Marvelous Entertainment. In Luminous Arc 3, witches have ceased to exist, but their legacy lives on through ""Magi"". There are two people who are associated with witches. One is Sarah, who wants to become the legendary witch and the Holy Witch Sylvia.",https://images.launchbox-app.com/54b99335-2199-436c-bacd-c73f6fbe11f6.png
Pokemon White Version 2,2012-10-07,4.26,80, Role-Playing - Trainer,"okémon Black Version 2 and White Version 2 are role-playing video games developed by Game Freak, published by The Pokémon Company and Nintendo for the Nintendo DS. The games are direct sequels to Pokémon Black and White, and is part of the fifth generation of the Pokémon series of role-playing games. They were released in Japan in June 2012, with a worldwide release in October later that year. The games were first revealed on the February 26, 2012, episode of the Japanese television program Pokémon Smash!, followed by an international confirmation on the Pokémon official website. The games feature the new Legendary Pokémon identified by Junichi Masuda as Black Kyurem and White Kyurem.",https://images.launchbox-app.com/b88ba6ed-a4ae-4970-9a79-9166073ea647.jpg
Pokemon Black Version 2,2012-10-07,4.26,80,Role-Playing - Trainer,"Pokémon Black Version 2 and White Version 2 are role-playing video games developed by Game Freak, published by The Pokémon Company and Nintendo for the Nintendo DS. The games are direct sequels to Pokémon Black and White, and is part of the fifth generation of the Pokémon series of role-playing games. They were released in Japan in June 2012, with a worldwide release in October later that year. The games were first revealed on the February 26, 2012, episode of the Japanese television program Pokémon Smash!, followed by an international confirmation on the Pokémon official website. The games feature the new Legendary Pokémon identified by Junichi Masuda as Black Kyurem and White Kyurem.",https://images.launchbox-app.com/1a45a07e-3f89-44d0-9ccd-41ae686235fa.jpg
Jump Ultimate Stars,2006-11-23,4.25,N/A,Action - Fighting - 2D,"Jump Ultimate Stars is a fighting video game developed by Ganbarion and published by Nintendo for the Nintendo DS. It is the sequel to Jump Super Stars. The game was released in Japan on November 23, 2006.",https://images.launchbox-app.com/379839ed-69d8-47a4-911f-fe9ea6f908c5.jpg
Dragon Ball Kai: Ultimate Butouden,2011-02-03,4.25,N/A,Action - Fighting - 2D,"Dragon Ball Kai: Ultimate Butouden (Japanese: ドラゴンボール改 アルティメット武闘伝 Hepburn: Doragon Bōru Kai Arutimetto Butōden, Dragon Ball Revision: Ultimate Fighting Legend) is a fighting video game based on the manga and anime series Dragon Ball for the Nintendo DS. It was released in Japan on February 3, 2011.",https://images.launchbox-app.com/4ac6bcdd-707b-46da-a9d8-0bc22447da24.jpg
Super Robot Taisen L,2010-11-25,4.24,N/A,Strategy - Turn-Based - Tactics,"Super Robot Wars L (スーパーロボット大戦L?) is the seventh Super Robot Wars game for the Nintendo DS and the third traditional, anime-based game. Many of the anime featured in this game appeared in the previous three traditional GBA/DS games; however, the developer claims that the animations for those returning series will be improved upon. Like Super Robot Wars K, the roster is primarily new-school; the only series predating the '00s are Endless Waltz, Combattler V/Voltes V, and the debuting Iczer OVAs.",
Disgaea DS,2008-09-23,4.24,82,Strategy - Turn-Based - Tactics,"Disgaea: Hour of Darkness (魔界戦記ディスガイア Makai Senki Disugaia, lit. ""Netherworld Battle Chronicle: Disgaea"") is a tactical role-playing video game developed and published by Nippon Ichi Software for the Sony PlayStation 2 video game console",https://images.launchbox-app.com/14d40a3f-f03a-4806-b85b-c342e93913d3.jpg
Jam with the Band,2010-05-21,4.22,N/A,Action - Rhythm - Music,"Jam with the Band, known in Japan as Daigasso! Band Brothers DX, is a music video game developed and published by Nintendo for the Nintendo DS handheld game console. It is the sequel to the Japan-exclusive Daigasso! Band Brothers, which was released at the DS' launch. Jam with the Band was released in Japan in June 2008 and in Europe in May 2010. It uses the largest save capacity for a Nintendo DS game at eight megabytes. Its release was accompanied by a Wii Channel for the Wii console called the Live Channel, known in Japan as the Speaker Channel, that allows players to hear the game's sound through their television. It features the character Barbara Bat, who was also in the predecessor.",https://images.launchbox-app.com/fab5966b-93ca-4cb0-bed0-4bc728099c51.jpg
Mario & Luigi: Bowser's Inside Story,2009-09-14,4.21,90,Role-Playing - Japanese-Style,"Mario & Luigi: Bowser's Inside Story is a role-playing video game developed by AlphaDream, and published by Nintendo for the Nintendo DS handheld game console in 2009. It is the third game in the Mario & Luigi RPG series, and made use of the interactive screens of the DS in some of its gameplay mechanics, while also introducing several elements that would be used in the gameplay of future titles in the series.",https://images.launchbox-app.com/6485cb52-c8df-4cfa-b0e3-b1410c9c2e53.jpg
Professor Layton and the Diabolical Box,2009-08-24,4.2,84,Puzzle - General,"Professor Layton and the Diabolical Box, known in Australia and Europe as Professor Layton and Pandora's Box, is the second game in the Professor Layton series by Level-5. It was followed by a third game, Professor Layton and the Unwound Future. The game follows Professor Layton and his self-proclaimed apprentice Luke as they travel cross-country by train to solve the mystery behind a mysterious box that is said to kill anyone who opens it. An enhanced mobile port of Diabolical Box, subtitled ""HD for Mobile"", was released on December 5, 2018.",https://images.launchbox-app.com/065ca235-e36a-48a7-a7b9-2699a5218c9d.jpg
Pokemon Black Version 2,2011-03-06,4.2,87, Role-Playing - Trainer,"Pokémon Black Version 2 and White Version 2 are role-playing video games developed by Game Freak, published by The Pokémon Company and Nintendo for the Nintendo DS. The games are direct sequels to Pokémon Black and White, and is part of the fifth generation of the Pokémon series of role-playing games. They were released in Japan in June 2012, with a worldwide release in October later that year. The games were first revealed on the February 26, 2012, episode of the Japanese television program Pokémon Smash!, followed by an international confirmation on the Pokémon official website. The games feature the new Legendary Pokémon identified by Junichi Masuda as Black Kyurem and White Kyurem",https://images.launchbox-app.com/1a45a07e-3f89-44d0-9ccd-41ae686235fa.jpg
Etrian Odyssey III: The Drowned City,2010-09-21,4.2,77,Role-Playing - Western-Style,"Etrian Odyssey III: The Drowned City (世界樹の迷宮III 星海の来訪者 Sekaiju no Meikyū III: Seikai no Raihōsha, lit. Labyrinth of the World Tree III: Visitors of the Starry Sea), is a 3D dungeon crawler role-playing video game by Atlus for the Nintendo DS. The title was released in Japan on April 1, 2010 and in North America on September 21, 2010. It's a sequel to Etrian Odyssey II: Heroes of Lagaard and is followed by Etrian Odyssey IV: Legends of the Titan. Even though it adds many new features to the game, such as the ability to travel the seas and Limit Skills, the gameplay of this installment remains the same in that the player must explore the Yggdrasil Labyrinth.",https://images.launchbox-app.com/e1cb586a-981f-4bca-811f-60d8de9ca95c.jpg
Phoenix Wright: Ace Attorney - Justice for All,2007-01-16,4.2,76,Adventure - Visual Novel,"Phoenix Wright: Ace Attorney − Justice for All is a visual novel adventure video game developed and published by Capcom. It was originally released for the Game Boy Advance in 2002 in Japan, and has since been released on multiple platforms. The Nintendo DS version, initially released in 2006 in Japan, was released in English in the West in 2007. The game is the second entry in the Ace Attorney series, following Phoenix Wright: Ace Attorney.",https://images.launchbox-app.com/0ddaf393-763f-4042-b496-91465cddc06b.jpg
Trauma Center: Under the Knife 2,2008-07-02,4.2,79,Simulation - Virtual - Career,"Trauma Center: Under the Knife 2 is a video game developed by Vanguard for the Nintendo DS (DS), and published by Atlus in 2008. No version of the game was released in Europe. It is the fourth game in the Trauma Center series and a direct sequel to Trauma Center: Under the Knife (2005).",https://images.launchbox-app.com/1aa287c5-6b49-4cb6-84ba-a6f0784fb52e.jpg
Shin Megami Tensei: Devil Survivor 2,2009-06-23,4.2,84,Strategy - Turn-Based - Tactics,"Shin Megami Tensei: Devil Survivor is a tactical role-playing video game in the Megami Tensei series developed by Atlus for the Nintendo DS. It was released in Japan on January 15, 2009, and in North America on June 23, 2009. An enhanced port for the Nintendo 3DS, Shin Megami Tensei: Devil Survivor Overclocked, was also developed by Atlus and released in 2011 for Japan and North America while in 2013 for Europe.",https://images.launchbox-app.com/9319767c-d84a-4142-a9b3-d053b3846052.jpg
Pokemon White Version 2,2011-03-06,4.19,87,Role-Playing - Trainer,"Pokémon Black Version and White Version are role-playing games developed by Game Freak, published by The Pokémon Company and by Nintendo for the Nintendo DS. They are the first installments in the fifth generation of the Pokémon series of role-playing games. First released in Japan on September 18, 2010, they were later released in Europe on March 4, 2011, in North America on March 6, 2011, and Australia on March 10, 2011.",https://images.launchbox-app.com/e5f57368-d334-40ce-953d-14dbd60d40e9.png
Taiko no Tatsujin DS: Touch de Dokodon!,2007-07-26,4.19,N/A,Action - Rhythm - Music,"Taiko no Tatsujin DS: Touch de Dokodon! (Japanese: 太鼓の達人DS タッチでドコドン！, Taiko no Tatsujin Dīesu: Tatchi de Dokodon!) is the first Taiko no Tatsujin game to released on Nintendo DS. It also marks the turning point for the franchise as it bring many features that are not in the past titles.",https://images.launchbox-app.com/bfff0945-94e9-4a12-8b07-dfd131d1c988.jpg
Final Fantasy IV,2008-07-21,4.19,85,Role-Playing - Japanese-Style,"Final Fantasy IV, known as Final Fantasy II for its initial North American release, is a role-playing video game developed and published by Square (now Square Enix) for the Super Nintendo Entertainment System. Released in 1991, it is the fourth main installment of the Final Fantasy series. The game's story follows Cecil, a dark knight, as he tries to prevent the sorcerer Golbez from seizing powerful crystals and destroying the world. He is joined on this quest by a frequently changing group of allies. Final Fantasy IV introduced innovations that became staples of the Final Fantasy series and role-playing games in general. Its ""Active Time Battle"" system was used in five subsequent Final Fantasy games, and unlike prior games in the series, IV gave each character their own unchangeable character class.",https://images.launchbox-app.com/fd0f8c6f-0da4-4b5d-91c8-095c3894e462.jpg
Fossil Fighters: Champions,2011-11-14,4.18,68,Role-Playing - General,"Fossil Fighters: Champions in Japan, is a 2010 video game developed by Nintendo SPD, Red Entertainment, M2, and Artdink and published by Nintendo. The game is a sequel to its original title, Fossil Fighters. It was released in Japan on November 18, 2010 and in North America on November 14, 2011. It features the first 100 Vivosaurs from the original game, as well as new Vivosaurs",https://images.launchbox-app.com/dd27ff9b-3b87-42c7-8f8a-b71305f201e6.jpg
Super Robot Taisen OG Saga: Mugen no Frontier EXCEED,2010-02-25,4.17,93,Role-Playing - Japanese-Style,"Super Robot Taisen OG Saga: Endless Frontier (無限のフロンティア スーパーロボット大戦OGサーガ lit Endless Frontier: Super Robot Wars OG Saga) is a video game developed by Banpresto and Monolith Soft. It is a spin-off of the Super Robot Taisen: Original Generation series. Released on May 29, 2008 on the Nintendo DS, the title departs from the traditional tactical role-playing game elements for which the Super Robot Wars franchise is known and opts for turn-based role-playing gameplay instead.",https://images.launchbox-app.com/a56d6f5f-d21c-4b7a-bbbc-455ea9a6daaf.jpg
Grand Theft Auto: Chinatown Wars,2009-03-17,4.17,87,Action Adventure - Open-World,"Grand Theft Auto: Chinatown Wars is an action-adventure video game developed by Rockstar Leeds in conjunction with Rockstar North and published by Rockstar Games. It was released on 17 March 2009 for Nintendo DS, 20 October 2009 for PlayStation Portable, 17 January 2010 (iPhone and iPod Touch), 9 September 2010 (iPad) on iOS, and 18 December 2014 for Android and Fire OS devices.",https://images.launchbox-app.com/151f1cc7-4a7d-4c01-b4df-cb7e2871803e.jpg
