title,released,gf_score,metascore,genre,description,cover_art_url
Super Star Soldier,1991,3.84,,Action » Shooter » Shoot-'Em-Up » Vertical,"Super Star Soldier (スーパースターソルジャー Sūpā Sutā Sorujā) is a scrolling shooter video game developed by Kaneko and originally published by Hudson Soft in 1990 for the Japanese PC Engine and in 1991 for the North American TurboGrafx-16. It is the sequel to Star Soldier, and part of a vertical-scrolling shooter series by Hudson Soft. According to the company, many people believed Super Star Soldier's graphics were the best of any HuCard game. Although the game was popular in Japan, it received less attention from the rest of the world.",https://images.launchbox-app.com/6666d762-4592-444f-b27d-f6e5dacac6e6.jpg
Air Zonk,1992,3.82,,Action » Shooter » Shoot-'Em-Up » Horizontal,"Air Zonk (also called PC Denjin Punkic Cyborg!/PC Denjin／Completion○／Clear× (PC電人／補完○／クリア× PC denjin/ hokan ￮/ kuria ×)) is a video game, a side-scrolling shooter released for the TurboGrafx 16 console in 1992. Air Zonk was an attempt to update the company's image via a modern, punkish character called Zonk, who bears a purposeful resemblance to the TurboGrafx-16's cavemanmascot, Bonk.",https://images.launchbox-app.com/e7175b72-280f-4cc3-8f25-b6cc398a6211.jpg
Military Madness,1989,3.81,,Strategy » Turn-Based » General,"Military Madness (Nectaris (ネクタリス Nekutarisu) in Japan) is sci-fi-themed, hex map turn-based strategy game for the TurboGrafx-16. The first game in the Nectaris series, it was developed by Hudson Soft.",https://images.launchbox-app.com/2144b3a9-de5d-4e4a-8d61-19d742d76f6d.jpg
Ninja Spirit,1990,3.8,,Action » Beat-'Em-Up » 2D,"Ninja Spirit, known in Japan as Saigo no Nindou (最後の忍道), is a 1988 platform arcade game developed and published by Irem.",https://images.launchbox-app.com/be47d2a9-068c-44bd-a9bd-74fd928ca1d5.jpg
Final Soldier,8-Aug-08,3.79,,Action » Shooter » Shoot-'Em-Up » Vertical,"Final Soldier is a scrolling shooter video game released for the Japanese PC Engine system on July 5 of 1991 and the third game in the main Star Soldier series. It was originally only released in Japan but has been released in Europe for the Wii's Virtual Console on May 2, 2008 and in North America on September 8, 2008 at a cost of 700 Wii Points. It was subsequently released for the Wii Virtual Console in Japan in 2014 and North America in 2017. ",https://images.launchbox-app.com/8fb27564-b286-4580-8890-5d5d521e7152.jpg
Bomberman,1990,3.72,,Puzzle » Action,"Bomberman (ボンバーマン Bonbāman, also briefly known as Dyna Blaster in Europe) is a strategic, maze-based video game franchiseoriginally developed by Hudson Soft and currently owned by Konami. The first game in the series was released in Japan in 1985 (1987 in the US)  and new games have been published at irregular intervals ever since. Today, Bomberman has featured in over 70 different games on numerous platforms (including all Nintendo platforms), as well as several anime and manga. The most recent iteration, Super Bomberman R, was released in 2017.",https://images.launchbox-app.com/511b9832-abac-47ee-a6b3-1394ec52383a.jpg
Bonk's Adventure,1990,3.72,,Action » Platformer » 2D,"Bonk's Adventure is a 2D platform video game developed by Red Company and Atlus as the first game in the Bonk series that was released in 1989 in Japan and 1990 in North America for the TurboGrafx-16. In Japan it was released as PC Genjin (PC原人) in 1989, a play on the Japanese name for the system, 'PC Engine'. The game was re-released for the TurboGrafx-16 in the U.S. in 1992 on the Gate of Thunder 4-in-1 game CD-ROM. The game was later ported to the NES, Amiga and arcade systems under different titles (FC Genjin and BC Genjin). A completely different game with the same name appeared on the Game Boy (under the title GB Genjin in Japan). It is also available through Nintendo's Virtual Console service, on the PlayStation Store and there is a version for mobile phones in Japan.",https://images.launchbox-app.com/f9210988-a651-4d30-b463-3a7d4d412bbf.jpg
Bonk 3: Bonk's Big Adventure,1993,3.71,,Action » Platformer » 2D,"Bonk 3: Bonk's Big Adventure (PC-原人3 PC-Genjin 3) is an action video game for the TurboGrafx-16 in 1993, in the Bonk video game series. It was ported to the TurboDuo in 1994, with a new cover illustration by Marc Ericksen. It was released for the Wii Virtual Console in Europe on August 31, 2007 and in North America on September 3, 2007. It was also released in Japan on the PlayStation Store on January 20, 2010 and on the Wii U Virtual Console June 25, 2014, the latter receiving a North American release on June 29, 2017.",https://images.launchbox-app.com/d4d4f917-02b5-4beb-b2f7-c1576acfd9a0.jpg
Alien Crush,1989,3.7,,Action » Pinball,Alien Crush is a pinball video game developed by Compile for the PC Engine/TurboGrafx-16. It was released in 1988. It was later re-released on the Virtual Console and on the PlayStation Network.,https://images.launchbox-app.com/6b835b62-e890-4e93-889f-ee42221fb69e.jpg
Bloody Wolf,1990,3.68,,Action » Shooter » Shoot-'Em-Up » Top-Down,"Bloody Wolf (ならず者戦闘部隊ブラッディウルフ Narazumono Sentō Butai Bloody Wolf, ""Rogue Combat Squad: Bloody Wolf""), released in Europe as Battle Rangers, is a run and gun arcade gamereleased by Data East in 1988. Two commandos take on an entire army with many weapons, and defeat bosses to advance levels",https://images.launchbox-app.com/7a88126d-317a-4eb6-bae6-fb9c20cc0dd3.JPG
Bomberman '93,1993,3.68,,Puzzle » Action,"Bomberman '93 (ボンバーマン'93 Bonbāman Nintī Surī) is a video game in the Bomberman series. It was released on the PC Engine on December 11, 1992 in Japan, with western TurboGrafx-16 releases following in 1993. The game has been re-released for the Wii & Wii UVirtual Console, with full multiplayer capability intact, in North America, Europe and Australia. Bomberman '93 later spawned a sequel titled Bomberman '94.",https://images.launchbox-app.com/3e45e5b4-79fd-4b8e-91ea-6a8fc375e31d.jpg
New Adventure Island,1992,3.66,,Action » Platformer » 2D,"New Adventure Island (高橋名人の新冒険島 Takahashi Meijin no Shin Bōken Jima, ""Master Takahashi's New Adventure Island"") is a side-scrolling platform game by Hudson Soft originally released for the PC Engine/TurboGrafx-16 in 1992 and later re-released for the Virtual Console service in 2007 and the PlayStation Network in 2011. It is the fourth game in the Adventure Island series, released shortly after Super Adventure Island for the SNES, but before Adventure Island 3 for the NES.",https://images.launchbox-app.com/eceefdd8-9c1a-4d90-a0c1-f6f7a35826d7.jpg
The Legendary Axe,1989,3.61,,Action » Platformer » 2D,"The Legendary Axe (魔境伝説 Makyō Densetsu in Japan) is a horizontal platform video game for the PC Engine and TurboGrafx-16. It was developed by Victor Interactive Software and was published by Victor in Japan and by NEC in North America. It was released in Japan for the PC Engine on September 23, 1988 and in North America alongside the TurboGrafx-16's launch on August 29, 1989. It is one of the TurboGrafx-16's launch titles. In the game, the player controls Gogan, a barbarian whose girl, Flare, was kidnapped by the cult of Jagu. The player must navigate though six platforming levels, armed with a legendary axe named ""Sting"" to defeat Jagu and his minions and rescue Flare. The game features a rechargeable ""strength meter"" that determines how much damage is dealt from the axe to enemies.",https://images.launchbox-app.com/b36b52c3-8a27-4949-ae5c-a1e72a654b4a.jpg
Neutopia,1990,3.58,,Action Adventure » General,"Neutopia (ニュートピア Nyūtopia) is an overhead action-adventure video game developed by Hudson Soft. It was released by Hudson for the PC Engine in Japan on November 17, 1989. It was then released by NEC for the TurboGrafx-16 in North America in 1990. It was re-released for the Virtual Console service worldwide for the Wii in 2007 and in Japan for the Wii U on April 16, 2014; it was re-released for the PlayStation Network in Japan in 2010 and in North America in 2011. The game takes place in the land of Neutopia, where the evil demon Dirth has captured Princess Aurora and has stolen the eight ancient medallions which contain the wisdom and power necessary to maintain peace and prosperity throughout the land. It is up to the protagonist Jazeta to retrieve the eight medallions, defeat Dirth, rescue Princess Aurora, and save the land and its people.",https://images.launchbox-app.com/faea7cb4-7913-4f12-8ce8-293223bdbc8f.jpg
Cadash,1991,3.58,,Role-Playing » Action RPG,"Cadash (カダッシュ Kadasshu) is a sword and sorcery video gamewhich combines elements of both the role-playing video game genre of games and the platform genre of games. The game was originally an arcade game released by Taito in 1989, later ported to home video game consoles such as the TurboGrafx-16 in 1991, and the Sega Mega Drive/Genesis in 1992. The game was included in Taito Memories Volume 2 which was released for the PlayStation 2 in 2005. It was also included in the Xbox and PC versions of Taito Legends 2 which was released in 2007.",https://images.launchbox-app.com/a7f0ccb5-a8b8-48b4-9b54-1c5050d705da.jpg
Splatterhouse,1990,3.51,,Action » Beat-'Em-Up » 2D,"Splatterhouse (スプラッターハウス Supurattāhausu) is a horror-themed beat 'em up arcade game developed and published by Namco. It is also subsequently the title of a series of games released in home console and personal computer formats. The game was heavily influenced by American slasher films and the works of legendary horror writer H.P. Lovecraft, and is a homage to the violent horror films of the 1980s.",https://images.launchbox-app.com/06aeacc9-85e3-4a90-b520-5bc16a889b9c.jpg
Dragon Spirit,1989,3.46,,Action » Shooter » Shoot-'Em-Up » Vertical,"Dragon Spirit is a vertical scrolling shooter arcade game that was released by Namco in 1987 and licensed to Atari Games for its American manufacture and distribution. It runs on Namco System 1hardware, and was later ported to the Amstrad CPC, Commodore Amiga, Commodore 64, DOS, Atari ST, X68000, PC Engine/TurboGrafx-16 and ZX Spectrum platforms.",https://images.launchbox-app.com/372635cd-49af-4bee-a655-005a63427885.jpg
Dungeon Explorer,1989,3.42,,Role-Playing » Action RPG,"Dungeon Explorer (ダンジョンエクスプローラー Danjon Ekusupurōrā) is an action role-playing game released for the PC Engine/TurboGrafx-16 in 1989. It is centered on the quest of several heroes to find the Ora Stone for the king of Oddesia. When the alien race that now rules the land invaded, the stone was hidden deep in the dungeons of the land by the King to keep it safe. Now, however, the king wants the players to recover the stone, which can bring life, light, and happiness, and to kill the alien king, Natas: King Satan. The heroes progress through several different dungeons and fight fearsome bosses such as Bullbeast and Grimrose, and finally recover the Ora stone. Upon giving it to the king, however, the king reveals himself as Natas and steals the stone. Additionally, a guard named Judas also betrays the heroes, but is defeated by them. The adventurers then chase and confront Natas, killing him and taking back the Ora stone and ushering in a time of peace.",https://images.launchbox-app.com/953047aa-a512-49a9-aee3-1c0fb7fa9210.jpg
Keith Courage in Alpha Zones,1989,3.07,,Action » Platformer » 2D,Keith Courage in Alpha Zones is a 1989 science fantasy actionplatform video game that was released by NEC for the TurboGrafx-16.,https://images.launchbox-app.com/bfc02722-e729-4b39-bf14-64b0bf17d2d6.jpg
